Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,334496,271178,225121,263305
"Revenue 334496 271178 225121 263305  Other Revenue, Total - - - -","Revenue 334496 271178 225121 263305  Other Revenue, Total - - - -","Revenue 334496 271178 225121 263305  Other Revenue, Total - - - -","Revenue 334496 271178 225121 263305  Other Revenue, Total - - - -","Revenue 334496 271178 225121 263305  Other Revenue, Total - - - -"
Revenue,334496,271178,225121,263305
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",289880,240122,198318,227245
Gross Profit,44616,31056,26803,36060
Total Operating Expenses,327320,272884,228280,262730
"Selling/General/Admin. Expenses, Total 37440 32762 29746 33208  Research & Development - 1107 - -  Depreciation / Amortization 13295 - - -  Interest Expense (Income) - Net Operating -768 -500 - -  Unusual Expense (Income) - 251 216 2276  Other Operating Expenses, Total -13572 -13382 - 1","Selling/General/Admin. Expenses, Total 37440 32762 29746 33208  Research & Development - 1107 - -  Depreciation / Amortization 13295 - - -  Interest Expense (Income) - Net Operating -768 -500 - -  Unusual Expense (Income) - 251 216 2276  Other Operating Expenses, Total -13572 -13382 - 1","Selling/General/Admin. Expenses, Total 37440 32762 29746 33208  Research & Development - 1107 - -  Depreciation / Amortization 13295 - - -  Interest Expense (Income) - Net Operating -768 -500 - -  Unusual Expense (Income) - 251 216 2276  Other Operating Expenses, Total -13572 -13382 - 1","Selling/General/Admin. Expenses, Total 37440 32762 29746 33208  Research & Development - 1107 - -  Depreciation / Amortization 13295 - - -  Interest Expense (Income) - Net Operating -768 -500 - -  Unusual Expense (Income) - 251 216 2276  Other Operating Expenses, Total -13572 -13382 - 1","Selling/General/Admin. Expenses, Total 37440 32762 29746 33208  Research & Development - 1107 - -  Depreciation / Amortization 13295 - - -  Interest Expense (Income) - Net Operating -768 -500 - -  Unusual Expense (Income) - 251 216 2276  Other Operating Expenses, Total -13572 -13382 - 1"
"Selling/General/Admin. Expenses, Total",37440,32762,29746,33208
Research & Development,-,1107,-,-
Depreciation / Amortization,13295,-,-,-
Interest Expense (Income) - Net Operating,-768,-500,-,-
Unusual Expense (Income),-,251,216,2276
"Other Operating Expenses, Total",-13572,-13382,-,1
Operating Income,7176,-1706,-3159,575
"Interest Income (Expense), Net Non-Operating",-,3451,3183,1501
Gain (Loss) on Sale of Assets,81,4234,53,403
"Other, Net",-325,-7729,779,-738
Net Income Before Taxes,7420,1789,856,1741
Provision for Income Taxes,983,1337,268,6181
Net Income After Taxes,6437,452,588,-4440
Minority Interest,1159,1045,-8,-56
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,6321,386,580,-4496
Total Extraordinary Items,-,-,-,-
Net Income,6321,386,580,-4496
Total Adjustments to Net Income,-,-,-2,-1
Income Available to Common Excluding Extraordinary Items,6321,386,578,-4497
Dilution Adjustment,-,-,-,-
Diluted Net Income,6321,386,578,-4497
Diluted Weighted Average Shares,22.86,23.27,23.43,23.49
Diluted EPS Excluding Extraordinary Items,276.5,16.59,24.67,-191.41
DPS - Common Stock Primary Issue,-,20,20,40
Diluted Normalized EPS,214.79,-40.51,34.73,-134.31
