Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,8803,8067,7092.15,9046.38
"Revenue 8803 8067.13 7092.15 9046.38  Other Revenue, Total - - - -","Revenue 8803 8067.13 7092.15 9046.38  Other Revenue, Total - - - -","Revenue 8803 8067.13 7092.15 9046.38  Other Revenue, Total - - - -","Revenue 8803 8067.13 7092.15 9046.38  Other Revenue, Total - - - -","Revenue 8803 8067.13 7092.15 9046.38  Other Revenue, Total - - - -"
Revenue,8803,8067.13,7092.15,9046.38
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",5880,5725.95,5237.63,6204.77
Gross Profit,2923,2341.17,1854.52,2841.61
Total Operating Expenses,8515,7984.15,7633.19,8832.78
"Selling/General/Admin. Expenses, Total 2635 2331.12 2357.18 2602.59  Research & Development - - - -  Depreciation / Amortization 1010 - 37.7 25.42  Interest Expense (Income) - Net Operating -79 - - -  Unusual Expense (Income) - -72.93 0.69 -  Other Operating Expenses, Total -931 - - -","Selling/General/Admin. Expenses, Total 2635 2331.12 2357.18 2602.59  Research & Development - - - -  Depreciation / Amortization 1010 - 37.7 25.42  Interest Expense (Income) - Net Operating -79 - - -  Unusual Expense (Income) - -72.93 0.69 -  Other Operating Expenses, Total -931 - - -","Selling/General/Admin. Expenses, Total 2635 2331.12 2357.18 2602.59  Research & Development - - - -  Depreciation / Amortization 1010 - 37.7 25.42  Interest Expense (Income) - Net Operating -79 - - -  Unusual Expense (Income) - -72.93 0.69 -  Other Operating Expenses, Total -931 - - -","Selling/General/Admin. Expenses, Total 2635 2331.12 2357.18 2602.59  Research & Development - - - -  Depreciation / Amortization 1010 - 37.7 25.42  Interest Expense (Income) - Net Operating -79 - - -  Unusual Expense (Income) - -72.93 0.69 -  Other Operating Expenses, Total -931 - - -","Selling/General/Admin. Expenses, Total 2635 2331.12 2357.18 2602.59  Research & Development - - - -  Depreciation / Amortization 1010 - 37.7 25.42  Interest Expense (Income) - Net Operating -79 - - -  Unusual Expense (Income) - -72.93 0.69 -  Other Operating Expenses, Total -931 - - -"
"Selling/General/Admin. Expenses, Total",2635,2331.12,2357.18,2602.59
Research & Development,-,-,-,-
Depreciation / Amortization,1010,-,37.7,25.42
Interest Expense (Income) - Net Operating,-79,-,-,-
Unusual Expense (Income),-,-72.93,0.69,-
"Other Operating Expenses, Total",-931,-,-,-
Operating Income,288,82.98,-541.04,213.59
"Interest Income (Expense), Net Non-Operating",-,10.31,-0.14,-7.65
Gain (Loss) on Sale of Assets,77,-4.96,-2.7,-12.36
"Other, Net",-178,2.36,19.57,53.77
Net Income Before Taxes,389,90.69,-524.31,247.36
Provision for Income Taxes,27,25.93,119.17,88.92
Net Income After Taxes,362,64.77,-643.48,158.44
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,362,64.77,-643.48,158.44
Total Extraordinary Items,-,-,-,-
Net Income,362,64.77,-643.48,158.44
Total Adjustments to Net Income,-,-,-0,-
Income Available to Common Excluding Extraordinary Items,362,64.77,-643.49,158.44
Dilution Adjustment,-,-,-,-
Diluted Net Income,362,64.77,-643.49,158.44
Diluted Weighted Average Shares,2.97,2.97,2.97,2.97
Diluted EPS Excluding Extraordinary Items,121.81,21.79,-216.51,53.31
DPS - Common Stock Primary Issue,25,15,-,15
Diluted Normalized EPS,65.41,5.46,-215.77,55.97
