Period Ending:,202230/06,202130/06,202030/06,201930/06
Total Revenue,29071,22984.09,19619.55,16560.09
"Revenue 29071 22984.09 19619.55 16560.09  Other Revenue, Total - - - -","Revenue 29071 22984.09 19619.55 16560.09  Other Revenue, Total - - - -","Revenue 29071 22984.09 19619.55 16560.09  Other Revenue, Total - - - -","Revenue 29071 22984.09 19619.55 16560.09  Other Revenue, Total - - - -","Revenue 29071 22984.09 19619.55 16560.09  Other Revenue, Total - - - -"
Revenue,29071,22984.09,19619.55,16560.09
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",24422,19035.45,16039.62,13651.52
Gross Profit,4649,3948.64,3579.93,2908.57
Total Operating Expenses,26762,20970.62,17711.7,15134.9
"Selling/General/Admin. Expenses, Total 1766 1933.47 1661.18 1473.33  Research & Development - - - -  Depreciation / Amortization 604 - 15.75 12.16  Interest Expense (Income) - Net Operating -67 - - -  Unusual Expense (Income) - 1.69 -4.86 -2.12  Other Operating Expenses, Total 37 - - -","Selling/General/Admin. Expenses, Total 1766 1933.47 1661.18 1473.33  Research & Development - - - -  Depreciation / Amortization 604 - 15.75 12.16  Interest Expense (Income) - Net Operating -67 - - -  Unusual Expense (Income) - 1.69 -4.86 -2.12  Other Operating Expenses, Total 37 - - -","Selling/General/Admin. Expenses, Total 1766 1933.47 1661.18 1473.33  Research & Development - - - -  Depreciation / Amortization 604 - 15.75 12.16  Interest Expense (Income) - Net Operating -67 - - -  Unusual Expense (Income) - 1.69 -4.86 -2.12  Other Operating Expenses, Total 37 - - -","Selling/General/Admin. Expenses, Total 1766 1933.47 1661.18 1473.33  Research & Development - - - -  Depreciation / Amortization 604 - 15.75 12.16  Interest Expense (Income) - Net Operating -67 - - -  Unusual Expense (Income) - 1.69 -4.86 -2.12  Other Operating Expenses, Total 37 - - -","Selling/General/Admin. Expenses, Total 1766 1933.47 1661.18 1473.33  Research & Development - - - -  Depreciation / Amortization 604 - 15.75 12.16  Interest Expense (Income) - Net Operating -67 - - -  Unusual Expense (Income) - 1.69 -4.86 -2.12  Other Operating Expenses, Total 37 - - -"
"Selling/General/Admin. Expenses, Total",1766,1933.47,1661.18,1473.33
Research & Development,-,-,-,-
Depreciation / Amortization,604,-,15.75,12.16
Interest Expense (Income) - Net Operating,-67,-,-,-
Unusual Expense (Income),-,1.69,-4.86,-2.12
"Other Operating Expenses, Total",37,-,-,-
Operating Income,2309,2013.47,1907.85,1425.19
"Interest Income (Expense), Net Non-Operating",-,-43.98,-46.44,-49.85
Gain (Loss) on Sale of Assets,2033,-24.01,-,260.19
"Other, Net",-4259,347.86,-21.3,11.79
Net Income Before Taxes,4535,2293.34,1840.11,1647.32
Provision for Income Taxes,1584,757.75,633.18,637.9
Net Income After Taxes,2951,1535.59,1206.93,1009.42
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,2951,1535.59,1206.93,1009.42
Total Extraordinary Items,-,-,-,-
Net Income,2951,1535.59,1206.93,1009.42
Total Adjustments to Net Income,-,-0,-0,-0
Income Available to Common Excluding Extraordinary Items,2951,1535.59,1206.93,1009.42
Dilution Adjustment,-0.461,-,-,-
Diluted Net Income,2951.46,1535.59,1206.93,1009.42
Diluted Weighted Average Shares,32.67,32.66,30.68,28.1
Diluted EPS Excluding Extraordinary Items,90.33,47.01,39.35,35.93
DPS - Common Stock Primary Issue,17,12,6.5,3.75
Diluted Normalized EPS,47.82,48.54,39.24,30.2
