Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,282495,263907,283080,282366
"Revenue 282495 263907 283080 282366  Other Revenue, Total - - - -","Revenue 282495 263907 283080 282366  Other Revenue, Total - - - -","Revenue 282495 263907 283080 282366  Other Revenue, Total - - - -","Revenue 282495 263907 283080 282366  Other Revenue, Total - - - -","Revenue 282495 263907 283080 282366  Other Revenue, Total - - - -"
Revenue,282495,263907,283080,282366
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",240472,225364,244775,242408
Gross Profit,42023,38543,38305,39958
Total Operating Expenses,270368,252681,271044,268056
"Selling/General/Admin. Expenses, Total 29896 27317 25583 24727  Research & Development - 528 523 510  Depreciation / Amortization 1381 1384 - -  Interest Expense (Income) - Net Operating -188 -232 - -  Unusual Expense (Income) - 168 162 410  Other Operating Expenses, Total -1810 -1680 1 1","Selling/General/Admin. Expenses, Total 29896 27317 25583 24727  Research & Development - 528 523 510  Depreciation / Amortization 1381 1384 - -  Interest Expense (Income) - Net Operating -188 -232 - -  Unusual Expense (Income) - 168 162 410  Other Operating Expenses, Total -1810 -1680 1 1","Selling/General/Admin. Expenses, Total 29896 27317 25583 24727  Research & Development - 528 523 510  Depreciation / Amortization 1381 1384 - -  Interest Expense (Income) - Net Operating -188 -232 - -  Unusual Expense (Income) - 168 162 410  Other Operating Expenses, Total -1810 -1680 1 1","Selling/General/Admin. Expenses, Total 29896 27317 25583 24727  Research & Development - 528 523 510  Depreciation / Amortization 1381 1384 - -  Interest Expense (Income) - Net Operating -188 -232 - -  Unusual Expense (Income) - 168 162 410  Other Operating Expenses, Total -1810 -1680 1 1","Selling/General/Admin. Expenses, Total 29896 27317 25583 24727  Research & Development - 528 523 510  Depreciation / Amortization 1381 1384 - -  Interest Expense (Income) - Net Operating -188 -232 - -  Unusual Expense (Income) - 168 162 410  Other Operating Expenses, Total -1810 -1680 1 1"
"Selling/General/Admin. Expenses, Total",29896,27317,25583,24727
Research & Development,-,528,523,510
Depreciation / Amortization,1381,1384,-,-
Interest Expense (Income) - Net Operating,-188,-232,-,-
Unusual Expense (Income),-,168,162,410
"Other Operating Expenses, Total",-1810,-1680,1,1
Operating Income,12127,11226,12036,14310
"Interest Income (Expense), Net Non-Operating",-,120,-103,-162
Gain (Loss) on Sale of Assets,553,-6,79,72
"Other, Net",-182,-83,16,-281
Net Income Before Taxes,11756,11315,12028,13939
Provision for Income Taxes,4222,4586,4552,4962
Net Income After Taxes,7534,6729,7476,8977
Minority Interest,36,38,-9,-277
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,7534,6727,7467,8700
Total Extraordinary Items,-,-,-,-
Net Income,7534,6727,7467,8700
Total Adjustments to Net Income,-,-,-,-2
Income Available to Common Excluding Extraordinary Items,7534,6727,7467,8698
Dilution Adjustment,-,-,-,-
Diluted Net Income,7534,6727,7467,8698
Diluted Weighted Average Shares,34.82,34.82,34.82,34.82
Diluted EPS Excluding Extraordinary Items,216.38,193.2,214.46,249.81
DPS - Common Stock Primary Issue,70,63,63,63
Diluted Normalized EPS,211.42,206.18,223.01,262.58
