Period Ending:,202331/03,202231/03,202131/03,201930/11
Total Revenue,3820,2724,2751.38,1707.47
"Revenue 3820 2724 2751.38 1707.47  Other Revenue, Total - - - -","Revenue 3820 2724 2751.38 1707.47  Other Revenue, Total - - - -","Revenue 3820 2724 2751.38 1707.47  Other Revenue, Total - - - -","Revenue 3820 2724 2751.38 1707.47  Other Revenue, Total - - - -","Revenue 3820 2724 2751.38 1707.47  Other Revenue, Total - - - -"
Revenue,3820,2724,2751.38,1707.47
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1722,1057,930.03,422.97
Gross Profit,2098,1667,1821.34,1284.5
Total Operating Expenses,4149,3266,3599.74,3261.25
"Selling/General/Admin. Expenses, Total 2427 2209 2454.36 2006.08  Research & Development - - - -  Depreciation / Amortization - 25 - -  Interest Expense (Income) - Net Operating -1 -3 - -  Unusual Expense (Income) - 148.03 215.35 832.21  Other Operating Expenses, Total -55 -22 -0 -0","Selling/General/Admin. Expenses, Total 2427 2209 2454.36 2006.08  Research & Development - - - -  Depreciation / Amortization - 25 - -  Interest Expense (Income) - Net Operating -1 -3 - -  Unusual Expense (Income) - 148.03 215.35 832.21  Other Operating Expenses, Total -55 -22 -0 -0","Selling/General/Admin. Expenses, Total 2427 2209 2454.36 2006.08  Research & Development - - - -  Depreciation / Amortization - 25 - -  Interest Expense (Income) - Net Operating -1 -3 - -  Unusual Expense (Income) - 148.03 215.35 832.21  Other Operating Expenses, Total -55 -22 -0 -0","Selling/General/Admin. Expenses, Total 2427 2209 2454.36 2006.08  Research & Development - - - -  Depreciation / Amortization - 25 - -  Interest Expense (Income) - Net Operating -1 -3 - -  Unusual Expense (Income) - 148.03 215.35 832.21  Other Operating Expenses, Total -55 -22 -0 -0","Selling/General/Admin. Expenses, Total 2427 2209 2454.36 2006.08  Research & Development - - - -  Depreciation / Amortization - 25 - -  Interest Expense (Income) - Net Operating -1 -3 - -  Unusual Expense (Income) - 148.03 215.35 832.21  Other Operating Expenses, Total -55 -22 -0 -0"
"Selling/General/Admin. Expenses, Total",2427,2209,2454.36,2006.08
Research & Development,-,-,-,-
Depreciation / Amortization,-,25,-,-
Interest Expense (Income) - Net Operating,-1,-3,-,-
Unusual Expense (Income),-,148.03,215.35,832.21
"Other Operating Expenses, Total",-55,-22,-0,-0
Operating Income,-329,-542,-848.37,-1553.78
"Interest Income (Expense), Net Non-Operating",-,-8.06,-22.13,-43.64
Gain (Loss) on Sale of Assets,-1,4,-62.37,-
"Other, Net",46,185,-102.46,-1.5
Net Income Before Taxes,-374,-731,-1035.33,-1598.92
Provision for Income Taxes,118,70,98.46,143.38
Net Income After Taxes,-492,-801,-1133.78,-1742.31
Minority Interest,515,597,121.22,175.5
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-388,-669,-1012.56,-1566.8
Total Extraordinary Items,-,-,-,-
Net Income,-388,-669,-1012.56,-1566.8
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,-388,-669,-1012.56,-1566.8
Dilution Adjustment,-,-,-,-
Diluted Net Income,-388,-669,-1012.56,-1566.8
Diluted Weighted Average Shares,48.99,40.96,34.45,34.45
Diluted EPS Excluding Extraordinary Items,-7.92,-16.33,-29.39,-45.48
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,-2.02,-5.73,-23.67,-28.33
