Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,12842,12247,13518,13315.37
"Revenue 12842 12247 13518 13315.37  Other Revenue, Total - - - -","Revenue 12842 12247 13518 13315.37  Other Revenue, Total - - - -","Revenue 12842 12247 13518 13315.37  Other Revenue, Total - - - -","Revenue 12842 12247 13518 13315.37  Other Revenue, Total - - - -","Revenue 12842 12247 13518 13315.37  Other Revenue, Total - - - -"
Revenue,12842,12247,13518,13315.37
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",9477,9224,10189,10031.18
Gross Profit,3365,3023,3329,3284.18
Total Operating Expenses,11631,11159,12233,12101.39
"Selling/General/Admin. Expenses, Total 2154 1935 2044 1822.34  Research & Development - 149 206 169.97  Depreciation / Amortization 117 94 90 77.89  Interest Expense (Income) - Net Operating - - -2 -  Unusual Expense (Income) - -6.51 -6.94 -  Other Operating Expenses, Total -117 -243 -294 -","Selling/General/Admin. Expenses, Total 2154 1935 2044 1822.34  Research & Development - 149 206 169.97  Depreciation / Amortization 117 94 90 77.89  Interest Expense (Income) - Net Operating - - -2 -  Unusual Expense (Income) - -6.51 -6.94 -  Other Operating Expenses, Total -117 -243 -294 -","Selling/General/Admin. Expenses, Total 2154 1935 2044 1822.34  Research & Development - 149 206 169.97  Depreciation / Amortization 117 94 90 77.89  Interest Expense (Income) - Net Operating - - -2 -  Unusual Expense (Income) - -6.51 -6.94 -  Other Operating Expenses, Total -117 -243 -294 -","Selling/General/Admin. Expenses, Total 2154 1935 2044 1822.34  Research & Development - 149 206 169.97  Depreciation / Amortization 117 94 90 77.89  Interest Expense (Income) - Net Operating - - -2 -  Unusual Expense (Income) - -6.51 -6.94 -  Other Operating Expenses, Total -117 -243 -294 -","Selling/General/Admin. Expenses, Total 2154 1935 2044 1822.34  Research & Development - 149 206 169.97  Depreciation / Amortization 117 94 90 77.89  Interest Expense (Income) - Net Operating - - -2 -  Unusual Expense (Income) - -6.51 -6.94 -  Other Operating Expenses, Total -117 -243 -294 -"
"Selling/General/Admin. Expenses, Total",2154,1935,2044,1822.34
Research & Development,-,149,206,169.97
Depreciation / Amortization,117,94,90,77.89
Interest Expense (Income) - Net Operating,-,-,-2,-
Unusual Expense (Income),-,-6.51,-6.94,-
"Other Operating Expenses, Total",-117,-243,-294,-
Operating Income,1211,1088,1285,1213.98
"Interest Income (Expense), Net Non-Operating",-,24.95,41.61,17.87
Gain (Loss) on Sale of Assets,-,-,21,-1.31
"Other, Net",-29,-48,-78,5.17
Net Income Before Taxes,1240,1136,1342,1235.71
Provision for Income Taxes,399,352,444,411.37
Net Income After Taxes,841,784,898,824.34
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,841,784,898,824.34
Total Extraordinary Items,-,-,-,-
Net Income,841,784,898,824.34
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,841,784,898,824.34
Dilution Adjustment,-0.31,-0.806,-0.524,-
Diluted Net Income,841.31,784.81,898.52,824.34
Diluted Weighted Average Shares,9.41,9.39,9.39,9.36
Diluted EPS Excluding Extraordinary Items,89.33,83.57,95.72,88.11
DPS - Common Stock Primary Issue,-,36,35,32
Diluted Normalized EPS,82.52,75.2,87.49,88.2
