Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,93847,80789,86962,110499
"Revenue 93847 80789 86962 110499  Other Revenue, Total - - - -","Revenue 93847 80789 86962 110499  Other Revenue, Total - - - -","Revenue 93847 80789 86962 110499  Other Revenue, Total - - - -","Revenue 93847 80789 86962 110499  Other Revenue, Total - - - -","Revenue 93847 80789 86962 110499  Other Revenue, Total - - - -"
Revenue,93847,80789,86962,110499
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",78577,66426,76107,96419
Gross Profit,15270,14363,10855,14080
Total Operating Expenses,-,77470,86392,110938
"Selling/General/Admin. Expenses, Total 12180 11044 10285 11670  Research & Development - 755 1522 -  Depreciation / Amortization - 4762 4651 -  Interest Expense (Income) - Net Operating -740 -599 -594 -  Unusual Expense (Income) - 133 88 2849  Other Operating Expenses, Total -4409 -4918 -5579 -","Selling/General/Admin. Expenses, Total 12180 11044 10285 11670  Research & Development - 755 1522 -  Depreciation / Amortization - 4762 4651 -  Interest Expense (Income) - Net Operating -740 -599 -594 -  Unusual Expense (Income) - 133 88 2849  Other Operating Expenses, Total -4409 -4918 -5579 -","Selling/General/Admin. Expenses, Total 12180 11044 10285 11670  Research & Development - 755 1522 -  Depreciation / Amortization - 4762 4651 -  Interest Expense (Income) - Net Operating -740 -599 -594 -  Unusual Expense (Income) - 133 88 2849  Other Operating Expenses, Total -4409 -4918 -5579 -","Selling/General/Admin. Expenses, Total 12180 11044 10285 11670  Research & Development - 755 1522 -  Depreciation / Amortization - 4762 4651 -  Interest Expense (Income) - Net Operating -740 -599 -594 -  Unusual Expense (Income) - 133 88 2849  Other Operating Expenses, Total -4409 -4918 -5579 -","Selling/General/Admin. Expenses, Total 12180 11044 10285 11670  Research & Development - 755 1522 -  Depreciation / Amortization - 4762 4651 -  Interest Expense (Income) - Net Operating -740 -599 -594 -  Unusual Expense (Income) - 133 88 2849  Other Operating Expenses, Total -4409 -4918 -5579 -"
"Selling/General/Admin. Expenses, Total",12180,11044,10285,11670
Research & Development,-,755,1522,-
Depreciation / Amortization,-,4762,4651,-
Interest Expense (Income) - Net Operating,-740,-599,-594,-
Unusual Expense (Income),-,133,88,2849
"Other Operating Expenses, Total",-4409,-4918,-5579,-
Operating Income,3090,3319,570,-439
"Interest Income (Expense), Net Non-Operating",-,-190,-139,-659
Gain (Loss) on Sale of Assets,-46,99,150,-52
"Other, Net",2929,118,-366,108
Net Income Before Taxes,207,3102,786,-1042
Provision for Income Taxes,1893,1737,859,2933
Net Income After Taxes,-1686,1365,-73,-3975
Minority Interest,767,854,835,-38
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-1682,1318,-125,-4013
Total Extraordinary Items,-,-,-,-
Net Income,-1682,1318,-125,-4013
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,-,1318,-125,-4014
Dilution Adjustment,-,-,-,-
Diluted Net Income,-1682,1318,-125,-4014
Diluted Weighted Average Shares,33.56,33.55,33.59,33.65
Diluted EPS Excluding Extraordinary Items,-50.12,39.29,-3.72,-119.28
DPS - Common Stock Primary Issue,-,10,5,10
Diluted Normalized EPS,49.38,57.02,9.56,-60.96
