Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Revenue,32541,37125,45128,38920
"Revenue 32541 37125 45128 38920  Other Revenue, Total - - - -","Revenue 32541 37125 45128 38920  Other Revenue, Total - - - -","Revenue 32541 37125 45128 38920  Other Revenue, Total - - - -","Revenue 32541 37125 45128 38920  Other Revenue, Total - - - -","Revenue 32541 37125 45128 38920  Other Revenue, Total - - - -"
Revenue,32541,37125,45128,38920
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",22704,24108,24275,26409
Gross Profit,9837,13017,20853,12511
Total Operating Expenses,28230,30803,34392,37417
"Selling/General/Admin. Expenses, Total 5469 6561 8317 9461  Research & Development 2209 3396 - -  Depreciation / Amortization 351 515 285 97  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 3642 1514 1449  Other Operating Expenses, Total -2503 -3777 1 1","Selling/General/Admin. Expenses, Total 5469 6561 8317 9461  Research & Development 2209 3396 - -  Depreciation / Amortization 351 515 285 97  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 3642 1514 1449  Other Operating Expenses, Total -2503 -3777 1 1","Selling/General/Admin. Expenses, Total 5469 6561 8317 9461  Research & Development 2209 3396 - -  Depreciation / Amortization 351 515 285 97  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 3642 1514 1449  Other Operating Expenses, Total -2503 -3777 1 1","Selling/General/Admin. Expenses, Total 5469 6561 8317 9461  Research & Development 2209 3396 - -  Depreciation / Amortization 351 515 285 97  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 3642 1514 1449  Other Operating Expenses, Total -2503 -3777 1 1","Selling/General/Admin. Expenses, Total 5469 6561 8317 9461  Research & Development 2209 3396 - -  Depreciation / Amortization 351 515 285 97  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 3642 1514 1449  Other Operating Expenses, Total -2503 -3777 1 1"
"Selling/General/Admin. Expenses, Total",5469,6561,8317,9461
Research & Development,2209,3396,-,-
Depreciation / Amortization,351,515,285,97
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,3642,1514,1449
"Other Operating Expenses, Total",-2503,-3777,1,1
Operating Income,4311,6322,10736,1503
"Interest Income (Expense), Net Non-Operating",-,1455,187,-198
Gain (Loss) on Sale of Assets,19,1486,-,-
"Other, Net",-1440,586,15,13
Net Income Before Taxes,5732,4250,10938,1318
Provision for Income Taxes,3318,1203,2960,248
Net Income After Taxes,2414,3047,7978,1070
Minority Interest,6,1,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,2414,3047,7978,1070
Total Extraordinary Items,-,-,-,-
Net Income,2414,3047,7978,1070
Total Adjustments to Net Income,-,-,-1,-
Income Available to Common Excluding Extraordinary Items,2414,3047,7977,1070
Dilution Adjustment,-1.13,-1.39,-,-
Diluted Net Income,2415.13,3048.39,7977,1070
Diluted Weighted Average Shares,128.26,128.25,128.21,128.17
Diluted EPS Excluding Extraordinary Items,18.83,23.77,62.22,8.35
DPS - Common Stock Primary Issue,20,20,25,17
Diluted Normalized EPS,27.66,32.72,71.93,19.84
