Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,11853,10703,9522.88,9386.63
"Revenue - 10703 9522.88 9386.63  Other Revenue, Total - - - -","Revenue - 10703 9522.88 9386.63  Other Revenue, Total - - - -","Revenue - 10703 9522.88 9386.63  Other Revenue, Total - - - -","Revenue - 10703 9522.88 9386.63  Other Revenue, Total - - - -","Revenue - 10703 9522.88 9386.63  Other Revenue, Total - - - -"
Revenue,-,10703,9522.88,9386.63
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",9043,8269,7332.08,7340.4
Gross Profit,-,2434,2190.8,2046.23
Total Operating Expenses,-,9964,8878.08,8966.65
"Selling/General/Admin. Expenses, Total - 1693 1538.49 1524.14  Research & Development - - - 260.02  Depreciation / Amortization 486 450 - -  Interest Expense (Income) - Net Operating - -1 - -  Unusual Expense (Income) - 1 7.5 102.11  Other Operating Expenses, Total -485 -739 - -","Selling/General/Admin. Expenses, Total - 1693 1538.49 1524.14  Research & Development - - - 260.02  Depreciation / Amortization 486 450 - -  Interest Expense (Income) - Net Operating - -1 - -  Unusual Expense (Income) - 1 7.5 102.11  Other Operating Expenses, Total -485 -739 - -","Selling/General/Admin. Expenses, Total - 1693 1538.49 1524.14  Research & Development - - - 260.02  Depreciation / Amortization 486 450 - -  Interest Expense (Income) - Net Operating - -1 - -  Unusual Expense (Income) - 1 7.5 102.11  Other Operating Expenses, Total -485 -739 - -","Selling/General/Admin. Expenses, Total - 1693 1538.49 1524.14  Research & Development - - - 260.02  Depreciation / Amortization 486 450 - -  Interest Expense (Income) - Net Operating - -1 - -  Unusual Expense (Income) - 1 7.5 102.11  Other Operating Expenses, Total -485 -739 - -","Selling/General/Admin. Expenses, Total - 1693 1538.49 1524.14  Research & Development - - - 260.02  Depreciation / Amortization 486 450 - -  Interest Expense (Income) - Net Operating - -1 - -  Unusual Expense (Income) - 1 7.5 102.11  Other Operating Expenses, Total -485 -739 - -"
"Selling/General/Admin. Expenses, Total",-,1693,1538.49,1524.14
Research & Development,-,-,-,260.02
Depreciation / Amortization,486,450,-,-
Interest Expense (Income) - Net Operating,-,-1,-,-
Unusual Expense (Income),-,1,7.5,102.11
"Other Operating Expenses, Total",-485,-739,-,-
Operating Income,-,739,644.8,419.99
"Interest Income (Expense), Net Non-Operating",-,95,68.52,47.7
Gain (Loss) on Sale of Assets,-,60,-1.41,-11.46
"Other, Net",-228,-259,20.25,64.75
Net Income Before Taxes,1133,940,732.16,520.98
Provision for Income Taxes,-,228,182.93,117.63
Net Income After Taxes,821,712,549.23,403.35
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,821,712,549.23,403.35
Total Extraordinary Items,-,-,-,-
Net Income,821,712,549.23,403.35
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,-,712,549.23,403.35
Dilution Adjustment,-,-,-,-
Diluted Net Income,821,712,549.23,403.35
Diluted Weighted Average Shares,-,7.87,7.94,8.07
Diluted EPS Excluding Extraordinary Items,-,90.43,69.15,49.95
DPS - Common Stock Primary Issue,-,15,15,10
Diluted Normalized EPS,94.15,90.52,69.99,60.84
