Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,35748,29365,23465.92,26518.69
"Revenue 35748 29365 23465.92 26518.69  Other Revenue, Total - - - -","Revenue 35748 29365 23465.92 26518.69  Other Revenue, Total - - - -","Revenue 35748 29365 23465.92 26518.69  Other Revenue, Total - - - -","Revenue 35748 29365 23465.92 26518.69  Other Revenue, Total - - - -","Revenue 35748 29365 23465.92 26518.69  Other Revenue, Total - - - -"
Revenue,35748,29365,23465.92,26518.69
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",25140,21176,17113.17,19014.11
Gross Profit,10608,8189,6352.75,7504.58
Total Operating Expenses,30845,25596,21630.31,23221.59
"Selling/General/Admin. Expenses, Total 5705 3491 3442.54 3442.25  Research & Development - 929 894.42 951.51  Depreciation / Amortization 2717 - - -  Interest Expense (Income) - Net Operating -283 -83 - -  Unusual Expense (Income) - 2687.87 180.17 -186.27  Other Operating Expenses, Total -2434 -2545 - -","Selling/General/Admin. Expenses, Total 5705 3491 3442.54 3442.25  Research & Development - 929 894.42 951.51  Depreciation / Amortization 2717 - - -  Interest Expense (Income) - Net Operating -283 -83 - -  Unusual Expense (Income) - 2687.87 180.17 -186.27  Other Operating Expenses, Total -2434 -2545 - -","Selling/General/Admin. Expenses, Total 5705 3491 3442.54 3442.25  Research & Development - 929 894.42 951.51  Depreciation / Amortization 2717 - - -  Interest Expense (Income) - Net Operating -283 -83 - -  Unusual Expense (Income) - 2687.87 180.17 -186.27  Other Operating Expenses, Total -2434 -2545 - -","Selling/General/Admin. Expenses, Total 5705 3491 3442.54 3442.25  Research & Development - 929 894.42 951.51  Depreciation / Amortization 2717 - - -  Interest Expense (Income) - Net Operating -283 -83 - -  Unusual Expense (Income) - 2687.87 180.17 -186.27  Other Operating Expenses, Total -2434 -2545 - -","Selling/General/Admin. Expenses, Total 5705 3491 3442.54 3442.25  Research & Development - 929 894.42 951.51  Depreciation / Amortization 2717 - - -  Interest Expense (Income) - Net Operating -283 -83 - -  Unusual Expense (Income) - 2687.87 180.17 -186.27  Other Operating Expenses, Total -2434 -2545 - -"
"Selling/General/Admin. Expenses, Total",5705,3491,3442.54,3442.25
Research & Development,-,929,894.42,951.51
Depreciation / Amortization,2717,-,-,-
Interest Expense (Income) - Net Operating,-283,-83,-,-
Unusual Expense (Income),-,2687.87,180.17,-186.27
"Other Operating Expenses, Total",-2434,-2545,-,-
Operating Income,4903,3769,1835.61,3297.09
"Interest Income (Expense), Net Non-Operating",-,2257.33,9.78,-67.8
Gain (Loss) on Sale of Assets,32,-,-,-
"Other, Net",-937,236,106.03,59.72
Net Income Before Taxes,5808,3533,1951.41,3289.01
Provision for Income Taxes,1749,1649,676.79,924.56
Net Income After Taxes,4059,1884,1274.62,2364.45
Minority Interest,629,620,-39.23,-16.32
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,4020,1849,1235.39,2348.13
Total Extraordinary Items,-,-,-,-
Net Income,4020,1849,1235.39,2348.13
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,4020,1849,1235.39,2348.13
Dilution Adjustment,-,-,-,-
Diluted Net Income,4020,1849,1235.39,2348.13
Diluted Weighted Average Shares,24.31,24.29,24.27,24.23
Diluted EPS Excluding Extraordinary Items,165.38,76.13,50.91,96.9
DPS - Common Stock Primary Issue,-,23,18,20
Diluted Normalized EPS,155.81,158.63,55.76,91.38
