Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,3872,2979,2847.83,2734.05
"Revenue 3872 2979.01 2847.83 2734.05  Other Revenue, Total - - - -","Revenue 3872 2979.01 2847.83 2734.05  Other Revenue, Total - - - -","Revenue 3872 2979.01 2847.83 2734.05  Other Revenue, Total - - - -","Revenue 3872 2979.01 2847.83 2734.05  Other Revenue, Total - - - -","Revenue 3872 2979.01 2847.83 2734.05  Other Revenue, Total - - - -"
Revenue,3872,2979.01,2847.83,2734.05
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",2430,1873.6,1853.17,1726.02
Gross Profit,1442,1105.41,994.66,1008.03
Total Operating Expenses,3292,2556.11,2447.74,2303.37
"Selling/General/Admin. Expenses, Total 862 666.18 571.55 561.17  Research & Development - - - -  Depreciation / Amortization 391 - 17.57 16.18  Interest Expense (Income) - Net Operating -17 - - -  Unusual Expense (Income) - 16.34 5.45 -  Other Operating Expenses, Total -278 - - -","Selling/General/Admin. Expenses, Total 862 666.18 571.55 561.17  Research & Development - - - -  Depreciation / Amortization 391 - 17.57 16.18  Interest Expense (Income) - Net Operating -17 - - -  Unusual Expense (Income) - 16.34 5.45 -  Other Operating Expenses, Total -278 - - -","Selling/General/Admin. Expenses, Total 862 666.18 571.55 561.17  Research & Development - - - -  Depreciation / Amortization 391 - 17.57 16.18  Interest Expense (Income) - Net Operating -17 - - -  Unusual Expense (Income) - 16.34 5.45 -  Other Operating Expenses, Total -278 - - -","Selling/General/Admin. Expenses, Total 862 666.18 571.55 561.17  Research & Development - - - -  Depreciation / Amortization 391 - 17.57 16.18  Interest Expense (Income) - Net Operating -17 - - -  Unusual Expense (Income) - 16.34 5.45 -  Other Operating Expenses, Total -278 - - -","Selling/General/Admin. Expenses, Total 862 666.18 571.55 561.17  Research & Development - - - -  Depreciation / Amortization 391 - 17.57 16.18  Interest Expense (Income) - Net Operating -17 - - -  Unusual Expense (Income) - 16.34 5.45 -  Other Operating Expenses, Total -278 - - -"
"Selling/General/Admin. Expenses, Total",862,666.18,571.55,561.17
Research & Development,-,-,-,-
Depreciation / Amortization,391,-,17.57,16.18
Interest Expense (Income) - Net Operating,-17,-,-,-
Unusual Expense (Income),-,16.34,5.45,-
"Other Operating Expenses, Total",-278,-,-,-
Operating Income,580,422.9,400.09,430.69
"Interest Income (Expense), Net Non-Operating",-,-16,-13.73,-15.21
Gain (Loss) on Sale of Assets,-17,0.39,1.03,0.68
"Other, Net",64,16.29,24.6,35.49
Net Income Before Taxes,533,423.58,412,451.65
Provision for Income Taxes,153,136.64,126.8,138.83
Net Income After Taxes,380,286.94,285.19,312.82
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,380,286.94,285.19,312.82
Total Extraordinary Items,-,-,-,-
Net Income,380,286.94,285.19,312.82
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,380,286.94,285.19,312.82
Dilution Adjustment,-0.64,-,-0,-
Diluted Net Income,380.64,286.94,285.19,312.82
Diluted Weighted Average Shares,2.48,2.43,2.44,2.52
Diluted EPS Excluding Extraordinary Items,153.2,118,116.98,124.25
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,138.35,122.44,118.23,124.06
