Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,86382,78372,69720,84530
"Revenue 86382 78372 69720 84530  Other Revenue, Total - - - -","Revenue 86382 78372 69720 84530  Other Revenue, Total - - - -","Revenue 86382 78372 69720 84530  Other Revenue, Total - - - -","Revenue 86382 78372 69720 84530  Other Revenue, Total - - - -","Revenue 86382 78372 69720 84530  Other Revenue, Total - - - -"
Revenue,86382,78372,69720,84530
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",69138,60927,55174,66118
Gross Profit,17244,17445,14546,18412
Total Operating Expenses,81705,73370,68254,79226
"Selling/General/Admin. Expenses, Total 11574 11384 10947 12279  Research & Development 993 938 870 898  Depreciation / Amortization 4799 - - -  Interest Expense (Income) - Net Operating -111 - - -  Unusual Expense (Income) - 120 1262 -70  Other Operating Expenses, Total -4688 1 1 1","Selling/General/Admin. Expenses, Total 11574 11384 10947 12279  Research & Development 993 938 870 898  Depreciation / Amortization 4799 - - -  Interest Expense (Income) - Net Operating -111 - - -  Unusual Expense (Income) - 120 1262 -70  Other Operating Expenses, Total -4688 1 1 1","Selling/General/Admin. Expenses, Total 11574 11384 10947 12279  Research & Development 993 938 870 898  Depreciation / Amortization 4799 - - -  Interest Expense (Income) - Net Operating -111 - - -  Unusual Expense (Income) - 120 1262 -70  Other Operating Expenses, Total -4688 1 1 1","Selling/General/Admin. Expenses, Total 11574 11384 10947 12279  Research & Development 993 938 870 898  Depreciation / Amortization 4799 - - -  Interest Expense (Income) - Net Operating -111 - - -  Unusual Expense (Income) - 120 1262 -70  Other Operating Expenses, Total -4688 1 1 1","Selling/General/Admin. Expenses, Total 11574 11384 10947 12279  Research & Development 993 938 870 898  Depreciation / Amortization 4799 - - -  Interest Expense (Income) - Net Operating -111 - - -  Unusual Expense (Income) - 120 1262 -70  Other Operating Expenses, Total -4688 1 1 1"
"Selling/General/Admin. Expenses, Total",11574,11384,10947,12279
Research & Development,993,938,870,898
Depreciation / Amortization,4799,-,-,-
Interest Expense (Income) - Net Operating,-111,-,-,-
Unusual Expense (Income),-,120,1262,-70
"Other Operating Expenses, Total",-4688,1,1,1
Operating Income,4677,5002,1466,5304
"Interest Income (Expense), Net Non-Operating",-,1390,1026,541
Gain (Loss) on Sale of Assets,-86,395,320,1
"Other, Net",-1770,170,608,195
Net Income Before Taxes,6533,6957,3420,6041
Provision for Income Taxes,1734,2334,1665,2013
Net Income After Taxes,4799,4623,1755,4028
Minority Interest,6409,-293,125,-509
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,4318,4330,1880,3519
Total Extraordinary Items,-,-,-,-
Net Income,4318,4330,1880,3519
Total Adjustments to Net Income,-,-1,-,-2
Income Available to Common Excluding Extraordinary Items,4318,4329,1880,3517
Dilution Adjustment,-0.157,-,-,-
Diluted Net Income,4318.16,4329,1880,3517
Diluted Weighted Average Shares,10.03,10.01,9.98,9.95
Diluted EPS Excluding Extraordinary Items,430.61,432.42,188.41,353.57
DPS - Common Stock Primary Issue,120,120,90,140
Diluted Normalized EPS,411.62,414.17,236.86,348.81
