Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,223795,190359,174061,165195
"Revenue 223795 190359 174061 165195  Other Revenue, Total - - - -","Revenue 223795 190359 174061 165195  Other Revenue, Total - - - -","Revenue 223795 190359 174061 165195  Other Revenue, Total - - - -","Revenue 223795 190359 174061 165195  Other Revenue, Total - - - -","Revenue 223795 190359 174061 165195  Other Revenue, Total - - - -"
Revenue,223795,190359,174061,165195
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",54300,42017,38166,32299
Gross Profit,169495,148342,135895,132896
Total Operating Expenses,192454,146717,134793,127725
"Selling/General/Admin. Expenses, Total 138154 104700 89090 86976  Research & Development 5402 4680 7340 8233  Depreciation / Amortization 23784 19042 - -  Interest Expense (Income) - Net Operating -43 -12 - -  Unusual Expense (Income) - 226 196 216  Other Operating Expenses, Total -29143 -23710 1 1","Selling/General/Admin. Expenses, Total 138154 104700 89090 86976  Research & Development 5402 4680 7340 8233  Depreciation / Amortization 23784 19042 - -  Interest Expense (Income) - Net Operating -43 -12 - -  Unusual Expense (Income) - 226 196 216  Other Operating Expenses, Total -29143 -23710 1 1","Selling/General/Admin. Expenses, Total 138154 104700 89090 86976  Research & Development 5402 4680 7340 8233  Depreciation / Amortization 23784 19042 - -  Interest Expense (Income) - Net Operating -43 -12 - -  Unusual Expense (Income) - 226 196 216  Other Operating Expenses, Total -29143 -23710 1 1","Selling/General/Admin. Expenses, Total 138154 104700 89090 86976  Research & Development 5402 4680 7340 8233  Depreciation / Amortization 23784 19042 - -  Interest Expense (Income) - Net Operating -43 -12 - -  Unusual Expense (Income) - 226 196 216  Other Operating Expenses, Total -29143 -23710 1 1","Selling/General/Admin. Expenses, Total 138154 104700 89090 86976  Research & Development 5402 4680 7340 8233  Depreciation / Amortization 23784 19042 - -  Interest Expense (Income) - Net Operating -43 -12 - -  Unusual Expense (Income) - 226 196 216  Other Operating Expenses, Total -29143 -23710 1 1"
"Selling/General/Admin. Expenses, Total",138154,104700,89090,86976
Research & Development,5402,4680,7340,8233
Depreciation / Amortization,23784,19042,-,-
Interest Expense (Income) - Net Operating,-43,-12,-,-
Unusual Expense (Income),-,226,196,216
"Other Operating Expenses, Total",-29143,-23710,1,1
Operating Income,31341,43642,39268,37470
"Interest Income (Expense), Net Non-Operating",-,897,-106,1316
Gain (Loss) on Sale of Assets,7703,9186,-,-
"Other, Net",-18259,-17915,692,353
Net Income Before Taxes,41897,52371,39854,39139
Provision for Income Taxes,12944,14755,13478,11322
Net Income After Taxes,28953,37616,26376,27817
Minority Interest,18,789,528,129
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,29843,38367,26904,27946
Total Extraordinary Items,-,-,-,-
Net Income,29843,38367,26904,27946
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,29843,38367,26904,27946
Dilution Adjustment,-,-0.152,-,-
Diluted Net Income,29843,38367.15,26904,27946
Diluted Weighted Average Shares,139.97,139.49,139.49,139.52
Diluted EPS Excluding Extraordinary Items,213.22,275.06,192.87,200.3
DPS - Common Stock Primary Issue,151,195,153,160
Diluted Normalized EPS,159.05,198.88,230.94,233.19
