Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Revenue,2324,2469,1967.54,1958.1
"Revenue 2324 2469.05 1967.54 1958.1  Other Revenue, Total - - - -","Revenue 2324 2469.05 1967.54 1958.1  Other Revenue, Total - - - -","Revenue 2324 2469.05 1967.54 1958.1  Other Revenue, Total - - - -","Revenue 2324 2469.05 1967.54 1958.1  Other Revenue, Total - - - -","Revenue 2324 2469.05 1967.54 1958.1  Other Revenue, Total - - - -"
Revenue,2324,2469.05,1967.54,1958.1
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",745,693.68,564.52,473.11
Gross Profit,1579,1775.37,1403.02,1484.99
Total Operating Expenses,2443,2658.92,2431.7,2284.21
"Selling/General/Admin. Expenses, Total 1668 1917.8 1781.56 1701.08  Research & Development - - - -  Depreciation / Amortization 35 9.26 10.43 37.2  Interest Expense (Income) - Net Operating -5 - - -  Unusual Expense (Income) - 41.51 66.33 94.54  Other Operating Expenses, Total - -3.32 8.87 -21.72","Selling/General/Admin. Expenses, Total 1668 1917.8 1781.56 1701.08  Research & Development - - - -  Depreciation / Amortization 35 9.26 10.43 37.2  Interest Expense (Income) - Net Operating -5 - - -  Unusual Expense (Income) - 41.51 66.33 94.54  Other Operating Expenses, Total - -3.32 8.87 -21.72","Selling/General/Admin. Expenses, Total 1668 1917.8 1781.56 1701.08  Research & Development - - - -  Depreciation / Amortization 35 9.26 10.43 37.2  Interest Expense (Income) - Net Operating -5 - - -  Unusual Expense (Income) - 41.51 66.33 94.54  Other Operating Expenses, Total - -3.32 8.87 -21.72","Selling/General/Admin. Expenses, Total 1668 1917.8 1781.56 1701.08  Research & Development - - - -  Depreciation / Amortization 35 9.26 10.43 37.2  Interest Expense (Income) - Net Operating -5 - - -  Unusual Expense (Income) - 41.51 66.33 94.54  Other Operating Expenses, Total - -3.32 8.87 -21.72","Selling/General/Admin. Expenses, Total 1668 1917.8 1781.56 1701.08  Research & Development - - - -  Depreciation / Amortization 35 9.26 10.43 37.2  Interest Expense (Income) - Net Operating -5 - - -  Unusual Expense (Income) - 41.51 66.33 94.54  Other Operating Expenses, Total - -3.32 8.87 -21.72"
"Selling/General/Admin. Expenses, Total",1668,1917.8,1781.56,1701.08
Research & Development,-,-,-,-
Depreciation / Amortization,35,9.26,10.43,37.2
Interest Expense (Income) - Net Operating,-5,-,-,-
Unusual Expense (Income),-,41.51,66.33,94.54
"Other Operating Expenses, Total",-,-3.32,8.87,-21.72
Operating Income,-119,-189.87,-464.16,-326.11
"Interest Income (Expense), Net Non-Operating",-,-7.79,-11.07,-13.47
Gain (Loss) on Sale of Assets,2,-,-,0.34
"Other, Net",26,5.66,3.04,18.38
Net Income Before Taxes,-147,-192,-472.18,-320.86
Provision for Income Taxes,9,-13.81,-7.25,47.05
Net Income After Taxes,-156,-178.2,-464.93,-367.92
Minority Interest,-,-,0.1,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-156,-178.2,-464.83,-367.92
Total Extraordinary Items,-,-,-,-
Net Income,-156,-178.2,-464.83,-367.92
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,-156,-178.2,-464.83,-367.92
Dilution Adjustment,-,-,-,-
Diluted Net Income,-156,-178.2,-464.83,-367.92
Diluted Weighted Average Shares,7.19,7.14,6.83,6.8
Diluted EPS Excluding Extraordinary Items,-21.69,-24.94,-68.02,-54.09
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,-10.17,-19.87,-60.18,-39.62
