Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,301381,268203,281980,288527
"Revenue 301381 268203 281980 288527  Other Revenue, Total - - - -","Revenue 301381 268203 281980 288527  Other Revenue, Total - - - -","Revenue 301381 268203 281980 288527  Other Revenue, Total - - - -","Revenue 301381 268203 281980 288527  Other Revenue, Total - - - -","Revenue 301381 268203 281980 288527  Other Revenue, Total - - - -"
Revenue,301381,268203,281980,288527
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",123531,104371,106050,108386
Gross Profit,177850,163832,175930,180141
Total Operating Expenses,278362,258412,264419,261888
"Selling/General/Admin. Expenses, Total 154831 133722 135770 136320  Research & Development 20727 19366 20251 22876  Depreciation / Amortization 16398 - - -  Interest Expense (Income) - Net Operating -169 - - -  Unusual Expense (Income) - 952 2404 -5502  Other Operating Expenses, Total -36956 1 -56 -192","Selling/General/Admin. Expenses, Total 154831 133722 135770 136320  Research & Development 20727 19366 20251 22876  Depreciation / Amortization 16398 - - -  Interest Expense (Income) - Net Operating -169 - - -  Unusual Expense (Income) - 952 2404 -5502  Other Operating Expenses, Total -36956 1 -56 -192","Selling/General/Admin. Expenses, Total 154831 133722 135770 136320  Research & Development 20727 19366 20251 22876  Depreciation / Amortization 16398 - - -  Interest Expense (Income) - Net Operating -169 - - -  Unusual Expense (Income) - 952 2404 -5502  Other Operating Expenses, Total -36956 1 -56 -192","Selling/General/Admin. Expenses, Total 154831 133722 135770 136320  Research & Development 20727 19366 20251 22876  Depreciation / Amortization 16398 - - -  Interest Expense (Income) - Net Operating -169 - - -  Unusual Expense (Income) - 952 2404 -5502  Other Operating Expenses, Total -36956 1 -56 -192","Selling/General/Admin. Expenses, Total 154831 133722 135770 136320  Research & Development 20727 19366 20251 22876  Depreciation / Amortization 16398 - - -  Interest Expense (Income) - Net Operating -169 - - -  Unusual Expense (Income) - 952 2404 -5502  Other Operating Expenses, Total -36956 1 -56 -192"
"Selling/General/Admin. Expenses, Total",154831,133722,135770,136320
Research & Development,20727,19366,20251,22876
Depreciation / Amortization,16398,-,-,-
Interest Expense (Income) - Net Operating,-169,-,-,-
Unusual Expense (Income),-,952,2404,-5502
"Other Operating Expenses, Total",-36956,1,-56,-192
Operating Income,23019,9791,17561,26639
"Interest Income (Expense), Net Non-Operating",-,11873,5578,3146
Gain (Loss) on Sale of Assets,-880,-132,-499,-201
"Other, Net",-5599,-134,336,191
Net Income Before Taxes,29498,21398,22976,29775
Provision for Income Taxes,8196,6448,7782,8245
Net Income After Taxes,21302,14950,15194,21530
Minority Interest,22776,-1828,-1878,-1356
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,18997,13122,13316,20174
Total Extraordinary Items,-,-,-,-
Net Income,18997,13122,13316,20174
Total Adjustments to Net Income,-,-,-,-2
Income Available to Common Excluding Extraordinary Items,18997,13122,13316,20172
Dilution Adjustment,-0.626,-,-1,-2
Diluted Net Income,18997.63,13122,13315,20170
Diluted Weighted Average Shares,82.09,81.54,79.91,79.9
Diluted EPS Excluding Extraordinary Items,231.43,160.93,166.63,252.44
DPS - Common Stock Primary Issue,100,100,100,110
Diluted Normalized EPS,203.71,264.59,282.53,271.16
