Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,249521,198073,170973,220519
"Revenue 249521 198073 170973 220519  Other Revenue, Total - - - -","Revenue 249521 198073 170973 220519  Other Revenue, Total - - - -","Revenue 249521 198073 170973 220519  Other Revenue, Total - - - -","Revenue 249521 198073 170973 220519  Other Revenue, Total - - - -","Revenue 249521 198073 170973 220519  Other Revenue, Total - - - -"
Revenue,249521,198073,170973,220519
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",221275,179600,153882,190305
Gross Profit,28246,18473,17091,30214
Total Operating Expenses,242564,203748,174106,212721
"Selling/General/Admin. Expenses, Total 21276 18845 17522 21719  Research & Development 1137 1151 1357 -  Depreciation / Amortization 18327 16 29 42  Interest Expense (Income) - Net Operating -1025 - - -  Unusual Expense (Income) - 4135 1315 655  Other Operating Expenses, Total -18426 1 1 -","Selling/General/Admin. Expenses, Total 21276 18845 17522 21719  Research & Development 1137 1151 1357 -  Depreciation / Amortization 18327 16 29 42  Interest Expense (Income) - Net Operating -1025 - - -  Unusual Expense (Income) - 4135 1315 655  Other Operating Expenses, Total -18426 1 1 -","Selling/General/Admin. Expenses, Total 21276 18845 17522 21719  Research & Development 1137 1151 1357 -  Depreciation / Amortization 18327 16 29 42  Interest Expense (Income) - Net Operating -1025 - - -  Unusual Expense (Income) - 4135 1315 655  Other Operating Expenses, Total -18426 1 1 -","Selling/General/Admin. Expenses, Total 21276 18845 17522 21719  Research & Development 1137 1151 1357 -  Depreciation / Amortization 18327 16 29 42  Interest Expense (Income) - Net Operating -1025 - - -  Unusual Expense (Income) - 4135 1315 655  Other Operating Expenses, Total -18426 1 1 -","Selling/General/Admin. Expenses, Total 21276 18845 17522 21719  Research & Development 1137 1151 1357 -  Depreciation / Amortization 18327 16 29 42  Interest Expense (Income) - Net Operating -1025 - - -  Unusual Expense (Income) - 4135 1315 655  Other Operating Expenses, Total -18426 1 1 -"
"Selling/General/Admin. Expenses, Total",21276,18845,17522,21719
Research & Development,1137,1151,1357,-
Depreciation / Amortization,18327,16,29,42
Interest Expense (Income) - Net Operating,-1025,-,-,-
Unusual Expense (Income),-,4135,1315,655
"Other Operating Expenses, Total",-18426,1,1,-
Operating Income,6957,-5675,-3133,7798
"Interest Income (Expense), Net Non-Operating",-,40,-550,-448
Gain (Loss) on Sale of Assets,-445,-230,-220,-106
"Other, Net",443,1536,2402,773
Net Income Before Taxes,6959,-4329,-1501,8017
Provision for Income Taxes,1720,31,-678,2817
Net Income After Taxes,5239,-4360,-823,5200
Minority Interest,9263,-36,126,-287
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,4784,-4396,-697,4913
Total Extraordinary Items,-,-,-,-
Net Income,4784,-4396,-697,4913
Total Adjustments to Net Income,-,-1,-,-
Income Available to Common Excluding Extraordinary Items,4784,-4397,-697,4913
Dilution Adjustment,-,-,-,-
Diluted Net Income,4784,-4397,-697,4913
Diluted Weighted Average Shares,32.37,32.37,32.37,32.37
Diluted EPS Excluding Extraordinary Items,147.8,-135.84,-21.53,151.78
DPS - Common Stock Primary Issue,-,20,-,70
Diluted Normalized EPS,137.23,-48.19,9.29,167.03
