Period Ending:,202231/08,202131/08,202031/08,201931/08
Total Revenue,30378,27618,24640,32442
"Revenue 30378 27618 24640 32442  Other Revenue, Total - - - -","Revenue 30378 27618 24640 32442  Other Revenue, Total - - - -","Revenue 30378 27618 24640 32442  Other Revenue, Total - - - -","Revenue 30378 27618 24640 32442  Other Revenue, Total - - - -","Revenue 30378 27618 24640 32442  Other Revenue, Total - - - -"
Revenue,30378,27618,24640,32442
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",18653,17003,15465,19185
Gross Profit,11725,10615,9175,13257
Total Operating Expenses,25764,23620,22687,25741
"Selling/General/Admin. Expenses, Total 6507 5695 6051 5764  Research & Development 604 922 625 803  Depreciation / Amortization 1961 1952 245 -  Interest Expense (Income) - Net Operating -14 -10 - -  Unusual Expense (Income) - -383 300 -12  Other Operating Expenses, Total -1947 -1942 1 1","Selling/General/Admin. Expenses, Total 6507 5695 6051 5764  Research & Development 604 922 625 803  Depreciation / Amortization 1961 1952 245 -  Interest Expense (Income) - Net Operating -14 -10 - -  Unusual Expense (Income) - -383 300 -12  Other Operating Expenses, Total -1947 -1942 1 1","Selling/General/Admin. Expenses, Total 6507 5695 6051 5764  Research & Development 604 922 625 803  Depreciation / Amortization 1961 1952 245 -  Interest Expense (Income) - Net Operating -14 -10 - -  Unusual Expense (Income) - -383 300 -12  Other Operating Expenses, Total -1947 -1942 1 1","Selling/General/Admin. Expenses, Total 6507 5695 6051 5764  Research & Development 604 922 625 803  Depreciation / Amortization 1961 1952 245 -  Interest Expense (Income) - Net Operating -14 -10 - -  Unusual Expense (Income) - -383 300 -12  Other Operating Expenses, Total -1947 -1942 1 1","Selling/General/Admin. Expenses, Total 6507 5695 6051 5764  Research & Development 604 922 625 803  Depreciation / Amortization 1961 1952 245 -  Interest Expense (Income) - Net Operating -14 -10 - -  Unusual Expense (Income) - -383 300 -12  Other Operating Expenses, Total -1947 -1942 1 1"
"Selling/General/Admin. Expenses, Total",6507,5695,6051,5764
Research & Development,604,922,625,803
Depreciation / Amortization,1961,1952,245,-
Interest Expense (Income) - Net Operating,-14,-10,-,-
Unusual Expense (Income),-,-383,300,-12
"Other Operating Expenses, Total",-1947,-1942,1,1
Operating Income,4614,3998,1953,6701
"Interest Income (Expense), Net Non-Operating",-,37,74,-22
Gain (Loss) on Sale of Assets,15,-74,3,8
"Other, Net",-232,-475,259,87
Net Income Before Taxes,4831,4547,2289,6774
Provision for Income Taxes,1591,1421,948,2196
Net Income After Taxes,3240,3126,1341,4578
Minority Interest,514,435,60,-5
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,3234,3073,1401,4573
Total Extraordinary Items,-,-,-,-
Net Income,3234,3073,1401,4573
Total Adjustments to Net Income,-,-,-1,-2
Income Available to Common Excluding Extraordinary Items,3234,3073,1400,4571
Dilution Adjustment,-0.557,-0.525,-,-
Diluted Net Income,3234.56,3073.52,1400,4571
Diluted Weighted Average Shares,27.5,27.47,27.48,27.32
Diluted EPS Excluding Extraordinary Items,117.62,111.89,50.95,167.34
DPS - Common Stock Primary Issue,70,70,70,68
Diluted Normalized EPS,109.24,92.4,67.44,167.98
