Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,54773,46362,38402,45435
"Revenue 54773 46362 38402 45435  Other Revenue, Total - - - -","Revenue 54773 46362 38402 45435  Other Revenue, Total - - - -","Revenue 54773 46362 38402 45435  Other Revenue, Total - - - -","Revenue 54773 46362 38402 45435  Other Revenue, Total - - - -","Revenue 54773 46362 38402 45435  Other Revenue, Total - - - -"
Revenue,54773,46362,38402,45435
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",44337,36709,29377,33072
Gross Profit,10436,9653,9025,12363
Total Operating Expenses,50548,42857,35635,40219
"Selling/General/Admin. Expenses, Total 6211 6001 4777 5293  Research & Development - - 1101 1029  Depreciation / Amortization 3138 - 219 232  Interest Expense (Income) - Net Operating -52 - - -  Unusual Expense (Income) - 146 160 592  Other Operating Expenses, Total -3086 1 1 1","Selling/General/Admin. Expenses, Total 6211 6001 4777 5293  Research & Development - - 1101 1029  Depreciation / Amortization 3138 - 219 232  Interest Expense (Income) - Net Operating -52 - - -  Unusual Expense (Income) - 146 160 592  Other Operating Expenses, Total -3086 1 1 1","Selling/General/Admin. Expenses, Total 6211 6001 4777 5293  Research & Development - - 1101 1029  Depreciation / Amortization 3138 - 219 232  Interest Expense (Income) - Net Operating -52 - - -  Unusual Expense (Income) - 146 160 592  Other Operating Expenses, Total -3086 1 1 1","Selling/General/Admin. Expenses, Total 6211 6001 4777 5293  Research & Development - - 1101 1029  Depreciation / Amortization 3138 - 219 232  Interest Expense (Income) - Net Operating -52 - - -  Unusual Expense (Income) - 146 160 592  Other Operating Expenses, Total -3086 1 1 1","Selling/General/Admin. Expenses, Total 6211 6001 4777 5293  Research & Development - - 1101 1029  Depreciation / Amortization 3138 - 219 232  Interest Expense (Income) - Net Operating -52 - - -  Unusual Expense (Income) - 146 160 592  Other Operating Expenses, Total -3086 1 1 1"
"Selling/General/Admin. Expenses, Total",6211,6001,4777,5293
Research & Development,-,-,1101,1029
Depreciation / Amortization,3138,-,219,232
Interest Expense (Income) - Net Operating,-52,-,-,-
Unusual Expense (Income),-,146,160,592
"Other Operating Expenses, Total",-3086,1,1,1
Operating Income,4225,3505,2767,5216
"Interest Income (Expense), Net Non-Operating",-,502,317,517
Gain (Loss) on Sale of Assets,85,-,-,-
"Other, Net",-129,86,-356,-25
Net Income Before Taxes,4269,4093,2728,5708
Provision for Income Taxes,1239,1212,779,1855
Net Income After Taxes,3030,2881,1949,3853
Minority Interest,438,-34,-22,-22
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,2986,2847,1927,3831
Total Extraordinary Items,-,-,-,-
Net Income,2986,2847,1927,3831
Total Adjustments to Net Income,-,-2,-,-1
Income Available to Common Excluding Extraordinary Items,2986,2845,1927,3830
Dilution Adjustment,-,-,-,-
Diluted Net Income,2986,2845,1927,3830
Diluted Weighted Average Shares,23.17,23.18,23.18,23.4
Diluted EPS Excluding Extraordinary Items,128.85,122.76,83.15,163.69
DPS - Common Stock Primary Issue,-,36,36,36
Diluted Normalized EPS,125.74,137.68,97.53,190.68
