Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,9726,9614,9518.89,8452.23
"Revenue 9726 9614.65 9518.89 8452.23  Other Revenue, Total - - - -","Revenue 9726 9614.65 9518.89 8452.23  Other Revenue, Total - - - -","Revenue 9726 9614.65 9518.89 8452.23  Other Revenue, Total - - - -","Revenue 9726 9614.65 9518.89 8452.23  Other Revenue, Total - - - -","Revenue 9726 9614.65 9518.89 8452.23  Other Revenue, Total - - - -"
Revenue,9726,9614.65,9518.89,8452.23
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",7171,7196.48,7280.31,6569.75
Gross Profit,2555,2418.16,2238.58,1882.48
Total Operating Expenses,-,9113.61,9042.38,8234.62
"Selling/General/Admin. Expenses, Total 1986 1883.05 1723.97 1627.57  Research & Development - - - -  Depreciation / Amortization 31 29.78 29.2 32.86  Interest Expense (Income) - Net Operating -3 - - -  Unusual Expense (Income) - 4.3 8.89 4.44  Other Operating Expenses, Total 3 - - -","Selling/General/Admin. Expenses, Total 1986 1883.05 1723.97 1627.57  Research & Development - - - -  Depreciation / Amortization 31 29.78 29.2 32.86  Interest Expense (Income) - Net Operating -3 - - -  Unusual Expense (Income) - 4.3 8.89 4.44  Other Operating Expenses, Total 3 - - -","Selling/General/Admin. Expenses, Total 1986 1883.05 1723.97 1627.57  Research & Development - - - -  Depreciation / Amortization 31 29.78 29.2 32.86  Interest Expense (Income) - Net Operating -3 - - -  Unusual Expense (Income) - 4.3 8.89 4.44  Other Operating Expenses, Total 3 - - -","Selling/General/Admin. Expenses, Total 1986 1883.05 1723.97 1627.57  Research & Development - - - -  Depreciation / Amortization 31 29.78 29.2 32.86  Interest Expense (Income) - Net Operating -3 - - -  Unusual Expense (Income) - 4.3 8.89 4.44  Other Operating Expenses, Total 3 - - -","Selling/General/Admin. Expenses, Total 1986 1883.05 1723.97 1627.57  Research & Development - - - -  Depreciation / Amortization 31 29.78 29.2 32.86  Interest Expense (Income) - Net Operating -3 - - -  Unusual Expense (Income) - 4.3 8.89 4.44  Other Operating Expenses, Total 3 - - -"
"Selling/General/Admin. Expenses, Total",1986,1883.05,1723.97,1627.57
Research & Development,-,-,-,-
Depreciation / Amortization,31,29.78,29.2,32.86
Interest Expense (Income) - Net Operating,-3,-,-,-
Unusual Expense (Income),-,4.3,8.89,4.44
"Other Operating Expenses, Total",3,-,-,-
Operating Income,538,501.03,476.51,217.62
"Interest Income (Expense), Net Non-Operating",-,-3.5,-4.15,-4.71
Gain (Loss) on Sale of Assets,3,0.34,0.4,-
"Other, Net",-13,8.94,8.89,7.69
Net Income Before Taxes,-,506.81,481.65,220.59
Provision for Income Taxes,176,160.6,152.84,71.73
Net Income After Taxes,372,346.21,328.8,148.86
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,372,346.21,328.8,148.86
Total Extraordinary Items,-,-,-,-
Net Income,372,346.21,328.8,148.86
Total Adjustments to Net Income,-,-,-0,-
Income Available to Common Excluding Extraordinary Items,372,346.21,328.8,148.86
Dilution Adjustment,-,-,-,-
Diluted Net Income,372,346.21,328.8,148.86
Diluted Weighted Average Shares,1.43,1.45,1.45,1.46
Diluted EPS Excluding Extraordinary Items,261.05,238.11,226.14,101.97
DPS - Common Stock Primary Issue,-,50,45,35
Diluted Normalized EPS,239.03,239.97,230.12,104.02
