Period Ending:,202231/08,202131/08,202031/08,201931/08
Total Revenue,67169,67938,61947,63904
"Revenue 67169 67938 61947 63904  Other Revenue, Total - - - -","Revenue 67169 67938 61947 63904  Other Revenue, Total - - - -","Revenue 67169 67938 61947 63904  Other Revenue, Total - - - -","Revenue 67169 67938 61947 63904  Other Revenue, Total - - - -","Revenue 67169 67938 61947 63904  Other Revenue, Total - - - -"
Revenue,67169,67938,61947,63904
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",52725,51278,48256,51413
Gross Profit,14444,16660,13691,12491
Total Operating Expenses,59398,57939,54767,58077
"Selling/General/Admin. Expenses, Total 6673 6511 6503 6617  Research & Development 5 - 7 9  Depreciation / Amortization 1432 - - -  Interest Expense (Income) - Net Operating -455 - - -  Unusual Expense (Income) - 149 - 37  Other Operating Expenses, Total -982 1 1 1","Selling/General/Admin. Expenses, Total 6673 6511 6503 6617  Research & Development 5 - 7 9  Depreciation / Amortization 1432 - - -  Interest Expense (Income) - Net Operating -455 - - -  Unusual Expense (Income) - 149 - 37  Other Operating Expenses, Total -982 1 1 1","Selling/General/Admin. Expenses, Total 6673 6511 6503 6617  Research & Development 5 - 7 9  Depreciation / Amortization 1432 - - -  Interest Expense (Income) - Net Operating -455 - - -  Unusual Expense (Income) - 149 - 37  Other Operating Expenses, Total -982 1 1 1","Selling/General/Admin. Expenses, Total 6673 6511 6503 6617  Research & Development 5 - 7 9  Depreciation / Amortization 1432 - - -  Interest Expense (Income) - Net Operating -455 - - -  Unusual Expense (Income) - 149 - 37  Other Operating Expenses, Total -982 1 1 1","Selling/General/Admin. Expenses, Total 6673 6511 6503 6617  Research & Development 5 - 7 9  Depreciation / Amortization 1432 - - -  Interest Expense (Income) - Net Operating -455 - - -  Unusual Expense (Income) - 149 - 37  Other Operating Expenses, Total -982 1 1 1"
"Selling/General/Admin. Expenses, Total",6673,6511,6503,6617
Research & Development,5,-,7,9
Depreciation / Amortization,1432,-,-,-
Interest Expense (Income) - Net Operating,-455,-,-,-
Unusual Expense (Income),-,149,-,37
"Other Operating Expenses, Total",-982,1,1,1
Operating Income,7771,9999,7180,5827
"Interest Income (Expense), Net Non-Operating",-,-426,-460,-464
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",2008,-101,-122,-13
Net Income Before Taxes,5763,9472,6598,5350
Provision for Income Taxes,1506,2977,2181,1717
Net Income After Taxes,4257,6495,4417,3633
Minority Interest,15,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,4257,6495,4417,3633
Total Extraordinary Items,-,-,-,-
Net Income,4257,6495,4417,3633
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,4257,6495,4417,3632
Dilution Adjustment,-,-,-,-
Diluted Net Income,4257,6495,4417,3632
Diluted Weighted Average Shares,40.66,40.67,41.03,42.45
Diluted EPS Excluding Extraordinary Items,104.69,159.68,107.66,85.56
DPS - Common Stock Primary Issue,55,50,34.62,26.63
Diluted Normalized EPS,111.64,162.2,107.66,86.16
