Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,1262,1037,1654.95,33355.39
"Revenue 1262 1037 1654.95 33355.39  Other Revenue, Total - - - -","Revenue 1262 1037 1654.95 33355.39  Other Revenue, Total - - - -","Revenue 1262 1037 1654.95 33355.39  Other Revenue, Total - - - -","Revenue 1262 1037 1654.95 33355.39  Other Revenue, Total - - - -","Revenue 1262 1037 1654.95 33355.39  Other Revenue, Total - - - -"
Revenue,1262,1037,1654.95,33355.39
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",863,826,1423.27,29146.03
Gross Profit,399,211,231.69,4209.36
Total Operating Expenses,2150,2494,3701.04,33214.44
"Selling/General/Admin. Expenses, Total 1287 1507 2137.28 3969.98  Research & Development - - - -  Depreciation / Amortization - 161 139.26 100.67  Interest Expense (Income) - Net Operating -37 -56 - -  Unusual Expense (Income) - 632.82 1.24 -2.24  Other Operating Expenses, Total 37 56 -0 -","Selling/General/Admin. Expenses, Total 1287 1507 2137.28 3969.98  Research & Development - - - -  Depreciation / Amortization - 161 139.26 100.67  Interest Expense (Income) - Net Operating -37 -56 - -  Unusual Expense (Income) - 632.82 1.24 -2.24  Other Operating Expenses, Total 37 56 -0 -","Selling/General/Admin. Expenses, Total 1287 1507 2137.28 3969.98  Research & Development - - - -  Depreciation / Amortization - 161 139.26 100.67  Interest Expense (Income) - Net Operating -37 -56 - -  Unusual Expense (Income) - 632.82 1.24 -2.24  Other Operating Expenses, Total 37 56 -0 -","Selling/General/Admin. Expenses, Total 1287 1507 2137.28 3969.98  Research & Development - - - -  Depreciation / Amortization - 161 139.26 100.67  Interest Expense (Income) - Net Operating -37 -56 - -  Unusual Expense (Income) - 632.82 1.24 -2.24  Other Operating Expenses, Total 37 56 -0 -","Selling/General/Admin. Expenses, Total 1287 1507 2137.28 3969.98  Research & Development - - - -  Depreciation / Amortization - 161 139.26 100.67  Interest Expense (Income) - Net Operating -37 -56 - -  Unusual Expense (Income) - 632.82 1.24 -2.24  Other Operating Expenses, Total 37 56 -0 -"
"Selling/General/Admin. Expenses, Total",1287,1507,2137.28,3969.98
Research & Development,-,-,-,-
Depreciation / Amortization,-,161,139.26,100.67
Interest Expense (Income) - Net Operating,-37,-56,-,-
Unusual Expense (Income),-,632.82,1.24,-2.24
"Other Operating Expenses, Total",37,56,-0,-
Operating Income,-888,-1457,-2046.09,140.94
"Interest Income (Expense), Net Non-Operating",-,-55.68,-21.52,1.13
Gain (Loss) on Sale of Assets,2,-,-,-
"Other, Net",120,514,711.77,-1.78
Net Income Before Taxes,-1010,-1971,-1355.84,140.3
Provision for Income Taxes,7,10,57.5,44.9
Net Income After Taxes,-1017,-1981,-1413.34,95.4
Minority Interest,26,30,4.48,-7.06
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-1013,-1971,-1408.86,88.34
Total Extraordinary Items,-,-,-,-
Net Income,-1013,-1971,-1408.86,88.34
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,-1013,-1971,-1408.86,88.34
Dilution Adjustment,-,-,-,-
Diluted Net Income,-1013,-1971,-1408.86,88.34
Diluted Weighted Average Shares,6.79,5.67,4.82,4.87
Diluted EPS Excluding Extraordinary Items,-149.12,-347.86,-292.59,18.14
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,-80.19,-145.93,-292.42,17.83
