Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,132810,118429,113598,133084
"Revenue 132810 118429 113598 133084  Other Revenue, Total - - - -","Revenue 132810 118429 113598 133084  Other Revenue, Total - - - -","Revenue 132810 118429 113598 133084  Other Revenue, Total - - - -","Revenue 132810 118429 113598 133084  Other Revenue, Total - - - -","Revenue 132810 118429 113598 133084  Other Revenue, Total - - - -"
Revenue,132810,118429,113598,133084
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",72555,64876,63761,73362
Gross Profit,60255,53553,49837,59722
Total Operating Expenses,117022,105609,104916,117310
"Selling/General/Admin. Expenses, Total 44467 40659 39902 43552  Research & Development - 2015 - -  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating -151 - - -  Unusual Expense (Income) - 73 1252 394  Other Operating Expenses, Total 151 -9947 1 2","Selling/General/Admin. Expenses, Total 44467 40659 39902 43552  Research & Development - 2015 - -  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating -151 - - -  Unusual Expense (Income) - 73 1252 394  Other Operating Expenses, Total 151 -9947 1 2","Selling/General/Admin. Expenses, Total 44467 40659 39902 43552  Research & Development - 2015 - -  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating -151 - - -  Unusual Expense (Income) - 73 1252 394  Other Operating Expenses, Total 151 -9947 1 2","Selling/General/Admin. Expenses, Total 44467 40659 39902 43552  Research & Development - 2015 - -  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating -151 - - -  Unusual Expense (Income) - 73 1252 394  Other Operating Expenses, Total 151 -9947 1 2","Selling/General/Admin. Expenses, Total 44467 40659 39902 43552  Research & Development - 2015 - -  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating -151 - - -  Unusual Expense (Income) - 73 1252 394  Other Operating Expenses, Total 151 -9947 1 2"
"Selling/General/Admin. Expenses, Total",44467,40659,39902,43552
Research & Development,-,2015,-,-
Depreciation / Amortization,-,-,-,-
Interest Expense (Income) - Net Operating,-151,-,-,-
Unusual Expense (Income),-,73,1252,394
"Other Operating Expenses, Total",151,-9947,1,2
Operating Income,15788,12820,8682,15774
"Interest Income (Expense), Net Non-Operating",-,609,502,387
Gain (Loss) on Sale of Assets,-140,407,21,-189
"Other, Net",-823,417,583,310
Net Income Before Taxes,16751,14253,9788,16282
Provision for Income Taxes,5398,4474,2483,5549
Net Income After Taxes,11353,9779,7305,10733
Minority Interest,882,-45,-56,-165
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,11288,9734,7249,10568
Total Extraordinary Items,-,-,-,-
Net Income,11288,9734,7249,10568
Total Adjustments to Net Income,-,-,-1,-1
Income Available to Common Excluding Extraordinary Items,11288,9733,7248,10567
Dilution Adjustment,-,-,-,-
Diluted Net Income,11288,9733,7248,10567
Diluted Weighted Average Shares,73.1,74.03,74.66,74.73
Diluted EPS Excluding Extraordinary Items,154.41,131.48,97.08,141.4
DPS - Common Stock Primary Issue,-,75,65,64
Diluted Normalized EPS,144.11,133.12,114.18,153.86
