Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,175434,140055,117585,102820
"Revenue 175434 140055 117585 102820  Other Revenue, Total - - - -","Revenue 175434 140055 117585 102820  Other Revenue, Total - - - -","Revenue 175434 140055 117585 102820  Other Revenue, Total - - - -","Revenue 175434 140055 117585 102820  Other Revenue, Total - - - -","Revenue 175434 140055 117585 102820  Other Revenue, Total - - - -"
Revenue,175434,140055,117585,102820
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",112319,90529,76372,69604
Gross Profit,63115,49526,41213,33216
Total Operating Expenses,145253,119346,102928,94354
"Selling/General/Admin. Expenses, Total 26817 23316 22857 21138  Research & Development 3858 3040 - -  Depreciation / Amortization 6762 6430 2766 2531  Interest Expense (Income) - Net Operating -73 -72 - -  Unusual Expense (Income) - 685 932 1080  Other Operating Expenses, Total -4430 -3897 1 1","Selling/General/Admin. Expenses, Total 26817 23316 22857 21138  Research & Development 3858 3040 - -  Depreciation / Amortization 6762 6430 2766 2531  Interest Expense (Income) - Net Operating -73 -72 - -  Unusual Expense (Income) - 685 932 1080  Other Operating Expenses, Total -4430 -3897 1 1","Selling/General/Admin. Expenses, Total 26817 23316 22857 21138  Research & Development 3858 3040 - -  Depreciation / Amortization 6762 6430 2766 2531  Interest Expense (Income) - Net Operating -73 -72 - -  Unusual Expense (Income) - 685 932 1080  Other Operating Expenses, Total -4430 -3897 1 1","Selling/General/Admin. Expenses, Total 26817 23316 22857 21138  Research & Development 3858 3040 - -  Depreciation / Amortization 6762 6430 2766 2531  Interest Expense (Income) - Net Operating -73 -72 - -  Unusual Expense (Income) - 685 932 1080  Other Operating Expenses, Total -4430 -3897 1 1","Selling/General/Admin. Expenses, Total 26817 23316 22857 21138  Research & Development 3858 3040 - -  Depreciation / Amortization 6762 6430 2766 2531  Interest Expense (Income) - Net Operating -73 -72 - -  Unusual Expense (Income) - 685 932 1080  Other Operating Expenses, Total -4430 -3897 1 1"
"Selling/General/Admin. Expenses, Total",26817,23316,22857,21138
Research & Development,3858,3040,-,-
Depreciation / Amortization,6762,6430,2766,2531
Interest Expense (Income) - Net Operating,-73,-72,-,-
Unusual Expense (Income),-,685,932,1080
"Other Operating Expenses, Total",-4430,-3897,1,1
Operating Income,30181,20709,14657,8466
"Interest Income (Expense), Net Non-Operating",-,5754,440,-26
Gain (Loss) on Sale of Assets,257,4820,152,125
"Other, Net",-864,-9909,100,92
Net Income Before Taxes,30788,25798,15349,8657
Provision for Income Taxes,7634,6273,3349,2021
Net Income After Taxes,23154,19525,12000,6636
Minority Interest,11039,9146,-2073,-1225
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,19693,17748,9927,5411
Total Extraordinary Items,-,-,-,-
Net Income,19693,17748,9927,5411
Total Adjustments to Net Income,-,-,-1,-1
Income Available to Common Excluding Extraordinary Items,19693,17748,9926,5410
Dilution Adjustment,-,0.025,-,-
Diluted Net Income,19693,17747.97,9926,5410
Diluted Weighted Average Shares,40.29,41.28,41.57,41.74
Diluted EPS Excluding Extraordinary Items,488.81,429.91,238.78,129.62
DPS - Common Stock Primary Issue,-,156,124,120
Diluted Normalized EPS,399.52,287.37,253.45,147.16
