Period Ending:,202231/05,202131/05,202031/05,201931/05
Total Revenue,2629,2813,1719.15,2932.46
"Revenue 2629 2813 1719.15 2932.46  Other Revenue, Total - - - -","Revenue 2629 2813 1719.15 2932.46  Other Revenue, Total - - - -","Revenue 2629 2813 1719.15 2932.46  Other Revenue, Total - - - -","Revenue 2629 2813 1719.15 2932.46  Other Revenue, Total - - - -","Revenue 2629 2813 1719.15 2932.46  Other Revenue, Total - - - -"
Revenue,2629,2813,1719.15,2932.46
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1127,1886,1212.52,2068.42
Gross Profit,1502,927,506.63,864.04
Total Operating Expenses,2219,2601,2054.46,3020.02
"Selling/General/Admin. Expenses, Total 1092 715 778.1 950.08  Research & Development - - - -  Depreciation / Amortization 30 69 - -  Interest Expense (Income) - Net Operating -5 -6 - -  Unusual Expense (Income) - 108.11 63.84 1.52  Other Operating Expenses, Total -25 -63 -0 -","Selling/General/Admin. Expenses, Total 1092 715 778.1 950.08  Research & Development - - - -  Depreciation / Amortization 30 69 - -  Interest Expense (Income) - Net Operating -5 -6 - -  Unusual Expense (Income) - 108.11 63.84 1.52  Other Operating Expenses, Total -25 -63 -0 -","Selling/General/Admin. Expenses, Total 1092 715 778.1 950.08  Research & Development - - - -  Depreciation / Amortization 30 69 - -  Interest Expense (Income) - Net Operating -5 -6 - -  Unusual Expense (Income) - 108.11 63.84 1.52  Other Operating Expenses, Total -25 -63 -0 -","Selling/General/Admin. Expenses, Total 1092 715 778.1 950.08  Research & Development - - - -  Depreciation / Amortization 30 69 - -  Interest Expense (Income) - Net Operating -5 -6 - -  Unusual Expense (Income) - 108.11 63.84 1.52  Other Operating Expenses, Total -25 -63 -0 -","Selling/General/Admin. Expenses, Total 1092 715 778.1 950.08  Research & Development - - - -  Depreciation / Amortization 30 69 - -  Interest Expense (Income) - Net Operating -5 -6 - -  Unusual Expense (Income) - 108.11 63.84 1.52  Other Operating Expenses, Total -25 -63 -0 -"
"Selling/General/Admin. Expenses, Total",1092,715,778.1,950.08
Research & Development,-,-,-,-
Depreciation / Amortization,30,69,-,-
Interest Expense (Income) - Net Operating,-5,-6,-,-
Unusual Expense (Income),-,108.11,63.84,1.52
"Other Operating Expenses, Total",-25,-63,-0,-
Operating Income,410,212,-335.31,-87.56
"Interest Income (Expense), Net Non-Operating",-,1.41,-28.78,-36.66
Gain (Loss) on Sale of Assets,73,1,-,121.39
"Other, Net",15,122,-24.68,-13.18
Net Income Before Taxes,322,89,-388.77,-16.01
Provision for Income Taxes,178,66,-83.07,40.19
Net Income After Taxes,144,23,-305.71,-56.2
Minority Interest,-,-,-,-0.34
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,144,23,-305.71,-56.55
Total Extraordinary Items,-,-,-,-
Net Income,144,23,-305.71,-56.55
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,144,23,-305.7,-56.55
Dilution Adjustment,-0.426,-,-,-
Diluted Net Income,144.43,23,-305.7,-56.55
Diluted Weighted Average Shares,9.02,7.11,6.92,6.53
Diluted EPS Excluding Extraordinary Items,16.02,3.24,-44.16,-8.66
DPS - Common Stock Primary Issue,-,-,-,3
Diluted Normalized EPS,28.7,17.32,-38.16,-20.6
