Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,185288,160618,145144,145044
"Revenue 185288 160618 145144 145044  Other Revenue, Total - - - -","Revenue 185288 160618 145144 145044  Other Revenue, Total - - - -","Revenue 185288 160618 145144 145044  Other Revenue, Total - - - -","Revenue 185288 160618 145144 145044  Other Revenue, Total - - - -","Revenue 185288 160618 145144 145044  Other Revenue, Total - - - -"
Revenue,185288,160618,145144,145044
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",132101,111939,98298,100022
Gross Profit,53187,48679,46846,45022
Total Operating Expenses,168720,147504,133675,136152
"Selling/General/Admin. Expenses, Total 29598 27877 28508 29910  Research & Development 5605 5220 4777 4608  Depreciation / Amortization 5069 1390 1377 1438  Interest Expense (Income) - Net Operating -313 - - -  Unusual Expense (Income) - 1077 714 173  Other Operating Expenses, Total -3340 1 1 1","Selling/General/Admin. Expenses, Total 29598 27877 28508 29910  Research & Development 5605 5220 4777 4608  Depreciation / Amortization 5069 1390 1377 1438  Interest Expense (Income) - Net Operating -313 - - -  Unusual Expense (Income) - 1077 714 173  Other Operating Expenses, Total -3340 1 1 1","Selling/General/Admin. Expenses, Total 29598 27877 28508 29910  Research & Development 5605 5220 4777 4608  Depreciation / Amortization 5069 1390 1377 1438  Interest Expense (Income) - Net Operating -313 - - -  Unusual Expense (Income) - 1077 714 173  Other Operating Expenses, Total -3340 1 1 1","Selling/General/Admin. Expenses, Total 29598 27877 28508 29910  Research & Development 5605 5220 4777 4608  Depreciation / Amortization 5069 1390 1377 1438  Interest Expense (Income) - Net Operating -313 - - -  Unusual Expense (Income) - 1077 714 173  Other Operating Expenses, Total -3340 1 1 1","Selling/General/Admin. Expenses, Total 29598 27877 28508 29910  Research & Development 5605 5220 4777 4608  Depreciation / Amortization 5069 1390 1377 1438  Interest Expense (Income) - Net Operating -313 - - -  Unusual Expense (Income) - 1077 714 173  Other Operating Expenses, Total -3340 1 1 1"
"Selling/General/Admin. Expenses, Total",29598,27877,28508,29910
Research & Development,5605,5220,4777,4608
Depreciation / Amortization,5069,1390,1377,1438
Interest Expense (Income) - Net Operating,-313,-,-,-
Unusual Expense (Income),-,1077,714,173
"Other Operating Expenses, Total",-3340,1,1,1
Operating Income,16568,13114,11469,8892
"Interest Income (Expense), Net Non-Operating",-,1595,1173,167
Gain (Loss) on Sale of Assets,584,206,154,377
"Other, Net",-1899,539,329,-66
Net Income Before Taxes,17883,15454,13125,9370
Provision for Income Taxes,4453,4232,3491,2559
Net Income After Taxes,13430,11222,9634,6811
Minority Interest,6104,-237,-222,-138
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,13193,10985,9412,6673
Total Extraordinary Items,-,-,-,-
Net Income,13193,10985,9412,6673
Total Adjustments to Net Income,-,-,-1,-1
Income Available to Common Excluding Extraordinary Items,13193,10985,9411,6672
Dilution Adjustment,-,-,-,-
Diluted Net Income,13193,10985,9411,6672
Diluted Weighted Average Shares,24.54,24.67,24.68,24.8
Diluted EPS Excluding Extraordinary Items,537.64,445.29,381.26,269.06
DPS - Common Stock Primary Issue,162,110,90,80
Diluted Normalized EPS,435.63,470.92,397.92,263.08
