Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,50843,48214,49498.47,53107.42
"Revenue 50843 48214 49498.47 53107.42  Other Revenue, Total - - - -","Revenue 50843 48214 49498.47 53107.42  Other Revenue, Total - - - -","Revenue 50843 48214 49498.47 53107.42  Other Revenue, Total - - - -","Revenue 50843 48214 49498.47 53107.42  Other Revenue, Total - - - -","Revenue 50843 48214 49498.47 53107.42  Other Revenue, Total - - - -"
Revenue,50843,48214,49498.47,53107.42
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",36726,34027,35861.98,37910.51
Gross Profit,14117,14187,13636.49,15196.91
Total Operating Expenses,50492,47114,47905.61,51357.39
"Selling/General/Admin. Expenses, Total 13766 10045 9113.62 10254.45  Research & Development 2838 2583.77 2409.55 2675.36  Depreciation / Amortization 1496 1480 493.42 517.07  Interest Expense (Income) - Net Operating -75 -43 - -  Unusual Expense (Income) - 6.12 27.04 -  Other Operating Expenses, Total -916 -978 - -","Selling/General/Admin. Expenses, Total 13766 10045 9113.62 10254.45  Research & Development 2838 2583.77 2409.55 2675.36  Depreciation / Amortization 1496 1480 493.42 517.07  Interest Expense (Income) - Net Operating -75 -43 - -  Unusual Expense (Income) - 6.12 27.04 -  Other Operating Expenses, Total -916 -978 - -","Selling/General/Admin. Expenses, Total 13766 10045 9113.62 10254.45  Research & Development 2838 2583.77 2409.55 2675.36  Depreciation / Amortization 1496 1480 493.42 517.07  Interest Expense (Income) - Net Operating -75 -43 - -  Unusual Expense (Income) - 6.12 27.04 -  Other Operating Expenses, Total -916 -978 - -","Selling/General/Admin. Expenses, Total 13766 10045 9113.62 10254.45  Research & Development 2838 2583.77 2409.55 2675.36  Depreciation / Amortization 1496 1480 493.42 517.07  Interest Expense (Income) - Net Operating -75 -43 - -  Unusual Expense (Income) - 6.12 27.04 -  Other Operating Expenses, Total -916 -978 - -","Selling/General/Admin. Expenses, Total 13766 10045 9113.62 10254.45  Research & Development 2838 2583.77 2409.55 2675.36  Depreciation / Amortization 1496 1480 493.42 517.07  Interest Expense (Income) - Net Operating -75 -43 - -  Unusual Expense (Income) - 6.12 27.04 -  Other Operating Expenses, Total -916 -978 - -"
"Selling/General/Admin. Expenses, Total",13766,10045,9113.62,10254.45
Research & Development,2838,2583.77,2409.55,2675.36
Depreciation / Amortization,1496,1480,493.42,517.07
Interest Expense (Income) - Net Operating,-75,-43,-,-
Unusual Expense (Income),-,6.12,27.04,-
"Other Operating Expenses, Total",-916,-978,-,-
Operating Income,351,1100,1592.85,1750.03
"Interest Income (Expense), Net Non-Operating",-,192.17,139.62,84.95
Gain (Loss) on Sale of Assets,34,108,-,-
"Other, Net",-215,-456,165.06,155.1
Net Income Before Taxes,532,1449.05,1897.54,1990.08
Provision for Income Taxes,353,638,483.56,695.51
Net Income After Taxes,179,810.28,1413.98,1294.57
Minority Interest,2938,2731,-193.67,-59.92
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,9,741,1220.31,1234.65
Total Extraordinary Items,-,-,-,-
Net Income,9,741,1220.31,1234.65
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,9,741,1220.31,1234.65
Dilution Adjustment,-,-,-,-
Diluted Net Income,9,741,1220.31,1234.65
Diluted Weighted Average Shares,31.3,31.83,31.83,31.83
Diluted EPS Excluding Extraordinary Items,0.288,23.28,38.34,38.79
DPS - Common Stock Primary Issue,-,16,16,16
Diluted Normalized EPS,4.51,23.39,38.97,38.79
