Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,33138,30260,31557,33119
"Revenue 33138 30260 31557 33119  Other Revenue, Total - - - -","Revenue 33138 30260 31557 33119  Other Revenue, Total - - - -","Revenue 33138 30260 31557 33119  Other Revenue, Total - - - -","Revenue 33138 30260 31557 33119  Other Revenue, Total - - - -","Revenue 33138 30260 31557 33119  Other Revenue, Total - - - -"
Revenue,33138,30260,31557,33119
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",26579,24309,25989,27245
Gross Profit,6559,5951,5568,5874
Total Operating Expenses,30464,27937,29378,30539
"Selling/General/Admin. Expenses, Total 3737 3441 3126 3171  Research & Development 148 176 153 121  Depreciation / Amortization 167 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 10 108 2  Other Operating Expenses, Total -167 1 2 -","Selling/General/Admin. Expenses, Total 3737 3441 3126 3171  Research & Development 148 176 153 121  Depreciation / Amortization 167 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 10 108 2  Other Operating Expenses, Total -167 1 2 -","Selling/General/Admin. Expenses, Total 3737 3441 3126 3171  Research & Development 148 176 153 121  Depreciation / Amortization 167 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 10 108 2  Other Operating Expenses, Total -167 1 2 -","Selling/General/Admin. Expenses, Total 3737 3441 3126 3171  Research & Development 148 176 153 121  Depreciation / Amortization 167 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 10 108 2  Other Operating Expenses, Total -167 1 2 -","Selling/General/Admin. Expenses, Total 3737 3441 3126 3171  Research & Development 148 176 153 121  Depreciation / Amortization 167 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 10 108 2  Other Operating Expenses, Total -167 1 2 -"
"Selling/General/Admin. Expenses, Total",3737,3441,3126,3171
Research & Development,148,176,153,121
Depreciation / Amortization,167,-,-,-
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,10,108,2
"Other Operating Expenses, Total",-167,1,2,-
Operating Income,2674,2323,2179,2580
"Interest Income (Expense), Net Non-Operating",-,6,4,3
Gain (Loss) on Sale of Assets,-3,-,-,-
"Other, Net",-33,138,22,12
Net Income Before Taxes,2710,2467,2205,2595
Provision for Income Taxes,759,780,705,821
Net Income After Taxes,1951,1687,1500,1774
Minority Interest,1255,-106,-78,-93
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1834,1581,1422,1681
Total Extraordinary Items,-,-,-,-
Net Income,1834,1581,1422,1681
Total Adjustments to Net Income,-,-1,-2,-1
Income Available to Common Excluding Extraordinary Items,1834,1580,1420,1680
Dilution Adjustment,-,-,-,-
Diluted Net Income,1834,1580,1420,1680
Diluted Weighted Average Shares,6.35,6.34,6.34,6.34
Diluted EPS Excluding Extraordinary Items,288.73,249.11,223.88,264.87
DPS - Common Stock Primary Issue,90,75,60,55
Diluted Normalized EPS,248.52,250.18,235.46,265.08
