Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,8213,7339,7541,7600.68
"Revenue 8213 7339 7541 7600.68  Other Revenue, Total - - - -","Revenue 8213 7339 7541 7600.68  Other Revenue, Total - - - -","Revenue 8213 7339 7541 7600.68  Other Revenue, Total - - - -","Revenue 8213 7339 7541 7600.68  Other Revenue, Total - - - -","Revenue 8213 7339 7541 7600.68  Other Revenue, Total - - - -"
Revenue,8213,7339,7541,7600.68
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",6037,5266,5506,5580.96
Gross Profit,2176,2073,2035,2019.71
Total Operating Expenses,7952,7018,7280,7260.57
"Selling/General/Admin. Expenses, Total 1915 1723 1746 1573.99  Research & Development - 74 115 -  Depreciation / Amortization 228 107 114 30.38  Interest Expense (Income) - Net Operating -67 -32 -15 -  Unusual Expense (Income) - 4.91 15.14 75.24  Other Operating Expenses, Total -200 -120 -186 -","Selling/General/Admin. Expenses, Total 1915 1723 1746 1573.99  Research & Development - 74 115 -  Depreciation / Amortization 228 107 114 30.38  Interest Expense (Income) - Net Operating -67 -32 -15 -  Unusual Expense (Income) - 4.91 15.14 75.24  Other Operating Expenses, Total -200 -120 -186 -","Selling/General/Admin. Expenses, Total 1915 1723 1746 1573.99  Research & Development - 74 115 -  Depreciation / Amortization 228 107 114 30.38  Interest Expense (Income) - Net Operating -67 -32 -15 -  Unusual Expense (Income) - 4.91 15.14 75.24  Other Operating Expenses, Total -200 -120 -186 -","Selling/General/Admin. Expenses, Total 1915 1723 1746 1573.99  Research & Development - 74 115 -  Depreciation / Amortization 228 107 114 30.38  Interest Expense (Income) - Net Operating -67 -32 -15 -  Unusual Expense (Income) - 4.91 15.14 75.24  Other Operating Expenses, Total -200 -120 -186 -","Selling/General/Admin. Expenses, Total 1915 1723 1746 1573.99  Research & Development - 74 115 -  Depreciation / Amortization 228 107 114 30.38  Interest Expense (Income) - Net Operating -67 -32 -15 -  Unusual Expense (Income) - 4.91 15.14 75.24  Other Operating Expenses, Total -200 -120 -186 -"
"Selling/General/Admin. Expenses, Total",1915,1723,1746,1573.99
Research & Development,-,74,115,-
Depreciation / Amortization,228,107,114,30.38
Interest Expense (Income) - Net Operating,-67,-32,-15,-
Unusual Expense (Income),-,4.91,15.14,75.24
"Other Operating Expenses, Total",-200,-120,-186,-
Operating Income,261,321,261,340.11
"Interest Income (Expense), Net Non-Operating",-,-32.16,-15.03,-13.98
Gain (Loss) on Sale of Assets,125,12,963,15.09
"Other, Net",-138,4,-1826,16.83
Net Income Before Taxes,274,305,1124,358.05
Provision for Income Taxes,90,10,283,18.35
Net Income After Taxes,184,295,841,339.7
Minority Interest,-,28,26,-1.26
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,185,293,835,338.45
Total Extraordinary Items,-,-,-,-
Net Income,185,293,835,338.45
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,185,293,835,338.44
Dilution Adjustment,-,-,-,-
Diluted Net Income,185,293,835,338.44
Diluted Weighted Average Shares,8.43,8.5,8.97,8.97
Diluted EPS Excluding Extraordinary Items,21.94,34.47,93.13,37.75
DPS - Common Stock Primary Issue,-,10,8,8
Diluted Normalized EPS,11.09,21.67,11.6,44.11
