Period Ending:,202331/01,202231/01,202131/01,202031/01
Total Revenue,4019,4769,711.68,885.69
"Revenue 4019 4769.5 711.68 885.69  Other Revenue, Total - - - -","Revenue 4019 4769.5 711.68 885.69  Other Revenue, Total - - - -","Revenue 4019 4769.5 711.68 885.69  Other Revenue, Total - - - -","Revenue 4019 4769.5 711.68 885.69  Other Revenue, Total - - - -","Revenue 4019 4769.5 711.68 885.69  Other Revenue, Total - - - -"
Revenue,4019,4769.5,711.68,885.69
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",3774,4210.32,589.9,783.69
Gross Profit,245,559.18,121.79,102
Total Operating Expenses,4237,4665.97,858.46,1196.15
"Selling/General/Admin. Expenses, Total 400 484.45 257.76 394.31  Research & Development - - - -  Depreciation / Amortization 22 30.1 0.31 2.6  Interest Expense (Income) - Net Operating -19 - - -  Unusual Expense (Income) - -58.9 10.5 15.63  Other Operating Expenses, Total 60 - - -0.09","Selling/General/Admin. Expenses, Total 400 484.45 257.76 394.31  Research & Development - - - -  Depreciation / Amortization 22 30.1 0.31 2.6  Interest Expense (Income) - Net Operating -19 - - -  Unusual Expense (Income) - -58.9 10.5 15.63  Other Operating Expenses, Total 60 - - -0.09","Selling/General/Admin. Expenses, Total 400 484.45 257.76 394.31  Research & Development - - - -  Depreciation / Amortization 22 30.1 0.31 2.6  Interest Expense (Income) - Net Operating -19 - - -  Unusual Expense (Income) - -58.9 10.5 15.63  Other Operating Expenses, Total 60 - - -0.09","Selling/General/Admin. Expenses, Total 400 484.45 257.76 394.31  Research & Development - - - -  Depreciation / Amortization 22 30.1 0.31 2.6  Interest Expense (Income) - Net Operating -19 - - -  Unusual Expense (Income) - -58.9 10.5 15.63  Other Operating Expenses, Total 60 - - -0.09","Selling/General/Admin. Expenses, Total 400 484.45 257.76 394.31  Research & Development - - - -  Depreciation / Amortization 22 30.1 0.31 2.6  Interest Expense (Income) - Net Operating -19 - - -  Unusual Expense (Income) - -58.9 10.5 15.63  Other Operating Expenses, Total 60 - - -0.09"
"Selling/General/Admin. Expenses, Total",400,484.45,257.76,394.31
Research & Development,-,-,-,-
Depreciation / Amortization,22,30.1,0.31,2.6
Interest Expense (Income) - Net Operating,-19,-,-,-
Unusual Expense (Income),-,-58.9,10.5,15.63
"Other Operating Expenses, Total",60,-,-,-0.09
Operating Income,-218,103.53,-146.78,-310.45
"Interest Income (Expense), Net Non-Operating",-,-21.08,-4.73,-11.86
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",-13,-2.14,-11.85,-3.31
Net Income Before Taxes,-205,80.3,-163.37,-325.62
Provision for Income Taxes,5,14.43,0.95,1.98
Net Income After Taxes,-210,65.87,-164.32,-327.6
Minority Interest,38,-1.56,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-212,64.31,-164.32,-327.6
Total Extraordinary Items,-,-,-,-
Net Income,-212,64.31,-164.32,-327.6
Total Adjustments to Net Income,-,-0,-,-
Income Available to Common Excluding Extraordinary Items,-212,64.31,-164.32,-327.6
Dilution Adjustment,-,-,-,-
Diluted Net Income,-212,64.31,-164.32,-327.6
Diluted Weighted Average Shares,28.07,25.47,17.84,14.7
Diluted EPS Excluding Extraordinary Items,-7.55,2.53,-9.21,-22.28
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,-4.5,1.46,-8.83,-21.59
