Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,59643,66871,54531,54019
"Revenue 59643 66871 54531 54019  Other Revenue, Total - - - -","Revenue 59643 66871 54531 54019  Other Revenue, Total - - - -","Revenue 59643 66871 54531 54019  Other Revenue, Total - - - -","Revenue 59643 66871 54531 54019  Other Revenue, Total - - - -","Revenue 59643 66871 54531 54019  Other Revenue, Total - - - -"
Revenue,59643,66871,54531,54019
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",41548,44315,37584,38550
Gross Profit,18095,22556,16947,15469
Total Operating Expenses,58664,60472,52442,52552
"Selling/General/Admin. Expenses, Total 14569 13601 11986 11872  Research & Development 2547 2077 2050 2090  Depreciation / Amortization 7329 - - -  Interest Expense (Income) - Net Operating -236 - - -  Unusual Expense (Income) - 478 822 38  Other Operating Expenses, Total -7093 1 - 2","Selling/General/Admin. Expenses, Total 14569 13601 11986 11872  Research & Development 2547 2077 2050 2090  Depreciation / Amortization 7329 - - -  Interest Expense (Income) - Net Operating -236 - - -  Unusual Expense (Income) - 478 822 38  Other Operating Expenses, Total -7093 1 - 2","Selling/General/Admin. Expenses, Total 14569 13601 11986 11872  Research & Development 2547 2077 2050 2090  Depreciation / Amortization 7329 - - -  Interest Expense (Income) - Net Operating -236 - - -  Unusual Expense (Income) - 478 822 38  Other Operating Expenses, Total -7093 1 - 2","Selling/General/Admin. Expenses, Total 14569 13601 11986 11872  Research & Development 2547 2077 2050 2090  Depreciation / Amortization 7329 - - -  Interest Expense (Income) - Net Operating -236 - - -  Unusual Expense (Income) - 478 822 38  Other Operating Expenses, Total -7093 1 - 2","Selling/General/Admin. Expenses, Total 14569 13601 11986 11872  Research & Development 2547 2077 2050 2090  Depreciation / Amortization 7329 - - -  Interest Expense (Income) - Net Operating -236 - - -  Unusual Expense (Income) - 478 822 38  Other Operating Expenses, Total -7093 1 - 2"
"Selling/General/Admin. Expenses, Total",14569,13601,11986,11872
Research & Development,2547,2077,2050,2090
Depreciation / Amortization,7329,-,-,-
Interest Expense (Income) - Net Operating,-236,-,-,-
Unusual Expense (Income),-,478,822,38
"Other Operating Expenses, Total",-7093,1,-,2
Operating Income,979,6399,2089,1467
"Interest Income (Expense), Net Non-Operating",-,703,-747,-294
Gain (Loss) on Sale of Assets,-576,-,-,-
"Other, Net",423,190,507,171
Net Income Before Taxes,1132,7292,1849,1344
Provision for Income Taxes,939,1351,706,421
Net Income After Taxes,193,5941,1143,923
Minority Interest,104,-19,8,2
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,168,5922,1151,925
Total Extraordinary Items,-,-,-,-
Net Income,168,5922,1151,925
Total Adjustments to Net Income,-,-1,-,-
Income Available to Common Excluding Extraordinary Items,168,5921,1151,925
Dilution Adjustment,-,-,-,-
Diluted Net Income,168,5921,1151,925
Diluted Weighted Average Shares,18.54,18.69,18.72,16.88
Diluted EPS Excluding Extraordinary Items,9.06,316.78,61.48,54.81
DPS - Common Stock Primary Issue,-,50,25,25
Diluted Normalized EPS,70.09,337.62,88.62,56.36
