Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Revenue,178966,140892,112254,115913
"Revenue 178966 140892 112254 115913  Other Revenue, Total - - - -","Revenue 178966 140892 112254 115913  Other Revenue, Total - - - -","Revenue 178966 140892 112254 115913  Other Revenue, Total - - - -","Revenue 178966 140892 112254 115913  Other Revenue, Total - - - -","Revenue 178966 140892 112254 115913  Other Revenue, Total - - - -"
Revenue,178966,140892,112254,115913
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",135928,110563,90146,93313
Gross Profit,43038,30329,22108,22600
Total Operating Expenses,157744,123127,99046,103312
"Selling/General/Admin. Expenses, Total 20585 11678 7814 9950  Research & Development 1569 1256 1318 -  Depreciation / Amortization 2039 1586 1676 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 15 24 48  Other Operating Expenses, Total -2377 -1956 -1908 1","Selling/General/Admin. Expenses, Total 20585 11678 7814 9950  Research & Development 1569 1256 1318 -  Depreciation / Amortization 2039 1586 1676 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 15 24 48  Other Operating Expenses, Total -2377 -1956 -1908 1","Selling/General/Admin. Expenses, Total 20585 11678 7814 9950  Research & Development 1569 1256 1318 -  Depreciation / Amortization 2039 1586 1676 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 15 24 48  Other Operating Expenses, Total -2377 -1956 -1908 1","Selling/General/Admin. Expenses, Total 20585 11678 7814 9950  Research & Development 1569 1256 1318 -  Depreciation / Amortization 2039 1586 1676 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 15 24 48  Other Operating Expenses, Total -2377 -1956 -1908 1","Selling/General/Admin. Expenses, Total 20585 11678 7814 9950  Research & Development 1569 1256 1318 -  Depreciation / Amortization 2039 1586 1676 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 15 24 48  Other Operating Expenses, Total -2377 -1956 -1908 1"
"Selling/General/Admin. Expenses, Total",20585,11678,7814,9950
Research & Development,1569,1256,1318,-
Depreciation / Amortization,2039,1586,1676,-
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,15,24,48
"Other Operating Expenses, Total",-2377,-1956,-1908,1
Operating Income,21222,17765,13208,12601
"Interest Income (Expense), Net Non-Operating",-,218,-82,-267
Gain (Loss) on Sale of Assets,-299,-15,-24,-
"Other, Net",143,-300,-65,69
Net Income Before Taxes,21378,18080,13297,12403
Provision for Income Taxes,5399,4732,3532,3311
Net Income After Taxes,15979,13348,9765,9092
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,15979,13348,9765,9092
Total Extraordinary Items,-,-,-,-
Net Income,15979,13348,9765,9092
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,15979,13348,9765,9091
Dilution Adjustment,-,-,-,-
Diluted Net Income,15979,13348,9765,9091
Diluted Weighted Average Shares,47.67,47.69,47.69,47.69
Diluted EPS Excluding Extraordinary Items,335.17,279.91,204.78,190.62
DPS - Common Stock Primary Issue,98,68,53,50
Diluted Normalized EPS,284.18,237.16,174.59,191.36
