Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,4551,6210,4192.59,4087.45
"Revenue 4551 6210 4192.59 4087.45  Other Revenue, Total - - - -","Revenue 4551 6210 4192.59 4087.45  Other Revenue, Total - - - -","Revenue 4551 6210 4192.59 4087.45  Other Revenue, Total - - - -","Revenue 4551 6210 4192.59 4087.45  Other Revenue, Total - - - -","Revenue 4551 6210 4192.59 4087.45  Other Revenue, Total - - - -"
Revenue,4551,6210,4192.59,4087.45
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1043,3438,2136.17,2233.11
Gross Profit,3508,2772,2056.42,1854.34
Total Operating Expenses,3534,5435,3934.46,4263.81
"Selling/General/Admin. Expenses, Total 2390 1897 1650.67 1905.79  Research & Development - - - -  Depreciation / Amortization 122 120 107.11 105.61  Interest Expense (Income) - Net Operating -1 -3 - -  Unusual Expense (Income) - 53.74 40.51 19.3  Other Operating Expenses, Total -20 -17 - -","Selling/General/Admin. Expenses, Total 2390 1897 1650.67 1905.79  Research & Development - - - -  Depreciation / Amortization 122 120 107.11 105.61  Interest Expense (Income) - Net Operating -1 -3 - -  Unusual Expense (Income) - 53.74 40.51 19.3  Other Operating Expenses, Total -20 -17 - -","Selling/General/Admin. Expenses, Total 2390 1897 1650.67 1905.79  Research & Development - - - -  Depreciation / Amortization 122 120 107.11 105.61  Interest Expense (Income) - Net Operating -1 -3 - -  Unusual Expense (Income) - 53.74 40.51 19.3  Other Operating Expenses, Total -20 -17 - -","Selling/General/Admin. Expenses, Total 2390 1897 1650.67 1905.79  Research & Development - - - -  Depreciation / Amortization 122 120 107.11 105.61  Interest Expense (Income) - Net Operating -1 -3 - -  Unusual Expense (Income) - 53.74 40.51 19.3  Other Operating Expenses, Total -20 -17 - -","Selling/General/Admin. Expenses, Total 2390 1897 1650.67 1905.79  Research & Development - - - -  Depreciation / Amortization 122 120 107.11 105.61  Interest Expense (Income) - Net Operating -1 -3 - -  Unusual Expense (Income) - 53.74 40.51 19.3  Other Operating Expenses, Total -20 -17 - -"
"Selling/General/Admin. Expenses, Total",2390,1897,1650.67,1905.79
Research & Development,-,-,-,-
Depreciation / Amortization,122,120,107.11,105.61
Interest Expense (Income) - Net Operating,-1,-3,-,-
Unusual Expense (Income),-,53.74,40.51,19.3
"Other Operating Expenses, Total",-20,-17,-,-
Operating Income,1017,775,258.13,-176.36
"Interest Income (Expense), Net Non-Operating",-,249.88,53.09,-70.96
Gain (Loss) on Sale of Assets,14,120,-,-
"Other, Net",-87,-312,-5.53,14.32
Net Income Before Taxes,1090,967,305.69,-233
Provision for Income Taxes,271,234,122.24,46.53
Net Income After Taxes,819,733,183.44,-279.52
Minority Interest,59,40,-10.15,-1.95
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,805,726,173.29,-281.48
Total Extraordinary Items,-,-,-,-
Net Income,805,726,173.29,-281.48
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,805,726,173.29,-281.48
Dilution Adjustment,-0.634,-0.974,-,-
Diluted Net Income,805.63,726.97,173.29,-281.48
Diluted Weighted Average Shares,14.26,14.21,14.04,14.02
Diluted EPS Excluding Extraordinary Items,-,51.16,12.34,-20.08
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,46.23,36.76,14.17,-19.19
