Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,26174,19182,15815,29876.95
"Revenue 26174 19182 15815 29876.95  Other Revenue, Total - - - -","Revenue 26174 19182 15815 29876.95  Other Revenue, Total - - - -","Revenue 26174 19182 15815 29876.95  Other Revenue, Total - - - -","Revenue 26174 19182 15815 29876.95  Other Revenue, Total - - - -","Revenue 26174 19182 15815 29876.95  Other Revenue, Total - - - -"
Revenue,26174,19182,15815,29876.95
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",7538,5529,4261,8261.2
Gross Profit,18636,13653,11554,21615.74
Total Operating Expenses,25342,20019,17238,29716.86
"Selling/General/Admin. Expenses, Total 17804 13970 12303 20323.68  Research & Development - - - -  Depreciation / Amortization 570 537 686 885.37  Interest Expense (Income) - Net Operating -51 -48 -65 -  Unusual Expense (Income) - -2120.61 1638.05 246.61  Other Operating Expenses, Total 4 31 53 -","Selling/General/Admin. Expenses, Total 17804 13970 12303 20323.68  Research & Development - - - -  Depreciation / Amortization 570 537 686 885.37  Interest Expense (Income) - Net Operating -51 -48 -65 -  Unusual Expense (Income) - -2120.61 1638.05 246.61  Other Operating Expenses, Total 4 31 53 -","Selling/General/Admin. Expenses, Total 17804 13970 12303 20323.68  Research & Development - - - -  Depreciation / Amortization 570 537 686 885.37  Interest Expense (Income) - Net Operating -51 -48 -65 -  Unusual Expense (Income) - -2120.61 1638.05 246.61  Other Operating Expenses, Total 4 31 53 -","Selling/General/Admin. Expenses, Total 17804 13970 12303 20323.68  Research & Development - - - -  Depreciation / Amortization 570 537 686 885.37  Interest Expense (Income) - Net Operating -51 -48 -65 -  Unusual Expense (Income) - -2120.61 1638.05 246.61  Other Operating Expenses, Total 4 31 53 -","Selling/General/Admin. Expenses, Total 17804 13970 12303 20323.68  Research & Development - - - -  Depreciation / Amortization 570 537 686 885.37  Interest Expense (Income) - Net Operating -51 -48 -65 -  Unusual Expense (Income) - -2120.61 1638.05 246.61  Other Operating Expenses, Total 4 31 53 -"
"Selling/General/Admin. Expenses, Total",17804,13970,12303,20323.68
Research & Development,-,-,-,-
Depreciation / Amortization,570,537,686,885.37
Interest Expense (Income) - Net Operating,-51,-48,-65,-
Unusual Expense (Income),-,-2120.61,1638.05,246.61
"Other Operating Expenses, Total",4,31,53,-
Operating Income,832,-837,-1423,160.09
"Interest Income (Expense), Net Non-Operating",-,90.14,-100.14,-83.91
Gain (Loss) on Sale of Assets,45,3,6314,9.32
"Other, Net",-1216,-2304,-10962,17.09
Net Income Before Taxes,2003,1464,3225,102.6
Provision for Income Taxes,502,469,1466,390.66
Net Income After Taxes,1501,995,1759,-288.06
Minority Interest,1563,1077,848,-334.19
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,940,725,1685,-622.25
Total Extraordinary Items,-,-,-,-
Net Income,940,725,1685,-622.25
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,940,725,1685,-622.25
Dilution Adjustment,-,-,-,-
Diluted Net Income,940,725,1685,-622.25
Diluted Weighted Average Shares,6.29,6.33,6.33,6.33
Diluted EPS Excluding Extraordinary Items,149.48,114.51,266.14,-98.28
DPS - Common Stock Primary Issue,-,8,8,-
Diluted Normalized EPS,1.33,-107.8,-157.79,-73.92
