Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,27567,26264,23062.02,20644.85
"Revenue 27567 26264.85 23062.02 20644.85  Other Revenue, Total - - - -","Revenue 27567 26264.85 23062.02 20644.85  Other Revenue, Total - - - -","Revenue 27567 26264.85 23062.02 20644.85  Other Revenue, Total - - - -","Revenue 27567 26264.85 23062.02 20644.85  Other Revenue, Total - - - -","Revenue 27567 26264.85 23062.02 20644.85  Other Revenue, Total - - - -"
Revenue,27567,26264.85,23062.02,20644.85
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",20179,19007.06,16885.03,15853.22
Gross Profit,7388,7257.79,6176.99,4791.63
Total Operating Expenses,26079,24542.47,21745.55,20033.23
"Selling/General/Admin. Expenses, Total 5858 5492.17 4823.94 4217.94  Research & Development - - - -  Depreciation / Amortization 769 42.38 42.38 42.38  Interest Expense (Income) - Net Operating -24 - - -  Unusual Expense (Income) - 0.85 -5.8 -80.31  Other Operating Expenses, Total -703 - - -","Selling/General/Admin. Expenses, Total 5858 5492.17 4823.94 4217.94  Research & Development - - - -  Depreciation / Amortization 769 42.38 42.38 42.38  Interest Expense (Income) - Net Operating -24 - - -  Unusual Expense (Income) - 0.85 -5.8 -80.31  Other Operating Expenses, Total -703 - - -","Selling/General/Admin. Expenses, Total 5858 5492.17 4823.94 4217.94  Research & Development - - - -  Depreciation / Amortization 769 42.38 42.38 42.38  Interest Expense (Income) - Net Operating -24 - - -  Unusual Expense (Income) - 0.85 -5.8 -80.31  Other Operating Expenses, Total -703 - - -","Selling/General/Admin. Expenses, Total 5858 5492.17 4823.94 4217.94  Research & Development - - - -  Depreciation / Amortization 769 42.38 42.38 42.38  Interest Expense (Income) - Net Operating -24 - - -  Unusual Expense (Income) - 0.85 -5.8 -80.31  Other Operating Expenses, Total -703 - - -","Selling/General/Admin. Expenses, Total 5858 5492.17 4823.94 4217.94  Research & Development - - - -  Depreciation / Amortization 769 42.38 42.38 42.38  Interest Expense (Income) - Net Operating -24 - - -  Unusual Expense (Income) - 0.85 -5.8 -80.31  Other Operating Expenses, Total -703 - - -"
"Selling/General/Admin. Expenses, Total",5858,5492.17,4823.94,4217.94
Research & Development,-,-,-,-
Depreciation / Amortization,769,42.38,42.38,42.38
Interest Expense (Income) - Net Operating,-24,-,-,-
Unusual Expense (Income),-,0.85,-5.8,-80.31
"Other Operating Expenses, Total",-703,-,-,-
Operating Income,1488,1722.38,1316.47,611.62
"Interest Income (Expense), Net Non-Operating",-,-19.82,-40.76,-34.81
Gain (Loss) on Sale of Assets,15,13.7,27.92,40.52
"Other, Net",-115,32.67,-21.74,56.16
Net Income Before Taxes,1588,1748.93,1281.88,673.49
Provision for Income Taxes,582,638.12,450.83,204.62
Net Income After Taxes,1006,1110.81,831.05,468.87
Minority Interest,-,-,1.7,-12.86
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1006,1110.81,832.75,456.01
Total Extraordinary Items,-,-,-,-
Net Income,1006,1110.81,832.75,456.01
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,1006,1110.81,832.75,456.01
Dilution Adjustment,-0.162,-,-,-
Diluted Net Income,1006.16,1110.81,832.75,456.01
Diluted Weighted Average Shares,6.07,5.56,5.12,5
Diluted EPS Excluding Extraordinary Items,165.88,199.95,162.65,91.2
DPS - Common Stock Primary Issue,55,55,40,-
Diluted Normalized EPS,156,206.11,166.66,82.85
