Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,121338,91106,85220,107298
"Revenue 121338 91106 85220 107298  Other Revenue, Total - - - -","Revenue 121338 91106 85220 107298  Other Revenue, Total - - - -","Revenue 121338 91106 85220 107298  Other Revenue, Total - - - -","Revenue 121338 91106 85220 107298  Other Revenue, Total - - - -","Revenue 121338 91106 85220 107298  Other Revenue, Total - - - -"
Revenue,121338,91106,85220,107298
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",105182,83621,74097,92611
Gross Profit,16156,7485,11123,14687
Total Operating Expenses,118891,98862,85219,108420
"Selling/General/Admin. Expenses, Total 13709 15241 11122 12623  Research & Development - 2619 2476 -  Depreciation / Amortization 3565 3209 3148 -  Interest Expense (Income) - Net Operating -511 -78 -67 -  Unusual Expense (Income) - 1219 2871 3186  Other Operating Expenses, Total -5834 -5750 -5557 -","Selling/General/Admin. Expenses, Total 13709 15241 11122 12623  Research & Development - 2619 2476 -  Depreciation / Amortization 3565 3209 3148 -  Interest Expense (Income) - Net Operating -511 -78 -67 -  Unusual Expense (Income) - 1219 2871 3186  Other Operating Expenses, Total -5834 -5750 -5557 -","Selling/General/Admin. Expenses, Total 13709 15241 11122 12623  Research & Development - 2619 2476 -  Depreciation / Amortization 3565 3209 3148 -  Interest Expense (Income) - Net Operating -511 -78 -67 -  Unusual Expense (Income) - 1219 2871 3186  Other Operating Expenses, Total -5834 -5750 -5557 -","Selling/General/Admin. Expenses, Total 13709 15241 11122 12623  Research & Development - 2619 2476 -  Depreciation / Amortization 3565 3209 3148 -  Interest Expense (Income) - Net Operating -511 -78 -67 -  Unusual Expense (Income) - 1219 2871 3186  Other Operating Expenses, Total -5834 -5750 -5557 -","Selling/General/Admin. Expenses, Total 13709 15241 11122 12623  Research & Development - 2619 2476 -  Depreciation / Amortization 3565 3209 3148 -  Interest Expense (Income) - Net Operating -511 -78 -67 -  Unusual Expense (Income) - 1219 2871 3186  Other Operating Expenses, Total -5834 -5750 -5557 -"
"Selling/General/Admin. Expenses, Total",13709,15241,11122,12623
Research & Development,-,2619,2476,-
Depreciation / Amortization,3565,3209,3148,-
Interest Expense (Income) - Net Operating,-511,-78,-67,-
Unusual Expense (Income),-,1219,2871,3186
"Other Operating Expenses, Total",-5834,-5750,-5557,-
Operating Income,2447,-7756,1,-1122
"Interest Income (Expense), Net Non-Operating",-,261,82,1174
Gain (Loss) on Sale of Assets,-72,-131,-360,2952
"Other, Net",442,936,3014,243
Net Income Before Taxes,2077,-8561,-2653,3247
Provision for Income Taxes,847,-331,325,1108
Net Income After Taxes,1230,-8230,-2978,2139
Minority Interest,5419,4469,5354,-574
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,848,-7017,-3363,1565
Total Extraordinary Items,-,-,-,-
Net Income,848,-7017,-3363,1565
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,848,-7017,-3363,1565
Dilution Adjustment,-,-,-,-
Diluted Net Income,848,-7017,-3363,1565
Diluted Weighted Average Shares,22.19,22.24,22.66,22.63
Diluted EPS Excluding Extraordinary Items,38.22,-315.51,-148.43,69.15
DPS - Common Stock Primary Issue,20,10,15,30
Diluted Normalized EPS,52.33,-151.78,-10.98,75.96
