Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,7040,6510,6514.3,6289.97
"Revenue 7040 6510.51 6514.3 6289.97  Other Revenue, Total - - - -","Revenue 7040 6510.51 6514.3 6289.97  Other Revenue, Total - - - -","Revenue 7040 6510.51 6514.3 6289.97  Other Revenue, Total - - - -","Revenue 7040 6510.51 6514.3 6289.97  Other Revenue, Total - - - -","Revenue 7040 6510.51 6514.3 6289.97  Other Revenue, Total - - - -"
Revenue,7040,6510.51,6514.3,6289.97
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",5085,4447.47,4232.9,4076.92
Gross Profit,1955,2063.04,2281.41,2213.05
Total Operating Expenses,6993,6298.02,6092.2,5897.45
"Selling/General/Admin. Expenses, Total 1908 1850.22 1811.88 1770.88  Research & Development - - 43.78 48.38  Depreciation / Amortization 342 - - -  Interest Expense (Income) - Net Operating -11 - - -  Unusual Expense (Income) - 0.33 3.65 1.27  Other Operating Expenses, Total -331 - - -","Selling/General/Admin. Expenses, Total 1908 1850.22 1811.88 1770.88  Research & Development - - 43.78 48.38  Depreciation / Amortization 342 - - -  Interest Expense (Income) - Net Operating -11 - - -  Unusual Expense (Income) - 0.33 3.65 1.27  Other Operating Expenses, Total -331 - - -","Selling/General/Admin. Expenses, Total 1908 1850.22 1811.88 1770.88  Research & Development - - 43.78 48.38  Depreciation / Amortization 342 - - -  Interest Expense (Income) - Net Operating -11 - - -  Unusual Expense (Income) - 0.33 3.65 1.27  Other Operating Expenses, Total -331 - - -","Selling/General/Admin. Expenses, Total 1908 1850.22 1811.88 1770.88  Research & Development - - 43.78 48.38  Depreciation / Amortization 342 - - -  Interest Expense (Income) - Net Operating -11 - - -  Unusual Expense (Income) - 0.33 3.65 1.27  Other Operating Expenses, Total -331 - - -","Selling/General/Admin. Expenses, Total 1908 1850.22 1811.88 1770.88  Research & Development - - 43.78 48.38  Depreciation / Amortization 342 - - -  Interest Expense (Income) - Net Operating -11 - - -  Unusual Expense (Income) - 0.33 3.65 1.27  Other Operating Expenses, Total -331 - - -"
"Selling/General/Admin. Expenses, Total",1908,1850.22,1811.88,1770.88
Research & Development,-,-,43.78,48.38
Depreciation / Amortization,342,-,-,-
Interest Expense (Income) - Net Operating,-11,-,-,-
Unusual Expense (Income),-,0.33,3.65,1.27
"Other Operating Expenses, Total",-331,-,-,-
Operating Income,47,212.49,422.1,392.53
"Interest Income (Expense), Net Non-Operating",-,-8.52,-10.27,-12.59
Gain (Loss) on Sale of Assets,-,0.2,0.29,-
"Other, Net",-2,14.74,10.57,12.33
Net Income Before Taxes,49,218.91,422.69,392.27
Provision for Income Taxes,19,77.89,142.38,126.08
Net Income After Taxes,30,141.02,280.31,266.19
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,30,141.02,280.31,266.19
Total Extraordinary Items,-,-,-,-
Net Income,30,141.02,280.31,266.19
Total Adjustments to Net Income,-,-0,-0,-
Income Available to Common Excluding Extraordinary Items,30,141.02,280.31,266.19
Dilution Adjustment,-,-,-,-
Diluted Net Income,30,141.02,280.31,266.19
Diluted Weighted Average Shares,3.47,3.47,3.47,3.47
Diluted EPS Excluding Extraordinary Items,8.63,40.59,80.69,76.62
DPS - Common Stock Primary Issue,7,7,7,7
Diluted Normalized EPS,8.81,40.61,81.33,76.87
