Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,1927878,1681757,1455538,1263932
"Revenue 1927878 1681757 1455538 1263932  Other Revenue, Total - - - -","Revenue 1927878 1681757 1455538 1263932  Other Revenue, Total - - - -","Revenue 1927878 1681757 1455538 1263932  Other Revenue, Total - - - -","Revenue 1927878 1681757 1455538 1263932  Other Revenue, Total - - - -","Revenue 1927878 1681757 1455538 1263932  Other Revenue, Total - - - -"
Revenue,1927878,1681757,1455538,1263932
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",2254118,1966419,750436,571957
Gross Profit,-326240,-284662,705102,691975
Total Operating Expenses,2264188,1966493,1556941,1191187
"Selling/General/Admin. Expenses, Total 364948 850053 677688 588575  Research & Development 14156 17287 - -  Depreciation / Amortization 266118 197353 151506 106370  Interest Expense (Income) - Net Operating -27440 -18061 1847 -7277  Unusual Expense (Income) - -48542 -30988 -67975  Other Operating Expenses, Total -242764 -196505 6452 -463","Selling/General/Admin. Expenses, Total 364948 850053 677688 588575  Research & Development 14156 17287 - -  Depreciation / Amortization 266118 197353 151506 106370  Interest Expense (Income) - Net Operating -27440 -18061 1847 -7277  Unusual Expense (Income) - -48542 -30988 -67975  Other Operating Expenses, Total -242764 -196505 6452 -463","Selling/General/Admin. Expenses, Total 364948 850053 677688 588575  Research & Development 14156 17287 - -  Depreciation / Amortization 266118 197353 151506 106370  Interest Expense (Income) - Net Operating -27440 -18061 1847 -7277  Unusual Expense (Income) - -48542 -30988 -67975  Other Operating Expenses, Total -242764 -196505 6452 -463","Selling/General/Admin. Expenses, Total 364948 850053 677688 588575  Research & Development 14156 17287 - -  Depreciation / Amortization 266118 197353 151506 106370  Interest Expense (Income) - Net Operating -27440 -18061 1847 -7277  Unusual Expense (Income) - -48542 -30988 -67975  Other Operating Expenses, Total -242764 -196505 6452 -463","Selling/General/Admin. Expenses, Total 364948 850053 677688 588575  Research & Development 14156 17287 - -  Depreciation / Amortization 266118 197353 151506 106370  Interest Expense (Income) - Net Operating -27440 -18061 1847 -7277  Unusual Expense (Income) - -48542 -30988 -67975  Other Operating Expenses, Total -242764 -196505 6452 -463"
"Selling/General/Admin. Expenses, Total",364948,850053,677688,588575
Research & Development,14156,17287,-,-
Depreciation / Amortization,266118,197353,151506,106370
Interest Expense (Income) - Net Operating,-27440,-18061,1847,-7277
Unusual Expense (Income),-,-48542,-30988,-67975
"Other Operating Expenses, Total",-242764,-196505,6452,-463
Operating Income,-336310,-284736,-101403,72745
"Interest Income (Expense), Net Non-Operating",-,-25793,-48990,-117021
Gain (Loss) on Sale of Assets,-123423,91795,-,-
"Other, Net",195007,-163901,-623,-282
Net Income Before Taxes,-407894,-212630,-151016,-44558
Provision for Income Taxes,-31983,-76804,-35178,-11490
Net Income After Taxes,-375911,-135826,-115838,-33068
Minority Interest,57360,23571,1639,1180
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-372884,-133828,-114199,-31888
Total Extraordinary Items,-,-,-,-
Net Income,-372884,-133828,-114199,-31888
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,-372884,-133828,-114199,-31888
Dilution Adjustment,-,4.98,-,-
Diluted Net Income,-372884,-133832.98,-114199,-31888
Diluted Weighted Average Shares,1586.75,1527.42,1359.48,1354.17
Diluted EPS Excluding Extraordinary Items,-235,-87.62,-84,-23.55
DPS - Common Stock Primary Issue,4.5,4.5,4.5,4.5
Diluted Normalized EPS,-151.02,-128.2,-98.82,-56.18
