Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,18626,20700,25392,23347
"Revenue 18626 20700 25392 23347  Other Revenue, Total - - - -","Revenue 18626 20700 25392 23347  Other Revenue, Total - - - -","Revenue 18626 20700 25392 23347  Other Revenue, Total - - - -","Revenue 18626 20700 25392 23347  Other Revenue, Total - - - -","Revenue 18626 20700 25392 23347  Other Revenue, Total - - - -"
Revenue,18626,20700,25392,23347
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",9869,10615,11553,10545
Gross Profit,8757,10085,13839,12802
Total Operating Expenses,18200,19743,23165,21815
"Selling/General/Admin. Expenses, Total 8331 9128 11518 11175  Research & Development - - 84 86  Depreciation / Amortization 8 - 9 8  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -81 - 1 1","Selling/General/Admin. Expenses, Total 8331 9128 11518 11175  Research & Development - - 84 86  Depreciation / Amortization 8 - 9 8  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -81 - 1 1","Selling/General/Admin. Expenses, Total 8331 9128 11518 11175  Research & Development - - 84 86  Depreciation / Amortization 8 - 9 8  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -81 - 1 1","Selling/General/Admin. Expenses, Total 8331 9128 11518 11175  Research & Development - - 84 86  Depreciation / Amortization 8 - 9 8  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -81 - 1 1","Selling/General/Admin. Expenses, Total 8331 9128 11518 11175  Research & Development - - 84 86  Depreciation / Amortization 8 - 9 8  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -81 - 1 1"
"Selling/General/Admin. Expenses, Total",8331,9128,11518,11175
Research & Development,-,-,84,86
Depreciation / Amortization,8,-,9,8
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,-,-,-
"Other Operating Expenses, Total",-81,-,1,1
Operating Income,426,957,2227,1532
"Interest Income (Expense), Net Non-Operating",-,243,55,-50
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",-111,8,6,9
Net Income Before Taxes,537,1208,2288,1491
Provision for Income Taxes,-120,455,744,524
Net Income After Taxes,657,753,1544,967
Minority Interest,39,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,657,753,1544,967
Total Extraordinary Items,-,-,-,-
Net Income,657,753,1544,967
Total Adjustments to Net Income,-,-2,-2,-
Income Available to Common Excluding Extraordinary Items,657,751,1542,967
Dilution Adjustment,-0.779,-0.234,-0.844,-
Diluted Net Income,657.78,751.23,1542.84,967
Diluted Weighted Average Shares,9.2,9.65,9.92,9.98
Diluted EPS Excluding Extraordinary Items,71.49,77.84,155.56,96.91
DPS - Common Stock Primary Issue,10,10,10,10
Diluted Normalized EPS,36.48,78.1,144.06,96.91
