Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,2347,2421,2456.53,3070.8
"Revenue 2347 2421.89 2456.53 3070.8  Other Revenue, Total - - - -","Revenue 2347 2421.89 2456.53 3070.8  Other Revenue, Total - - - -","Revenue 2347 2421.89 2456.53 3070.8  Other Revenue, Total - - - -","Revenue 2347 2421.89 2456.53 3070.8  Other Revenue, Total - - - -","Revenue 2347 2421.89 2456.53 3070.8  Other Revenue, Total - - - -"
Revenue,2347,2421.89,2456.53,3070.8
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1076,1124.68,1270.09,1399.66
Gross Profit,1271,1297.21,1186.44,1671.13
Total Operating Expenses,2607,2702.3,2986.11,3286.78
"Selling/General/Admin. Expenses, Total 1531 1577.62 1615.65 1787.28  Research & Development - - - -  Depreciation / Amortization 37 - 32.62 42.17  Interest Expense (Income) - Net Operating -3 - - -  Unusual Expense (Income) - - 67.75 57.67  Other Operating Expenses, Total -34 -0 - -0","Selling/General/Admin. Expenses, Total 1531 1577.62 1615.65 1787.28  Research & Development - - - -  Depreciation / Amortization 37 - 32.62 42.17  Interest Expense (Income) - Net Operating -3 - - -  Unusual Expense (Income) - - 67.75 57.67  Other Operating Expenses, Total -34 -0 - -0","Selling/General/Admin. Expenses, Total 1531 1577.62 1615.65 1787.28  Research & Development - - - -  Depreciation / Amortization 37 - 32.62 42.17  Interest Expense (Income) - Net Operating -3 - - -  Unusual Expense (Income) - - 67.75 57.67  Other Operating Expenses, Total -34 -0 - -0","Selling/General/Admin. Expenses, Total 1531 1577.62 1615.65 1787.28  Research & Development - - - -  Depreciation / Amortization 37 - 32.62 42.17  Interest Expense (Income) - Net Operating -3 - - -  Unusual Expense (Income) - - 67.75 57.67  Other Operating Expenses, Total -34 -0 - -0","Selling/General/Admin. Expenses, Total 1531 1577.62 1615.65 1787.28  Research & Development - - - -  Depreciation / Amortization 37 - 32.62 42.17  Interest Expense (Income) - Net Operating -3 - - -  Unusual Expense (Income) - - 67.75 57.67  Other Operating Expenses, Total -34 -0 - -0"
"Selling/General/Admin. Expenses, Total",1531,1577.62,1615.65,1787.28
Research & Development,-,-,-,-
Depreciation / Amortization,37,-,32.62,42.17
Interest Expense (Income) - Net Operating,-3,-,-,-
Unusual Expense (Income),-,-,67.75,57.67
"Other Operating Expenses, Total",-34,-0,-,-0
Operating Income,-260,-280.41,-529.58,-215.98
"Interest Income (Expense), Net Non-Operating",-,-8.68,-1.55,-37.7
Gain (Loss) on Sale of Assets,-,-,-,-1.54
"Other, Net",-22,84.97,84.89,-4.23
Net Income Before Taxes,-238,-204.12,-446.25,-259.46
Provision for Income Taxes,7,11.61,11.4,12.04
Net Income After Taxes,-245,-215.72,-457.65,-271.5
Minority Interest,2,-1.31,19.23,-1.19
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-245,-217.03,-438.42,-272.69
Total Extraordinary Items,-,-,-,-
Net Income,-245,-217.03,-438.42,-272.69
Total Adjustments to Net Income,-,-0,-,-0
Income Available to Common Excluding Extraordinary Items,-245,-217.03,-438.42,-272.69
Dilution Adjustment,-,-,-,-
Diluted Net Income,-245,-217.03,-438.42,-272.69
Diluted Weighted Average Shares,10.69,9.93,9.37,9
Diluted EPS Excluding Extraordinary Items,-22.92,-21.85,-46.78,-30.31
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,-14.21,-21.85,-41.92,-25.61
