Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,308691,299802,279358,289808
"Revenue 308691 299802 279358 289808  Other Revenue, Total - - - -","Revenue 308691 299802 279358 289808  Other Revenue, Total - - - -","Revenue 308691 299802 279358 289808  Other Revenue, Total - - - -","Revenue 308691 299802 279358 289808  Other Revenue, Total - - - -","Revenue 308691 299802 279358 289808  Other Revenue, Total - - - -"
Revenue,308691,299802,279358,289808
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",232007,217759,206166,212105
Gross Profit,76684,82043,73192,77703
Total Operating Expenses,290594,269701,248835,264024
"Selling/General/Admin. Expenses, Total 59620 52520 50686 52195  Research & Development 10916 9618 - -  Depreciation / Amortization 14483 13266 - -  Interest Expense (Income) - Net Operating -5828 -168 -4892 -  Unusual Expense (Income) - -68177 -7555 527  Other Operating Expenses, Total -25946 -23294 -462 -803","Selling/General/Admin. Expenses, Total 59620 52520 50686 52195  Research & Development 10916 9618 - -  Depreciation / Amortization 14483 13266 - -  Interest Expense (Income) - Net Operating -5828 -168 -4892 -  Unusual Expense (Income) - -68177 -7555 527  Other Operating Expenses, Total -25946 -23294 -462 -803","Selling/General/Admin. Expenses, Total 59620 52520 50686 52195  Research & Development 10916 9618 - -  Depreciation / Amortization 14483 13266 - -  Interest Expense (Income) - Net Operating -5828 -168 -4892 -  Unusual Expense (Income) - -68177 -7555 527  Other Operating Expenses, Total -25946 -23294 -462 -803","Selling/General/Admin. Expenses, Total 59620 52520 50686 52195  Research & Development 10916 9618 - -  Depreciation / Amortization 14483 13266 - -  Interest Expense (Income) - Net Operating -5828 -168 -4892 -  Unusual Expense (Income) - -68177 -7555 527  Other Operating Expenses, Total -25946 -23294 -462 -803","Selling/General/Admin. Expenses, Total 59620 52520 50686 52195  Research & Development 10916 9618 - -  Depreciation / Amortization 14483 13266 - -  Interest Expense (Income) - Net Operating -5828 -168 -4892 -  Unusual Expense (Income) - -68177 -7555 527  Other Operating Expenses, Total -25946 -23294 -462 -803"
"Selling/General/Admin. Expenses, Total",59620,52520,50686,52195
Research & Development,10916,9618,-,-
Depreciation / Amortization,14483,13266,-,-
Interest Expense (Income) - Net Operating,-5828,-168,-4892,-
Unusual Expense (Income),-,-68177,-7555,527
"Other Operating Expenses, Total",-25946,-23294,-462,-803
Operating Income,17810,30101,30523,25784
"Interest Income (Expense), Net Non-Operating",-,3770,3198,2195
Gain (Loss) on Sale of Assets,-5638,70456,-,-
"Other, Net",7685,-142321,-3,-
Net Income Before Taxes,15763,101966,33718,27979
Provision for Income Taxes,4376,34073,10206,8028
Net Income After Taxes,11387,67893,23512,19951
Minority Interest,14532,15084,-3008,-2020
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,9464,64818,20504,17931
Total Extraordinary Items,-,-,-,-
Net Income,9464,64818,20504,17931
Total Adjustments to Net Income,-,-,1,-
Income Available to Common Excluding Extraordinary Items,9464,64818,20505,17931
Dilution Adjustment,0.029,0.358,-,-
Diluted Net Income,9463.97,64817.64,20505,17931
Diluted Weighted Average Shares,120.02,121.26,124.2,124.16
Diluted EPS Excluding Extraordinary Items,78.85,534.53,165.1,144.41
DPS - Common Stock Primary Issue,78,77,75,73
Diluted Normalized EPS,95.06,150.01,122.68,147.44
