Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,4963,2782,2717.01,1724.62
"Revenue 4963 2782.77 2717.01 1724.62  Other Revenue, Total - - - -","Revenue 4963 2782.77 2717.01 1724.62  Other Revenue, Total - - - -","Revenue 4963 2782.77 2717.01 1724.62  Other Revenue, Total - - - -","Revenue 4963 2782.77 2717.01 1724.62  Other Revenue, Total - - - -","Revenue 4963 2782.77 2717.01 1724.62  Other Revenue, Total - - - -"
Revenue,4963,2782.77,2717.01,1724.62
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1045,647.18,679.73,305.85
Gross Profit,3918,2135,2037.28,1418.77
Total Operating Expenses,1734,1124.61,1454.16,654.88
"Selling/General/Admin. Expenses, Total 689 449 764.42 349.03  Research & Development - - - -  Depreciation / Amortization 618 455 - -  Interest Expense (Income) - Net Operating -1026 -591 - -  Unusual Expense (Income) - -6.77 10.01 -  Other Operating Expenses, Total 536 208 - -","Selling/General/Admin. Expenses, Total 689 449 764.42 349.03  Research & Development - - - -  Depreciation / Amortization 618 455 - -  Interest Expense (Income) - Net Operating -1026 -591 - -  Unusual Expense (Income) - -6.77 10.01 -  Other Operating Expenses, Total 536 208 - -","Selling/General/Admin. Expenses, Total 689 449 764.42 349.03  Research & Development - - - -  Depreciation / Amortization 618 455 - -  Interest Expense (Income) - Net Operating -1026 -591 - -  Unusual Expense (Income) - -6.77 10.01 -  Other Operating Expenses, Total 536 208 - -","Selling/General/Admin. Expenses, Total 689 449 764.42 349.03  Research & Development - - - -  Depreciation / Amortization 618 455 - -  Interest Expense (Income) - Net Operating -1026 -591 - -  Unusual Expense (Income) - -6.77 10.01 -  Other Operating Expenses, Total 536 208 - -","Selling/General/Admin. Expenses, Total 689 449 764.42 349.03  Research & Development - - - -  Depreciation / Amortization 618 455 - -  Interest Expense (Income) - Net Operating -1026 -591 - -  Unusual Expense (Income) - -6.77 10.01 -  Other Operating Expenses, Total 536 208 - -"
"Selling/General/Admin. Expenses, Total",689,449,764.42,349.03
Research & Development,-,-,-,-
Depreciation / Amortization,618,455,-,-
Interest Expense (Income) - Net Operating,-1026,-591,-,-
Unusual Expense (Income),-,-6.77,10.01,-
"Other Operating Expenses, Total",536,208,-,-
Operating Income,3229,1614,1262.85,1069.74
"Interest Income (Expense), Net Non-Operating",-,-669.43,-450.27,-364.36
Gain (Loss) on Sale of Assets,624,403.36,428.18,40.86
"Other, Net",43,-105,-53.83,-97.07
Net Income Before Taxes,2562,1315,1186.93,649.17
Provision for Income Taxes,742,409,124.89,83.94
Net Income After Taxes,1820,906,1062.04,565.23
Minority Interest,-,-,-0.06,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1820,906,1061.98,565.23
Total Extraordinary Items,-,-,-,-
Net Income,1820,906,1061.98,565.23
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,1820,906,1061.98,565.23
Dilution Adjustment,-,-1.1,-,-
Diluted Net Income,1820,906.87,1061.98,565.23
Diluted Weighted Average Shares,105.76,110.49,107.59,95.97
Diluted EPS Excluding Extraordinary Items,17.21,8.21,9.87,5.89
DPS - Common Stock Primary Issue,6,2,2,-
Diluted Normalized EPS,12.61,5.12,6.4,5.52
