Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Revenue,50504,44685,43138,54343
"Revenue 50504 44685 43138 54343  Other Revenue, Total - - - -","Revenue 50504 44685 43138 54343  Other Revenue, Total - - - -","Revenue 50504 44685 43138 54343  Other Revenue, Total - - - -","Revenue 50504 44685 43138 54343  Other Revenue, Total - - - -","Revenue 50504 44685 43138 54343  Other Revenue, Total - - - -"
Revenue,50504,44685,43138,54343
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",34354,32611,31927,33620
Gross Profit,16150,12074,11211,20723
Total Operating Expenses,46928,45568,47172,48945
"Selling/General/Admin. Expenses, Total 10632 10798 11521 12876  Research & Development - - - -  Depreciation / Amortization 3152 3275 2187 1528  Interest Expense (Income) - Net Operating -549 -553 - -  Unusual Expense (Income) - 2158 1537 919  Other Operating Expenses, Total -661 -563 - 2","Selling/General/Admin. Expenses, Total 10632 10798 11521 12876  Research & Development - - - -  Depreciation / Amortization 3152 3275 2187 1528  Interest Expense (Income) - Net Operating -549 -553 - -  Unusual Expense (Income) - 2158 1537 919  Other Operating Expenses, Total -661 -563 - 2","Selling/General/Admin. Expenses, Total 10632 10798 11521 12876  Research & Development - - - -  Depreciation / Amortization 3152 3275 2187 1528  Interest Expense (Income) - Net Operating -549 -553 - -  Unusual Expense (Income) - 2158 1537 919  Other Operating Expenses, Total -661 -563 - 2","Selling/General/Admin. Expenses, Total 10632 10798 11521 12876  Research & Development - - - -  Depreciation / Amortization 3152 3275 2187 1528  Interest Expense (Income) - Net Operating -549 -553 - -  Unusual Expense (Income) - 2158 1537 919  Other Operating Expenses, Total -661 -563 - 2","Selling/General/Admin. Expenses, Total 10632 10798 11521 12876  Research & Development - - - -  Depreciation / Amortization 3152 3275 2187 1528  Interest Expense (Income) - Net Operating -549 -553 - -  Unusual Expense (Income) - 2158 1537 919  Other Operating Expenses, Total -661 -563 - 2"
"Selling/General/Admin. Expenses, Total",10632,10798,11521,12876
Research & Development,-,-,-,-
Depreciation / Amortization,3152,3275,2187,1528
Interest Expense (Income) - Net Operating,-549,-553,-,-
Unusual Expense (Income),-,2158,1537,919
"Other Operating Expenses, Total",-661,-563,-,2
Operating Income,3576,-883,-4034,5398
"Interest Income (Expense), Net Non-Operating",-,-547,-616,-
Gain (Loss) on Sale of Assets,914,260,1054,1
"Other, Net",5540,2278,792,-1168
Net Income Before Taxes,-2878,-3421,-2804,4231
Provision for Income Taxes,2044,-263,666,2324
Net Income After Taxes,-4922,-3158,-3470,1907
Minority Interest,-,1854,-31,-166
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-4936,-3211,-3501,1741
Total Extraordinary Items,-,-,-,-
Net Income,-4936,-3211,-3501,1741
Total Adjustments to Net Income,-,-,-2,-2
Income Available to Common Excluding Extraordinary Items,-4936,-3211,-3503,1739
Dilution Adjustment,-,-,-,-
Diluted Net Income,-4936,-3211,-3503,1739
Diluted Weighted Average Shares,41.73,40.62,37.61,35.25
Diluted EPS Excluding Extraordinary Items,-118.28,-79.05,-93.14,49.34
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,45.51,-25.69,-26.64,104.23
