Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,2414,2742,2248.95,2319.46
"Revenue 2414 2742 2248.95 2319.46  Other Revenue, Total - - - -","Revenue 2414 2742 2248.95 2319.46  Other Revenue, Total - - - -","Revenue 2414 2742 2248.95 2319.46  Other Revenue, Total - - - -","Revenue 2414 2742 2248.95 2319.46  Other Revenue, Total - - - -","Revenue 2414 2742 2248.95 2319.46  Other Revenue, Total - - - -"
Revenue,2414,2742,2248.95,2319.46
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1936,2037,1705.09,1855.09
Gross Profit,478,705,543.86,464.37
Total Operating Expenses,2419,2513,2161.39,2697.09
"Selling/General/Admin. Expenses, Total 483 476 445.4 469.86  Research & Development - 19 10.37 15.93  Depreciation / Amortization 199 147 - -  Interest Expense (Income) - Net Operating -3 -4 - -  Unusual Expense (Income) - 0.14 0.54 356.2  Other Operating Expenses, Total -196 -162 - -0","Selling/General/Admin. Expenses, Total 483 476 445.4 469.86  Research & Development - 19 10.37 15.93  Depreciation / Amortization 199 147 - -  Interest Expense (Income) - Net Operating -3 -4 - -  Unusual Expense (Income) - 0.14 0.54 356.2  Other Operating Expenses, Total -196 -162 - -0","Selling/General/Admin. Expenses, Total 483 476 445.4 469.86  Research & Development - 19 10.37 15.93  Depreciation / Amortization 199 147 - -  Interest Expense (Income) - Net Operating -3 -4 - -  Unusual Expense (Income) - 0.14 0.54 356.2  Other Operating Expenses, Total -196 -162 - -0","Selling/General/Admin. Expenses, Total 483 476 445.4 469.86  Research & Development - 19 10.37 15.93  Depreciation / Amortization 199 147 - -  Interest Expense (Income) - Net Operating -3 -4 - -  Unusual Expense (Income) - 0.14 0.54 356.2  Other Operating Expenses, Total -196 -162 - -0","Selling/General/Admin. Expenses, Total 483 476 445.4 469.86  Research & Development - 19 10.37 15.93  Depreciation / Amortization 199 147 - -  Interest Expense (Income) - Net Operating -3 -4 - -  Unusual Expense (Income) - 0.14 0.54 356.2  Other Operating Expenses, Total -196 -162 - -0"
"Selling/General/Admin. Expenses, Total",483,476,445.4,469.86
Research & Development,-,19,10.37,15.93
Depreciation / Amortization,199,147,-,-
Interest Expense (Income) - Net Operating,-3,-4,-,-
Unusual Expense (Income),-,0.14,0.54,356.2
"Other Operating Expenses, Total",-196,-162,-,-0
Operating Income,-5,229,87.55,-377.63
"Interest Income (Expense), Net Non-Operating",-,14.49,3.47,-5.59
Gain (Loss) on Sale of Assets,-,-0.78,0.34,0.01
"Other, Net",-9,-28,2.98,1.52
Net Income Before Taxes,4,257,94.35,-381.69
Provision for Income Taxes,6,40,52.43,-38.73
Net Income After Taxes,-2,217,41.92,-342.96
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-2,217,41.92,-342.96
Total Extraordinary Items,-,-,-,-
Net Income,-2,217,41.92,-342.96
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,-2,217,41.92,-342.96
Dilution Adjustment,-,-,-,-
Diluted Net Income,-2,217,41.92,-342.96
Diluted Weighted Average Shares,6.26,6.18,6.16,6.29
Diluted EPS Excluding Extraordinary Items,-0.319,35.14,6.8,-54.48
DPS - Common Stock Primary Issue,1,3,1,-
Diluted Normalized EPS,0.399,26.11,6.82,-17.7
