Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,24813,23904,22120,27125
"Revenue 24813 23904 22120 27125  Other Revenue, Total - - - -","Revenue 24813 23904 22120 27125  Other Revenue, Total - - - -","Revenue 24813 23904 22120 27125  Other Revenue, Total - - - -","Revenue 24813 23904 22120 27125  Other Revenue, Total - - - -","Revenue 24813 23904 22120 27125  Other Revenue, Total - - - -"
Revenue,24813,23904,22120,27125
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",21243,20015,19153,22072
Gross Profit,3570,3889,2967,5053
Total Operating Expenses,24733,23152,21677,25127
"Selling/General/Admin. Expenses, Total 3490 3137 2504 2932  Research & Development - - - -  Depreciation / Amortization 1200 1129 - -  Interest Expense (Income) - Net Operating -172 - - -  Unusual Expense (Income) - 71 20 122  Other Operating Expenses, Total -1028 -1459 - 1","Selling/General/Admin. Expenses, Total 3490 3137 2504 2932  Research & Development - - - -  Depreciation / Amortization 1200 1129 - -  Interest Expense (Income) - Net Operating -172 - - -  Unusual Expense (Income) - 71 20 122  Other Operating Expenses, Total -1028 -1459 - 1","Selling/General/Admin. Expenses, Total 3490 3137 2504 2932  Research & Development - - - -  Depreciation / Amortization 1200 1129 - -  Interest Expense (Income) - Net Operating -172 - - -  Unusual Expense (Income) - 71 20 122  Other Operating Expenses, Total -1028 -1459 - 1","Selling/General/Admin. Expenses, Total 3490 3137 2504 2932  Research & Development - - - -  Depreciation / Amortization 1200 1129 - -  Interest Expense (Income) - Net Operating -172 - - -  Unusual Expense (Income) - 71 20 122  Other Operating Expenses, Total -1028 -1459 - 1","Selling/General/Admin. Expenses, Total 3490 3137 2504 2932  Research & Development - - - -  Depreciation / Amortization 1200 1129 - -  Interest Expense (Income) - Net Operating -172 - - -  Unusual Expense (Income) - 71 20 122  Other Operating Expenses, Total -1028 -1459 - 1"
"Selling/General/Admin. Expenses, Total",3490,3137,2504,2932
Research & Development,-,-,-,-
Depreciation / Amortization,1200,1129,-,-
Interest Expense (Income) - Net Operating,-172,-,-,-
Unusual Expense (Income),-,71,20,122
"Other Operating Expenses, Total",-1028,-1459,-,1
Operating Income,80,680,443,1998
"Interest Income (Expense), Net Non-Operating",-,-149,-199,-381
Gain (Loss) on Sale of Assets,17,10,6,6
"Other, Net",-43,173,155,-2
Net Income Before Taxes,106,569,405,1621
Provision for Income Taxes,210,199,155,265
Net Income After Taxes,-104,370,250,1356
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-104,370,250,1356
Total Extraordinary Items,-,-,-,-
Net Income,-104,370,250,1356
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,-104,370,250,1355
Dilution Adjustment,-,-,-,-
Diluted Net Income,-104,370,250,1355
Diluted Weighted Average Shares,-,6.31,6.31,6.31
Diluted EPS Excluding Extraordinary Items,-16.49,58.68,39.65,214.86
DPS - Common Stock Primary Issue,13,13,5,10
Diluted Normalized EPS,-5.25,64.87,41.02,230.56
