Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,62882,53767,47612,60195
"Revenue 62882 53767 47612 60195  Other Revenue, Total - - - -","Revenue 62882 53767 47612 60195  Other Revenue, Total - - - -","Revenue 62882 53767 47612 60195  Other Revenue, Total - - - -","Revenue 62882 53767 47612 60195  Other Revenue, Total - - - -","Revenue 62882 53767 47612 60195  Other Revenue, Total - - - -"
Revenue,62882,53767,47612,60195
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",54320,45976,40150,50842
Gross Profit,8562,7791,7462,9353
Total Operating Expenses,62281,53652,47469,59979
"Selling/General/Admin. Expenses, Total - 7205 6594 7540  Research & Development - - - -  Depreciation / Amortization 3661 - - -  Interest Expense (Income) - Net Operating -215 - - -  Unusual Expense (Income) - 471 724 1595  Other Operating Expenses, Total -5336 - 1 2","Selling/General/Admin. Expenses, Total - 7205 6594 7540  Research & Development - - - -  Depreciation / Amortization 3661 - - -  Interest Expense (Income) - Net Operating -215 - - -  Unusual Expense (Income) - 471 724 1595  Other Operating Expenses, Total -5336 - 1 2","Selling/General/Admin. Expenses, Total - 7205 6594 7540  Research & Development - - - -  Depreciation / Amortization 3661 - - -  Interest Expense (Income) - Net Operating -215 - - -  Unusual Expense (Income) - 471 724 1595  Other Operating Expenses, Total -5336 - 1 2","Selling/General/Admin. Expenses, Total - 7205 6594 7540  Research & Development - - - -  Depreciation / Amortization 3661 - - -  Interest Expense (Income) - Net Operating -215 - - -  Unusual Expense (Income) - 471 724 1595  Other Operating Expenses, Total -5336 - 1 2","Selling/General/Admin. Expenses, Total - 7205 6594 7540  Research & Development - - - -  Depreciation / Amortization 3661 - - -  Interest Expense (Income) - Net Operating -215 - - -  Unusual Expense (Income) - 471 724 1595  Other Operating Expenses, Total -5336 - 1 2"
"Selling/General/Admin. Expenses, Total",-,7205,6594,7540
Research & Development,-,-,-,-
Depreciation / Amortization,3661,-,-,-
Interest Expense (Income) - Net Operating,-215,-,-,-
Unusual Expense (Income),-,471,724,1595
"Other Operating Expenses, Total",-5336,-,1,2
Operating Income,601,115,143,216
"Interest Income (Expense), Net Non-Operating",-,522,-25,-291
Gain (Loss) on Sale of Assets,38,36,15,30
"Other, Net",-227,218,389,179
Net Income Before Taxes,790,891,522,134
Provision for Income Taxes,380,275,307,1362
Net Income After Taxes,410,616,215,-1228
Minority Interest,1101,-15,9,16
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,524,601,224,-1212
Total Extraordinary Items,-,-,-,-
Net Income,524,601,224,-1212
Total Adjustments to Net Income,-,-1,-,2
Income Available to Common Excluding Extraordinary Items,524,600,224,-1210
Dilution Adjustment,-,-,-,-
Diluted Net Income,524,600,224,-1210
Diluted Weighted Average Shares,-,9.56,9.55,9.55
Diluted EPS Excluding Extraordinary Items,54.72,62.76,23.45,-126.68
DPS - Common Stock Primary Issue,30,30,25,40
Diluted Normalized EPS,99.88,94.21,54.02,-20.18
