Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,19711,20471,19749.8,20331.7
"Revenue 19711 20471 19749.8 20331.7  Other Revenue, Total - - - -","Revenue 19711 20471 19749.8 20331.7  Other Revenue, Total - - - -","Revenue 19711 20471 19749.8 20331.7  Other Revenue, Total - - - -","Revenue 19711 20471 19749.8 20331.7  Other Revenue, Total - - - -","Revenue 19711 20471 19749.8 20331.7  Other Revenue, Total - - - -"
Revenue,19711,20471,19749.8,20331.7
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",11979,12657,12065.61,12587.33
Gross Profit,7732,7814,7684.19,7744.37
Total Operating Expenses,19392,20058,19349.91,20306.15
"Selling/General/Admin. Expenses, Total 7413 7265 7172.92 7435.13  Research & Development - - - -  Depreciation / Amortization 417 427 147.63 152.92  Interest Expense (Income) - Net Operating -34 -35 - -  Unusual Expense (Income) - -295.68 4.68 136.59  Other Operating Expenses, Total -383 -256 -40.93 -5.81","Selling/General/Admin. Expenses, Total 7413 7265 7172.92 7435.13  Research & Development - - - -  Depreciation / Amortization 417 427 147.63 152.92  Interest Expense (Income) - Net Operating -34 -35 - -  Unusual Expense (Income) - -295.68 4.68 136.59  Other Operating Expenses, Total -383 -256 -40.93 -5.81","Selling/General/Admin. Expenses, Total 7413 7265 7172.92 7435.13  Research & Development - - - -  Depreciation / Amortization 417 427 147.63 152.92  Interest Expense (Income) - Net Operating -34 -35 - -  Unusual Expense (Income) - -295.68 4.68 136.59  Other Operating Expenses, Total -383 -256 -40.93 -5.81","Selling/General/Admin. Expenses, Total 7413 7265 7172.92 7435.13  Research & Development - - - -  Depreciation / Amortization 417 427 147.63 152.92  Interest Expense (Income) - Net Operating -34 -35 - -  Unusual Expense (Income) - -295.68 4.68 136.59  Other Operating Expenses, Total -383 -256 -40.93 -5.81","Selling/General/Admin. Expenses, Total 7413 7265 7172.92 7435.13  Research & Development - - - -  Depreciation / Amortization 417 427 147.63 152.92  Interest Expense (Income) - Net Operating -34 -35 - -  Unusual Expense (Income) - -295.68 4.68 136.59  Other Operating Expenses, Total -383 -256 -40.93 -5.81"
"Selling/General/Admin. Expenses, Total",7413,7265,7172.92,7435.13
Research & Development,-,-,-,-
Depreciation / Amortization,417,427,147.63,152.92
Interest Expense (Income) - Net Operating,-34,-35,-,-
Unusual Expense (Income),-,-295.68,4.68,136.59
"Other Operating Expenses, Total",-383,-256,-40.93,-5.81
Operating Income,319,413,399.89,25.54
"Interest Income (Expense), Net Non-Operating",-,24.3,-1,-9.11
Gain (Loss) on Sale of Assets,-6,14,-25,-10.85
"Other, Net",26,-309,242.68,107.72
Net Income Before Taxes,299,708,616.57,113.31
Provision for Income Taxes,84,263,209.6,8.35
Net Income After Taxes,215,445,406.97,104.96
Minority Interest,9,8,-1.28,-1.64
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,214,444,405.69,103.32
Total Extraordinary Items,-,-,-,-
Net Income,214,444,405.69,103.32
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,214,444,405.69,103.32
Dilution Adjustment,-,-,-,-
Diluted Net Income,214,444,405.69,103.32
Diluted Weighted Average Shares,18.37,18.5,18.5,18.5
Diluted EPS Excluding Extraordinary Items,11.65,23.99,21.92,5.58
DPS - Common Stock Primary Issue,-,6,5,5
Diluted Normalized EPS,10.87,13.46,22.98,12.96
