Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,97338,97966,80991,70627
"Revenue 97338 97966 80991 70627  Other Revenue, Total - - - -","Revenue 97338 97966 80991 70627  Other Revenue, Total - - - -","Revenue 97338 97966 80991 70627  Other Revenue, Total - - - -","Revenue 97338 97966 80991 70627  Other Revenue, Total - - - -","Revenue 97338 97966 80991 70627  Other Revenue, Total - - - -"
Revenue,97338,97966,80991,70627
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",54547,55099,46125,41574
Gross Profit,42791,42867,34866,29053
Total Operating Expenses,81365,80007,67583,65202
"Selling/General/Admin. Expenses, Total 26818 18778 15490 14660  Research & Development 4275 3436 3152 3223  Depreciation / Amortization 7441 - 2280 2034  Interest Expense (Income) - Net Operating -473 -261 - -  Unusual Expense (Income) - 1410 535 3711  Other Operating Expenses, Total -4294 -4542 1 -","Selling/General/Admin. Expenses, Total 26818 18778 15490 14660  Research & Development 4275 3436 3152 3223  Depreciation / Amortization 7441 - 2280 2034  Interest Expense (Income) - Net Operating -473 -261 - -  Unusual Expense (Income) - 1410 535 3711  Other Operating Expenses, Total -4294 -4542 1 -","Selling/General/Admin. Expenses, Total 26818 18778 15490 14660  Research & Development 4275 3436 3152 3223  Depreciation / Amortization 7441 - 2280 2034  Interest Expense (Income) - Net Operating -473 -261 - -  Unusual Expense (Income) - 1410 535 3711  Other Operating Expenses, Total -4294 -4542 1 -","Selling/General/Admin. Expenses, Total 26818 18778 15490 14660  Research & Development 4275 3436 3152 3223  Depreciation / Amortization 7441 - 2280 2034  Interest Expense (Income) - Net Operating -473 -261 - -  Unusual Expense (Income) - 1410 535 3711  Other Operating Expenses, Total -4294 -4542 1 -","Selling/General/Admin. Expenses, Total 26818 18778 15490 14660  Research & Development 4275 3436 3152 3223  Depreciation / Amortization 7441 - 2280 2034  Interest Expense (Income) - Net Operating -473 -261 - -  Unusual Expense (Income) - 1410 535 3711  Other Operating Expenses, Total -4294 -4542 1 -"
"Selling/General/Admin. Expenses, Total",26818,18778,15490,14660
Research & Development,4275,3436,3152,3223
Depreciation / Amortization,7441,-,2280,2034
Interest Expense (Income) - Net Operating,-473,-261,-,-
Unusual Expense (Income),-,1410,535,3711
"Other Operating Expenses, Total",-4294,-4542,1,-
Operating Income,15973,17959,13408,5425
"Interest Income (Expense), Net Non-Operating",-,-331,-231,-259
Gain (Loss) on Sale of Assets,52,-308,-,-
"Other, Net",460,1310,197,95
Net Income Before Taxes,15461,16957,13374,5261
Provision for Income Taxes,4056,4960,3777,1455
Net Income After Taxes,11405,11997,9597,3806
Minority Interest,3,1,-67,-56
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,11405,11803,9530,3750
Total Extraordinary Items,-,-,-,-
Net Income,11405,11803,9530,3750
Total Adjustments to Net Income,-,-,-1,-1
Income Available to Common Excluding Extraordinary Items,11405,11803,9529,3749
Dilution Adjustment,-,-,-,-
Diluted Net Income,11405,11803,9529,3749
Diluted Weighted Average Shares,55.99,56.44,56.9,56.82
Diluted EPS Excluding Extraordinary Items,203.7,209.11,167.47,65.98
DPS - Common Stock Primary Issue,74,69.55,65.1,65.1
Diluted Normalized EPS,172.24,199.94,182.71,119.47
