Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,35673,30675.28,26840.6,25086.37
"Revenue 35673 30675.28 26840.6 25086.37  Other Revenue, Total - - - -","Revenue 35673 30675.28 26840.6 25086.37  Other Revenue, Total - - - -","Revenue 35673 30675.28 26840.6 25086.37  Other Revenue, Total - - - -","Revenue 35673 30675.28 26840.6 25086.37  Other Revenue, Total - - - -","Revenue 35673 30675.28 26840.6 25086.37  Other Revenue, Total - - - -"
Revenue,35673,30675.28,26840.6,25086.37
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",29810,26227.89,22931.12,20903.26
Gross Profit,5863,4447.39,3909.48,4183.11
Total Operating Expenses,33062,28555.46,25474.93,23521.43
"Selling/General/Admin. Expenses, Total 2617 2712.2 2543.81 2618.17  Research & Development - - - -  Depreciation / Amortization 90 57.72 - -  Interest Expense (Income) - Net Operating -319 - - -  Unusual Expense (Income) - -442.35 - -  Other Operating Expenses, Total 864 - - -","Selling/General/Admin. Expenses, Total 2617 2712.2 2543.81 2618.17  Research & Development - - - -  Depreciation / Amortization 90 57.72 - -  Interest Expense (Income) - Net Operating -319 - - -  Unusual Expense (Income) - -442.35 - -  Other Operating Expenses, Total 864 - - -","Selling/General/Admin. Expenses, Total 2617 2712.2 2543.81 2618.17  Research & Development - - - -  Depreciation / Amortization 90 57.72 - -  Interest Expense (Income) - Net Operating -319 - - -  Unusual Expense (Income) - -442.35 - -  Other Operating Expenses, Total 864 - - -","Selling/General/Admin. Expenses, Total 2617 2712.2 2543.81 2618.17  Research & Development - - - -  Depreciation / Amortization 90 57.72 - -  Interest Expense (Income) - Net Operating -319 - - -  Unusual Expense (Income) - -442.35 - -  Other Operating Expenses, Total 864 - - -","Selling/General/Admin. Expenses, Total 2617 2712.2 2543.81 2618.17  Research & Development - - - -  Depreciation / Amortization 90 57.72 - -  Interest Expense (Income) - Net Operating -319 - - -  Unusual Expense (Income) - -442.35 - -  Other Operating Expenses, Total 864 - - -"
"Selling/General/Admin. Expenses, Total",2617,2712.2,2543.81,2618.17
Research & Development,-,-,-,-
Depreciation / Amortization,90,57.72,-,-
Interest Expense (Income) - Net Operating,-319,-,-,-
Unusual Expense (Income),-,-442.35,-,-
"Other Operating Expenses, Total",864,-,-,-
Operating Income,2611,2119.82,1365.67,1564.94
"Interest Income (Expense), Net Non-Operating",-,-198.36,-323.05,-183.28
Gain (Loss) on Sale of Assets,1,-,-,-
"Other, Net",331,8.82,-14.6,-16.73
Net Income Before Taxes,2279,1930.28,1028.01,1364.92
Provision for Income Taxes,819,506.51,341.67,497.75
Net Income After Taxes,1460,1423.77,686.35,867.18
Minority Interest,7,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1458,1423.77,686.35,867.18
Total Extraordinary Items,-,-,-,-
Net Income,1458,1423.77,686.35,867.18
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,1458,1423.77,686.35,867.18
Dilution Adjustment,-0.881,-,-,-
Diluted Net Income,1458.88,1423.77,686.35,867.18
Diluted Weighted Average Shares,7.96,7.92,7.86,7.83
Diluted EPS Excluding Extraordinary Items,-,179.72,87.37,110.68
DPS - Common Stock Primary Issue,52.5,35,35,12.5
Diluted Normalized EPS,178.62,138.54,87.37,110.68
