Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Revenue,28818,21383,17937.74,16795.51
"Revenue 28818 21383.88 17937.74 16795.51  Other Revenue, Total - - - -","Revenue 28818 21383.88 17937.74 16795.51  Other Revenue, Total - - - -","Revenue 28818 21383.88 17937.74 16795.51  Other Revenue, Total - - - -","Revenue 28818 21383.88 17937.74 16795.51  Other Revenue, Total - - - -","Revenue 28818 21383.88 17937.74 16795.51  Other Revenue, Total - - - -"
Revenue,28818,21383.88,17937.74,16795.51
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",6099,4098.77,3341.58,2832.79
Gross Profit,22719,17285.11,14596.17,13962.72
Total Operating Expenses,23341,17733.83,15663.35,16612.37
"Selling/General/Admin. Expenses, Total 16312 12773.71 11214.49 11733.08  Research & Development - - - -  Depreciation / Amortization 767 971.22 941.18 190.72  Interest Expense (Income) - Net Operating -24 - - -  Unusual Expense (Income) - -343.71 65.92 1813.3  Other Operating Expenses, Total 187 233.84 100.18 42.48","Selling/General/Admin. Expenses, Total 16312 12773.71 11214.49 11733.08  Research & Development - - - -  Depreciation / Amortization 767 971.22 941.18 190.72  Interest Expense (Income) - Net Operating -24 - - -  Unusual Expense (Income) - -343.71 65.92 1813.3  Other Operating Expenses, Total 187 233.84 100.18 42.48","Selling/General/Admin. Expenses, Total 16312 12773.71 11214.49 11733.08  Research & Development - - - -  Depreciation / Amortization 767 971.22 941.18 190.72  Interest Expense (Income) - Net Operating -24 - - -  Unusual Expense (Income) - -343.71 65.92 1813.3  Other Operating Expenses, Total 187 233.84 100.18 42.48","Selling/General/Admin. Expenses, Total 16312 12773.71 11214.49 11733.08  Research & Development - - - -  Depreciation / Amortization 767 971.22 941.18 190.72  Interest Expense (Income) - Net Operating -24 - - -  Unusual Expense (Income) - -343.71 65.92 1813.3  Other Operating Expenses, Total 187 233.84 100.18 42.48","Selling/General/Admin. Expenses, Total 16312 12773.71 11214.49 11733.08  Research & Development - - - -  Depreciation / Amortization 767 971.22 941.18 190.72  Interest Expense (Income) - Net Operating -24 - - -  Unusual Expense (Income) - -343.71 65.92 1813.3  Other Operating Expenses, Total 187 233.84 100.18 42.48"
"Selling/General/Admin. Expenses, Total",16312,12773.71,11214.49,11733.08
Research & Development,-,-,-,-
Depreciation / Amortization,767,971.22,941.18,190.72
Interest Expense (Income) - Net Operating,-24,-,-,-
Unusual Expense (Income),-,-343.71,65.92,1813.3
"Other Operating Expenses, Total",187,233.84,100.18,42.48
Operating Income,5477,3650.05,2274.4,183.13
"Interest Income (Expense), Net Non-Operating",-,277.24,74.99,-246.03
Gain (Loss) on Sale of Assets,2026,-,-,-
"Other, Net",-4789,-16.57,-24.26,-18.41
Net Income Before Taxes,8240,3910.72,2325.12,-81.31
Provision for Income Taxes,2490,1303.83,854.46,460.21
Net Income After Taxes,5750,2606.89,1470.66,-541.52
Minority Interest,48,-2.79,-6.32,-5.41
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,5733,2604.1,1464.34,-546.93
Total Extraordinary Items,-,-,-,-
Net Income,5733,2604.1,1464.34,-546.93
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,5733,2604.1,1464.34,-546.93
Dilution Adjustment,-0.126,-,-,-
Diluted Net Income,5733.13,2604.1,1464.34,-546.93
Diluted Weighted Average Shares,188.28,126.97,126.96,126.43
Diluted EPS Excluding Extraordinary Items,30.45,20.51,11.53,-4.33
DPS - Common Stock Primary Issue,4.6,3.4,2,2
Diluted Normalized EPS,20.64,18.71,11.86,5
