Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,32224,27803,22954,24880
"Revenue 32224 27803 22954 24880  Other Revenue, Total - - - -","Revenue 32224 27803 22954 24880  Other Revenue, Total - - - -","Revenue 32224 27803 22954 24880  Other Revenue, Total - - - -","Revenue 32224 27803 22954 24880  Other Revenue, Total - - - -","Revenue 32224 27803 22954 24880  Other Revenue, Total - - - -"
Revenue,32224,27803,22954,24880
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",24395,21800,17426,18501
Gross Profit,7829,6003,5528,6379
Total Operating Expenses,29120,25870,21743,22635
"Selling/General/Admin. Expenses, Total 4268 3658 3402 3629  Research & Development 222 147 168 169  Depreciation / Amortization 1464 241 262 259  Interest Expense (Income) - Net Operating -27 - - -  Unusual Expense (Income) - 23 484 76  Other Operating Expenses, Total -1202 1 1 1","Selling/General/Admin. Expenses, Total 4268 3658 3402 3629  Research & Development 222 147 168 169  Depreciation / Amortization 1464 241 262 259  Interest Expense (Income) - Net Operating -27 - - -  Unusual Expense (Income) - 23 484 76  Other Operating Expenses, Total -1202 1 1 1","Selling/General/Admin. Expenses, Total 4268 3658 3402 3629  Research & Development 222 147 168 169  Depreciation / Amortization 1464 241 262 259  Interest Expense (Income) - Net Operating -27 - - -  Unusual Expense (Income) - 23 484 76  Other Operating Expenses, Total -1202 1 1 1","Selling/General/Admin. Expenses, Total 4268 3658 3402 3629  Research & Development 222 147 168 169  Depreciation / Amortization 1464 241 262 259  Interest Expense (Income) - Net Operating -27 - - -  Unusual Expense (Income) - 23 484 76  Other Operating Expenses, Total -1202 1 1 1","Selling/General/Admin. Expenses, Total 4268 3658 3402 3629  Research & Development 222 147 168 169  Depreciation / Amortization 1464 241 262 259  Interest Expense (Income) - Net Operating -27 - - -  Unusual Expense (Income) - 23 484 76  Other Operating Expenses, Total -1202 1 1 1"
"Selling/General/Admin. Expenses, Total",4268,3658,3402,3629
Research & Development,222,147,168,169
Depreciation / Amortization,1464,241,262,259
Interest Expense (Income) - Net Operating,-27,-,-,-
Unusual Expense (Income),-,23,484,76
"Other Operating Expenses, Total",-1202,1,1,1
Operating Income,3104,1933,1211,2245
"Interest Income (Expense), Net Non-Operating",-,60,165,-40
Gain (Loss) on Sale of Assets,391,-,93,-
"Other, Net",-1181,66,51,5
Net Income Before Taxes,3894,2059,1520,2210
Provision for Income Taxes,944,556,438,549
Net Income After Taxes,2950,1503,1082,1661
Minority Interest,4,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,2949,1503,1082,1661
Total Extraordinary Items,-,-,-,-
Net Income,2949,1503,1082,1661
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,2949,1503,1082,1660
Dilution Adjustment,-,-,-,-
Diluted Net Income,2949,1503,1082,1660
Diluted Weighted Average Shares,14.05,14.05,14.05,14.05
Diluted EPS Excluding Extraordinary Items,209.93,106.99,77.03,118.17
DPS - Common Stock Primary Issue,-,27,25,25
Diluted Normalized EPS,156.27,108.19,96.84,122.24
