Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,441083,335674,291333,299460
"Revenue 441083 335674 291333 299460  Other Revenue, Total - - - -","Revenue 441083 335674 291333 299460  Other Revenue, Total - - - -","Revenue 441083 335674 291333 299460  Other Revenue, Total - - - -","Revenue 441083 335674 291333 299460  Other Revenue, Total - - - -","Revenue 441083 335674 291333 299460  Other Revenue, Total - - - -"
Revenue,441083,335674,291333,299460
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",297728,255555,226161,221311
Gross Profit,143355,80119,65172,78149
Total Operating Expenses,331399,284131,253436,247907
"Selling/General/Admin. Expenses, Total 27116 22992 22417 22297  Research & Development 6555 5584 4857 5215  Depreciation / Amortization 59532 - - -  Interest Expense (Income) - Net Operating -816 - - -  Unusual Expense (Income) - - - -917  Other Operating Expenses, Total -58716 - 1 1","Selling/General/Admin. Expenses, Total 27116 22992 22417 22297  Research & Development 6555 5584 4857 5215  Depreciation / Amortization 59532 - - -  Interest Expense (Income) - Net Operating -816 - - -  Unusual Expense (Income) - - - -917  Other Operating Expenses, Total -58716 - 1 1","Selling/General/Admin. Expenses, Total 27116 22992 22417 22297  Research & Development 6555 5584 4857 5215  Depreciation / Amortization 59532 - - -  Interest Expense (Income) - Net Operating -816 - - -  Unusual Expense (Income) - - - -917  Other Operating Expenses, Total -58716 - 1 1","Selling/General/Admin. Expenses, Total 27116 22992 22417 22297  Research & Development 6555 5584 4857 5215  Depreciation / Amortization 59532 - - -  Interest Expense (Income) - Net Operating -816 - - -  Unusual Expense (Income) - - - -917  Other Operating Expenses, Total -58716 - 1 1","Selling/General/Admin. Expenses, Total 27116 22992 22417 22297  Research & Development 6555 5584 4857 5215  Depreciation / Amortization 59532 - - -  Interest Expense (Income) - Net Operating -816 - - -  Unusual Expense (Income) - - - -917  Other Operating Expenses, Total -58716 - 1 1"
"Selling/General/Admin. Expenses, Total",27116,22992,22417,22297
Research & Development,6555,5584,4857,5215
Depreciation / Amortization,59532,-,-,-
Interest Expense (Income) - Net Operating,-816,-,-,-
Unusual Expense (Income),-,-,-,-917
"Other Operating Expenses, Total",-58716,-,1,1
Operating Income,109684,51543,37897,51553
"Interest Income (Expense), Net Non-Operating",-,-1150,-2341,-1537
Gain (Loss) on Sale of Assets,-1100,-915,-475,-532
"Other, Net",-553,1629,569,-256
Net Income Before Taxes,111337,51107,35650,49228
Provision for Income Taxes,29519,6684,7005,11284
Net Income After Taxes,81818,44423,28645,37944
Minority Interest,57931,-3302,-3139,-4831
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,70205,41121,25506,33113
Total Extraordinary Items,-,-,-,-
Net Income,70205,41121,25506,33113
Total Adjustments to Net Income,-,-1,-1,-1
Income Available to Common Excluding Extraordinary Items,70205,41120,25505,33112
Dilution Adjustment,-,-,-,-
Diluted Net Income,70205,41120,25505,33112
Diluted Weighted Average Shares,350.17,302.67,291.55,293.28
Diluted EPS Excluding Extraordinary Items,200.49,135.86,87.48,112.9
DPS - Common Stock Primary Issue,81,41,27,35
Diluted Normalized EPS,167.52,143.32,94.36,117.43
