Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,13235,13417,10419.51,8608.37
"Revenue - 13417.86 10419.51 8608.37  Other Revenue, Total - - - -","Revenue - 13417.86 10419.51 8608.37  Other Revenue, Total - - - -","Revenue - 13417.86 10419.51 8608.37  Other Revenue, Total - - - -","Revenue - 13417.86 10419.51 8608.37  Other Revenue, Total - - - -","Revenue - 13417.86 10419.51 8608.37  Other Revenue, Total - - - -"
Revenue,-,13417.86,10419.51,8608.37
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",-,7713.53,6131.26,5547.14
Gross Profit,-,5704.33,4288.25,3061.24
Total Operating Expenses,-,12159.74,9486.46,8337.27
"Selling/General/Admin. Expenses, Total - 3114.17 2461 1822.46  Research & Development 947 1331.9 1072 947.67  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating -44 - - -  Unusual Expense (Income) - 0.14 -177.8 20  Other Operating Expenses, Total -145 - - -","Selling/General/Admin. Expenses, Total - 3114.17 2461 1822.46  Research & Development 947 1331.9 1072 947.67  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating -44 - - -  Unusual Expense (Income) - 0.14 -177.8 20  Other Operating Expenses, Total -145 - - -","Selling/General/Admin. Expenses, Total - 3114.17 2461 1822.46  Research & Development 947 1331.9 1072 947.67  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating -44 - - -  Unusual Expense (Income) - 0.14 -177.8 20  Other Operating Expenses, Total -145 - - -","Selling/General/Admin. Expenses, Total - 3114.17 2461 1822.46  Research & Development 947 1331.9 1072 947.67  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating -44 - - -  Unusual Expense (Income) - 0.14 -177.8 20  Other Operating Expenses, Total -145 - - -","Selling/General/Admin. Expenses, Total - 3114.17 2461 1822.46  Research & Development 947 1331.9 1072 947.67  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating -44 - - -  Unusual Expense (Income) - 0.14 -177.8 20  Other Operating Expenses, Total -145 - - -"
"Selling/General/Admin. Expenses, Total",-,3114.17,2461,1822.46
Research & Development,947,1331.9,1072,947.67
Depreciation / Amortization,-,-,-,-
Interest Expense (Income) - Net Operating,-44,-,-,-
Unusual Expense (Income),-,0.14,-177.8,20
"Other Operating Expenses, Total",-145,-,-,-
Operating Income,-,1258.12,933.05,271.11
"Interest Income (Expense), Net Non-Operating",-,-35.72,-290.09,95.79
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",-19,-5.88,-14.26,-47.94
Net Income Before Taxes,683,1216.53,628.7,318.96
Provision for Income Taxes,-,307.84,114.15,60.2
Net Income After Taxes,-,908.68,514.55,258.76
Minority Interest,100,-54.6,-11.71,-7.79
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-,854.09,502.85,250.97
Total Extraordinary Items,-,-,-,-
Net Income,377,854.09,502.85,250.97
Total Adjustments to Net Income,-,-0,-0,-0
Income Available to Common Excluding Extraordinary Items,377,854.08,502.85,250.97
Dilution Adjustment,-0.565,-,-,-
Diluted Net Income,377.57,854.08,502.85,250.97
Diluted Weighted Average Shares,4.3,4.34,4.56,2.32
Diluted EPS Excluding Extraordinary Items,87.88,196.91,110.26,108.29
DPS - Common Stock Primary Issue,-,51,31,34
Diluted Normalized EPS,100.72,238.85,103.63,123.16
