Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,162689,138408,110439,117243
"Revenue 162689 138408 110439 117243  Other Revenue, Total - - - -","Revenue 162689 138408 110439 117243  Other Revenue, Total - - - -","Revenue 162689 138408 110439 117243  Other Revenue, Total - - - -","Revenue 162689 138408 110439 117243  Other Revenue, Total - - - -","Revenue 162689 138408 110439 117243  Other Revenue, Total - - - -"
Revenue,162689,138408,110439,117243
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",89987,83043,67546,72378
Gross Profit,72702,55365,42893,44865
Total Operating Expenses,-,124263,105214,110034
"Selling/General/Admin. Expenses, Total 38155 31235 28295 29116  Research & Development 10391 8516 8064 7756  Depreciation / Amortization 4673 4105 3626 962  Interest Expense (Income) - Net Operating -73 -129 -159 -  Unusual Expense (Income) - 92 1050 -179  Other Operating Expenses, Total -4600 -2507 -2158 -2068","Selling/General/Admin. Expenses, Total 38155 31235 28295 29116  Research & Development 10391 8516 8064 7756  Depreciation / Amortization 4673 4105 3626 962  Interest Expense (Income) - Net Operating -73 -129 -159 -  Unusual Expense (Income) - 92 1050 -179  Other Operating Expenses, Total -4600 -2507 -2158 -2068","Selling/General/Admin. Expenses, Total 38155 31235 28295 29116  Research & Development 10391 8516 8064 7756  Depreciation / Amortization 4673 4105 3626 962  Interest Expense (Income) - Net Operating -73 -129 -159 -  Unusual Expense (Income) - 92 1050 -179  Other Operating Expenses, Total -4600 -2507 -2158 -2068","Selling/General/Admin. Expenses, Total 38155 31235 28295 29116  Research & Development 10391 8516 8064 7756  Depreciation / Amortization 4673 4105 3626 962  Interest Expense (Income) - Net Operating -73 -129 -159 -  Unusual Expense (Income) - 92 1050 -179  Other Operating Expenses, Total -4600 -2507 -2158 -2068","Selling/General/Admin. Expenses, Total 38155 31235 28295 29116  Research & Development 10391 8516 8064 7756  Depreciation / Amortization 4673 4105 3626 962  Interest Expense (Income) - Net Operating -73 -129 -159 -  Unusual Expense (Income) - 92 1050 -179  Other Operating Expenses, Total -4600 -2507 -2158 -2068"
"Selling/General/Admin. Expenses, Total",38155,31235,28295,29116
Research & Development,10391,8516,8064,7756
Depreciation / Amortization,4673,4105,3626,962
Interest Expense (Income) - Net Operating,-73,-129,-159,-
Unusual Expense (Income),-,92,1050,-179
"Other Operating Expenses, Total",-4600,-2507,-2158,-2068
Operating Income,24156,14145,5225,7209
"Interest Income (Expense), Net Non-Operating",-,1520,884,-106
Gain (Loss) on Sale of Assets,1038,410,99,54
"Other, Net",-596,-2916,-488,294
Net Income Before Taxes,23714,16651,5614,7451
Provision for Income Taxes,5884,4373,1869,2091
Net Income After Taxes,17830,12278,3745,5360
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,17830,12278,3745,5360
Total Extraordinary Items,-,-,-,-
Net Income,17830,12278,3745,5360
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,17830,12278,3745,5359
Dilution Adjustment,-,-,-,-
Diluted Net Income,17830,12278,3745,5359
Diluted Weighted Average Shares,51.04,49.76,48.32,48.31
Diluted EPS Excluding Extraordinary Items,349.32,246.76,77.51,110.92
DPS - Common Stock Primary Issue,66,50,24,24
Diluted Normalized EPS,287.75,204.91,84.73,115.09
