Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,8816,7231,6230.67,7161.16
"Revenue 8816 7231 6230.67 7161.16  Other Revenue, Total - - - -","Revenue 8816 7231 6230.67 7161.16  Other Revenue, Total - - - -","Revenue 8816 7231 6230.67 7161.16  Other Revenue, Total - - - -","Revenue 8816 7231 6230.67 7161.16  Other Revenue, Total - - - -","Revenue 8816 7231 6230.67 7161.16  Other Revenue, Total - - - -"
Revenue,8816,7231,6230.67,7161.16
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",6311,5353,4372.56,4568.07
Gross Profit,2505,1878,1858.11,2593.09
Total Operating Expenses,7791,6639,5528.17,5786.54
"Selling/General/Admin. Expenses, Total 1480 1286 1155.02 1213.95  Research & Development - 1 - -  Depreciation / Amortization 61 49 - -  Interest Expense (Income) - Net Operating -1 -1 - -  Unusual Expense (Income) - 59.4 0.59 4.52  Other Operating Expenses, Total -60 -49 - -","Selling/General/Admin. Expenses, Total 1480 1286 1155.02 1213.95  Research & Development - 1 - -  Depreciation / Amortization 61 49 - -  Interest Expense (Income) - Net Operating -1 -1 - -  Unusual Expense (Income) - 59.4 0.59 4.52  Other Operating Expenses, Total -60 -49 - -","Selling/General/Admin. Expenses, Total 1480 1286 1155.02 1213.95  Research & Development - 1 - -  Depreciation / Amortization 61 49 - -  Interest Expense (Income) - Net Operating -1 -1 - -  Unusual Expense (Income) - 59.4 0.59 4.52  Other Operating Expenses, Total -60 -49 - -","Selling/General/Admin. Expenses, Total 1480 1286 1155.02 1213.95  Research & Development - 1 - -  Depreciation / Amortization 61 49 - -  Interest Expense (Income) - Net Operating -1 -1 - -  Unusual Expense (Income) - 59.4 0.59 4.52  Other Operating Expenses, Total -60 -49 - -","Selling/General/Admin. Expenses, Total 1480 1286 1155.02 1213.95  Research & Development - 1 - -  Depreciation / Amortization 61 49 - -  Interest Expense (Income) - Net Operating -1 -1 - -  Unusual Expense (Income) - 59.4 0.59 4.52  Other Operating Expenses, Total -60 -49 - -"
"Selling/General/Admin. Expenses, Total",1480,1286,1155.02,1213.95
Research & Development,-,1,-,-
Depreciation / Amortization,61,49,-,-
Interest Expense (Income) - Net Operating,-1,-1,-,-
Unusual Expense (Income),-,59.4,0.59,4.52
"Other Operating Expenses, Total",-60,-49,-,-
Operating Income,1025,592,702.5,1374.62
"Interest Income (Expense), Net Non-Operating",-,118.96,39.19,-95.53
Gain (Loss) on Sale of Assets,1,13,-,-
"Other, Net",-161,-73,8.81,10.62
Net Income Before Taxes,1185,652,750.5,1289.72
Provision for Income Taxes,342,182,253.23,317.24
Net Income After Taxes,843,470,497.27,972.48
Minority Interest,583,281,-5.56,-5.62
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,814,452,491.71,966.85
Total Extraordinary Items,-,-,-,-
Net Income,814,452,491.71,966.85
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,814,452,491.71,966.85
Dilution Adjustment,-,-,-,-
Diluted Net Income,814,452,491.71,966.85
Diluted Weighted Average Shares,5.51,5.5,5.51,5.51
Diluted EPS Excluding Extraordinary Items,147.76,82.2,89.29,175.62
DPS - Common Stock Primary Issue,-,17,18,36
Diluted Normalized EPS,127.82,76.18,102.02,187.2
