Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,2012,864,948.17,6593.59
"Revenue 2012 864.4 948.17 6593.59  Other Revenue, Total - - - -","Revenue 2012 864.4 948.17 6593.59  Other Revenue, Total - - - -","Revenue 2012 864.4 948.17 6593.59  Other Revenue, Total - - - -","Revenue 2012 864.4 948.17 6593.59  Other Revenue, Total - - - -","Revenue 2012 864.4 948.17 6593.59  Other Revenue, Total - - - -"
Revenue,2012,864.4,948.17,6593.59
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",491,353.35,578.37,2184.57
Gross Profit,1521,511.06,369.79,4409.03
Total Operating Expenses,3405,2882.3,3418.8,6790.27
"Selling/General/Admin. Expenses, Total 2509 2118.28 2136.61 4138.66  Research & Development - - - -  Depreciation / Amortization 418 415.96 420.17 -  Interest Expense (Income) - Net Operating -94 - - -  Unusual Expense (Income) - -5.29 283.65 467.04  Other Operating Expenses, Total 81 - - -","Selling/General/Admin. Expenses, Total 2509 2118.28 2136.61 4138.66  Research & Development - - - -  Depreciation / Amortization 418 415.96 420.17 -  Interest Expense (Income) - Net Operating -94 - - -  Unusual Expense (Income) - -5.29 283.65 467.04  Other Operating Expenses, Total 81 - - -","Selling/General/Admin. Expenses, Total 2509 2118.28 2136.61 4138.66  Research & Development - - - -  Depreciation / Amortization 418 415.96 420.17 -  Interest Expense (Income) - Net Operating -94 - - -  Unusual Expense (Income) - -5.29 283.65 467.04  Other Operating Expenses, Total 81 - - -","Selling/General/Admin. Expenses, Total 2509 2118.28 2136.61 4138.66  Research & Development - - - -  Depreciation / Amortization 418 415.96 420.17 -  Interest Expense (Income) - Net Operating -94 - - -  Unusual Expense (Income) - -5.29 283.65 467.04  Other Operating Expenses, Total 81 - - -","Selling/General/Admin. Expenses, Total 2509 2118.28 2136.61 4138.66  Research & Development - - - -  Depreciation / Amortization 418 415.96 420.17 -  Interest Expense (Income) - Net Operating -94 - - -  Unusual Expense (Income) - -5.29 283.65 467.04  Other Operating Expenses, Total 81 - - -"
"Selling/General/Admin. Expenses, Total",2509,2118.28,2136.61,4138.66
Research & Development,-,-,-,-
Depreciation / Amortization,418,415.96,420.17,-
Interest Expense (Income) - Net Operating,-94,-,-,-
Unusual Expense (Income),-,-5.29,283.65,467.04
"Other Operating Expenses, Total",81,-,-,-
Operating Income,-1393,-2017.89,-2470.63,-196.68
"Interest Income (Expense), Net Non-Operating",-,-101.3,-559.84,-662.76
Gain (Loss) on Sale of Assets,-,-,4.83,272.8
"Other, Net",-742,165.41,217.43,22.93
Net Income Before Taxes,-651,-1953.78,-2808.21,-563.72
Provision for Income Taxes,6,14.24,53.11,202.19
Net Income After Taxes,-657,-1968.02,-2861.32,-765.9
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-657,-1968.02,-2861.32,-765.9
Total Extraordinary Items,-,-,-,-
Net Income,-657,-1968.02,-2861.32,-765.9
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,-657,-1968.02,-2861.32,-765.91
Dilution Adjustment,-,-,-,-
Diluted Net Income,-657,-1968.02,-2861.32,-765.91
Diluted Weighted Average Shares,12.55,11.04,10.89,10.9
Diluted EPS Excluding Extraordinary Items,-52.33,-178.33,-262.75,-70.27
DPS - Common Stock Primary Issue,-,-,-,20
Diluted Normalized EPS,-69.75,-178.64,-246.11,-58.68
