Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,31390,29406,25194,26983
"Revenue 31390 29406 25194 26983  Other Revenue, Total - - - -","Revenue 31390 29406 25194 26983  Other Revenue, Total - - - -","Revenue 31390 29406 25194 26983  Other Revenue, Total - - - -","Revenue 31390 29406 25194 26983  Other Revenue, Total - - - -","Revenue 31390 29406 25194 26983  Other Revenue, Total - - - -"
Revenue,31390,29406,25194,26983
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",25483,22704,19169,21155
Gross Profit,5907,6702,6025,5828
Total Operating Expenses,29730,26915,22977,25063
"Selling/General/Admin. Expenses, Total 4247 3491 3254 3371  Research & Development - 591 418 397  Depreciation / Amortization 1605 1471 1521 123  Interest Expense (Income) - Net Operating -12 -11 - -  Unusual Expense (Income) - 58 92 16  Other Operating Expenses, Total -1457 -1331 -1385 1","Selling/General/Admin. Expenses, Total 4247 3491 3254 3371  Research & Development - 591 418 397  Depreciation / Amortization 1605 1471 1521 123  Interest Expense (Income) - Net Operating -12 -11 - -  Unusual Expense (Income) - 58 92 16  Other Operating Expenses, Total -1457 -1331 -1385 1","Selling/General/Admin. Expenses, Total 4247 3491 3254 3371  Research & Development - 591 418 397  Depreciation / Amortization 1605 1471 1521 123  Interest Expense (Income) - Net Operating -12 -11 - -  Unusual Expense (Income) - 58 92 16  Other Operating Expenses, Total -1457 -1331 -1385 1","Selling/General/Admin. Expenses, Total 4247 3491 3254 3371  Research & Development - 591 418 397  Depreciation / Amortization 1605 1471 1521 123  Interest Expense (Income) - Net Operating -12 -11 - -  Unusual Expense (Income) - 58 92 16  Other Operating Expenses, Total -1457 -1331 -1385 1","Selling/General/Admin. Expenses, Total 4247 3491 3254 3371  Research & Development - 591 418 397  Depreciation / Amortization 1605 1471 1521 123  Interest Expense (Income) - Net Operating -12 -11 - -  Unusual Expense (Income) - 58 92 16  Other Operating Expenses, Total -1457 -1331 -1385 1"
"Selling/General/Admin. Expenses, Total",4247,3491,3254,3371
Research & Development,-,591,418,397
Depreciation / Amortization,1605,1471,1521,123
Interest Expense (Income) - Net Operating,-12,-11,-,-
Unusual Expense (Income),-,58,92,16
"Other Operating Expenses, Total",-1457,-1331,-1385,1
Operating Income,1660,2491,2217,1920
"Interest Income (Expense), Net Non-Operating",-,217,178,214
Gain (Loss) on Sale of Assets,-93,-81,-12,-232
"Other, Net",109,-143,-116,48
Net Income Before Taxes,1644,2715,2345,1950
Provision for Income Taxes,497,764,623,465
Net Income After Taxes,1147,1951,1722,1485
Minority Interest,1547,1480,1546,-115
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1201,1929,1607,1370
Total Extraordinary Items,-,-,-,-
Net Income,1201,1929,1607,1370
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,1201,1929,1607,1370
Dilution Adjustment,-,-,-,-
Diluted Net Income,1201,1929,1607,1370
Diluted Weighted Average Shares,6.63,6.63,6.64,6.89
Diluted EPS Excluding Extraordinary Items,181.2,291.03,242.02,198.91
DPS - Common Stock Primary Issue,-,80,80,80
Diluted Normalized EPS,190.99,262.12,213.2,247.82
