Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,54842,48243,48560,54161
"Revenue 54842 48243 48560 54161  Other Revenue, Total - - - -","Revenue 54842 48243 48560 54161  Other Revenue, Total - - - -","Revenue 54842 48243 48560 54161  Other Revenue, Total - - - -","Revenue 54842 48243 48560 54161  Other Revenue, Total - - - -","Revenue 54842 48243 48560 54161  Other Revenue, Total - - - -"
Revenue,54842,48243,48560,54161
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",45231,40169,40119,46437
Gross Profit,9611,8074,8441,7724
Total Operating Expenses,53714,47538,47841,57462
"Selling/General/Admin. Expenses, Total 8483 7369 7370 7968  Research & Development - 2384 - -  Depreciation / Amortization 2884 2696 - -  Interest Expense (Income) - Net Operating -173 -103 - -  Unusual Expense (Income) - 157 351 3057  Other Operating Expenses, Total -5101 -4977 1 -","Selling/General/Admin. Expenses, Total 8483 7369 7370 7968  Research & Development - 2384 - -  Depreciation / Amortization 2884 2696 - -  Interest Expense (Income) - Net Operating -173 -103 - -  Unusual Expense (Income) - 157 351 3057  Other Operating Expenses, Total -5101 -4977 1 -","Selling/General/Admin. Expenses, Total 8483 7369 7370 7968  Research & Development - 2384 - -  Depreciation / Amortization 2884 2696 - -  Interest Expense (Income) - Net Operating -173 -103 - -  Unusual Expense (Income) - 157 351 3057  Other Operating Expenses, Total -5101 -4977 1 -","Selling/General/Admin. Expenses, Total 8483 7369 7370 7968  Research & Development - 2384 - -  Depreciation / Amortization 2884 2696 - -  Interest Expense (Income) - Net Operating -173 -103 - -  Unusual Expense (Income) - 157 351 3057  Other Operating Expenses, Total -5101 -4977 1 -","Selling/General/Admin. Expenses, Total 8483 7369 7370 7968  Research & Development - 2384 - -  Depreciation / Amortization 2884 2696 - -  Interest Expense (Income) - Net Operating -173 -103 - -  Unusual Expense (Income) - 157 351 3057  Other Operating Expenses, Total -5101 -4977 1 -"
"Selling/General/Admin. Expenses, Total",8483,7369,7370,7968
Research & Development,-,2384,-,-
Depreciation / Amortization,2884,2696,-,-
Interest Expense (Income) - Net Operating,-173,-103,-,-
Unusual Expense (Income),-,157,351,3057
"Other Operating Expenses, Total",-5101,-4977,1,-
Operating Income,1128,705,719,-3301
"Interest Income (Expense), Net Non-Operating",-,1408,123,-673
Gain (Loss) on Sale of Assets,-5,-117,21,54
"Other, Net",-772,-2432,1408,755
Net Income Before Taxes,1905,3254,2271,-3165
Provision for Income Taxes,571,262,390,-227
Net Income After Taxes,1334,2992,1881,-2938
Minority Interest,-,-,35,286
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1334,2992,1916,-2652
Total Extraordinary Items,-,-,-,-
Net Income,1334,2992,1916,-2652
Total Adjustments to Net Income,-,-,1,1
Income Available to Common Excluding Extraordinary Items,1334,2992,1917,-2651
Dilution Adjustment,-,-,-,-
Diluted Net Income,1334,2992,1917,-2651
Diluted Weighted Average Shares,6.38,6.34,6.44,6.45
Diluted EPS Excluding Extraordinary Items,209.02,472.15,297.86,-410.88
DPS - Common Stock Primary Issue,100,70,50,40
Diluted Normalized EPS,245.02,336.61,340.32,-108.35
