Period Ending:,202231/05,202131/05,202031/05,201931/05
Total Revenue,81713,79702,91512,98617
"Revenue 81713 79702 91512 98617  Other Revenue, Total - - - -","Revenue 81713 79702 91512 98617  Other Revenue, Total - - - -","Revenue 81713 79702 91512 98617  Other Revenue, Total - - - -","Revenue 81713 79702 91512 98617  Other Revenue, Total - - - -","Revenue 81713 79702 91512 98617  Other Revenue, Total - - - -"
Revenue,81713,79702,91512,98617
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",64543,62876,72837,78346
Gross Profit,17170,16826,18675,20271
Total Operating Expenses,81602,78998,89962,96070
"Selling/General/Admin. Expenses, Total 15283 14388 15648 16432  Research & Development 735 748 815 254  Depreciation / Amortization 1915 640 653 465  Interest Expense (Income) - Net Operating -212 - - -  Unusual Expense (Income) - 345 7 571  Other Operating Expenses, Total -662 1 2 2","Selling/General/Admin. Expenses, Total 15283 14388 15648 16432  Research & Development 735 748 815 254  Depreciation / Amortization 1915 640 653 465  Interest Expense (Income) - Net Operating -212 - - -  Unusual Expense (Income) - 345 7 571  Other Operating Expenses, Total -662 1 2 2","Selling/General/Admin. Expenses, Total 15283 14388 15648 16432  Research & Development 735 748 815 254  Depreciation / Amortization 1915 640 653 465  Interest Expense (Income) - Net Operating -212 - - -  Unusual Expense (Income) - 345 7 571  Other Operating Expenses, Total -662 1 2 2","Selling/General/Admin. Expenses, Total 15283 14388 15648 16432  Research & Development 735 748 815 254  Depreciation / Amortization 1915 640 653 465  Interest Expense (Income) - Net Operating -212 - - -  Unusual Expense (Income) - 345 7 571  Other Operating Expenses, Total -662 1 2 2","Selling/General/Admin. Expenses, Total 15283 14388 15648 16432  Research & Development 735 748 815 254  Depreciation / Amortization 1915 640 653 465  Interest Expense (Income) - Net Operating -212 - - -  Unusual Expense (Income) - 345 7 571  Other Operating Expenses, Total -662 1 2 2"
"Selling/General/Admin. Expenses, Total",15283,14388,15648,16432
Research & Development,735,748,815,254
Depreciation / Amortization,1915,640,653,465
Interest Expense (Income) - Net Operating,-212,-,-,-
Unusual Expense (Income),-,345,7,571
"Other Operating Expenses, Total",-662,1,2,2
Operating Income,111,704,1550,2547
"Interest Income (Expense), Net Non-Operating",-,1237,-140,-358
Gain (Loss) on Sale of Assets,550,-341,-59,-21
"Other, Net",-1940,364,304,44
Net Income Before Taxes,1501,1964,1655,2212
Provision for Income Taxes,803,1050,1105,933
Net Income After Taxes,698,914,550,1279
Minority Interest,5144,-504,-407,-812
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,281,410,143,467
Total Extraordinary Items,-,-,-,-
Net Income,281,410,143,467
Total Adjustments to Net Income,-,-1,-1,-
Income Available to Common Excluding Extraordinary Items,281,409,142,467
Dilution Adjustment,-,-,-,-
Diluted Net Income,281,409,142,467
Diluted Weighted Average Shares,6.33,6.32,6.54,7.15
Diluted EPS Excluding Extraordinary Items,44.41,64.77,21.73,65.34
DPS - Common Stock Primary Issue,70,35,50,70
Diluted Normalized EPS,27.94,115.32,28.29,113.24
