Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,517735,432133,386511,395553
"Revenue 517735 432133 386511 395553  Other Revenue, Total - - - -","Revenue 517735 432133 386511 395553  Other Revenue, Total - - - -","Revenue 517735 432133 386511 395553  Other Revenue, Total - - - -","Revenue 517735 432133 386511 395553  Other Revenue, Total - - - -","Revenue 517735 432133 386511 395553  Other Revenue, Total - - - -"
Revenue,517735,432133,386511,395553
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",404506,335359,289944,302639
Gross Profit,113229,96774,96567,92914
Total Operating Expenses,486234,416191,365767,375959
"Selling/General/Admin. Expenses, Total 81728 74108 60558 60851  Research & Development - - 7997 6247  Depreciation / Amortization 20954 - 3200 4139  Interest Expense (Income) - Net Operating -3295 -946 - -  Unusual Expense (Income) - 6722 4066 2082  Other Operating Expenses, Total -17659 -14298 2 1","Selling/General/Admin. Expenses, Total 81728 74108 60558 60851  Research & Development - - 7997 6247  Depreciation / Amortization 20954 - 3200 4139  Interest Expense (Income) - Net Operating -3295 -946 - -  Unusual Expense (Income) - 6722 4066 2082  Other Operating Expenses, Total -17659 -14298 2 1","Selling/General/Admin. Expenses, Total 81728 74108 60558 60851  Research & Development - - 7997 6247  Depreciation / Amortization 20954 - 3200 4139  Interest Expense (Income) - Net Operating -3295 -946 - -  Unusual Expense (Income) - 6722 4066 2082  Other Operating Expenses, Total -17659 -14298 2 1","Selling/General/Admin. Expenses, Total 81728 74108 60558 60851  Research & Development - - 7997 6247  Depreciation / Amortization 20954 - 3200 4139  Interest Expense (Income) - Net Operating -3295 -946 - -  Unusual Expense (Income) - 6722 4066 2082  Other Operating Expenses, Total -17659 -14298 2 1","Selling/General/Admin. Expenses, Total 81728 74108 60558 60851  Research & Development - - 7997 6247  Depreciation / Amortization 20954 - 3200 4139  Interest Expense (Income) - Net Operating -3295 -946 - -  Unusual Expense (Income) - 6722 4066 2082  Other Operating Expenses, Total -17659 -14298 2 1"
"Selling/General/Admin. Expenses, Total",81728,74108,60558,60851
Research & Development,-,-,7997,6247
Depreciation / Amortization,20954,-,3200,4139
Interest Expense (Income) - Net Operating,-3295,-946,-,-
Unusual Expense (Income),-,6722,4066,2082
"Other Operating Expenses, Total",-17659,-14298,2,1
Operating Income,31501,15942,20744,19594
"Interest Income (Expense), Net Non-Operating",-,2885,3173,1530
Gain (Loss) on Sale of Assets,6417,621,1336,2209
"Other, Net",-2051,-202,-406,-22
Net Income Before Taxes,27135,19246,24847,23311
Provision for Income Taxes,8599,6650,10056,6604
Net Income After Taxes,18536,12596,14791,16707
Minority Interest,40213,-4127,-3336,-3032
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,13925,8469,11455,13675
Total Extraordinary Items,-,-,-,-
Net Income,13925,8469,11455,13675
Total Adjustments to Net Income,-,-1,-,-1
Income Available to Common Excluding Extraordinary Items,13925,8468,11455,13674
Dilution Adjustment,-,-,-,-
Diluted Net Income,13925,8468,11455,13674
Diluted Weighted Average Shares,80.45,80.48,80.72,81.28
Diluted EPS Excluding Extraordinary Items,173.09,105.23,141.91,168.23
DPS - Common Stock Primary Issue,50,50,50,50
Diluted Normalized EPS,130.79,163.03,178.58,183.75
