Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,163310,147880,108887,113854
"Revenue 163310 147880 108887 113854  Other Revenue, Total - - - -","Revenue 163310 147880 108887 113854  Other Revenue, Total - - - -","Revenue 163310 147880 108887 113854  Other Revenue, Total - - - -","Revenue 163310 147880 108887 113854  Other Revenue, Total - - - -","Revenue 163310 147880 108887 113854  Other Revenue, Total - - - -"
Revenue,163310,147880,108887,113854
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",137174,120876,84555,87842
Gross Profit,26136,27004,24332,26012
Total Operating Expenses,162209,144249,105810,109918
"Selling/General/Admin. Expenses, Total 25035 23373 20699 21162  Research & Development 882 1001 - -  Depreciation / Amortization 6054 5799 - -  Interest Expense (Income) - Net Operating -252 -163 - -  Unusual Expense (Income) - -893 554 912  Other Operating Expenses, Total -6684 -6637 2 2","Selling/General/Admin. Expenses, Total 25035 23373 20699 21162  Research & Development 882 1001 - -  Depreciation / Amortization 6054 5799 - -  Interest Expense (Income) - Net Operating -252 -163 - -  Unusual Expense (Income) - -893 554 912  Other Operating Expenses, Total -6684 -6637 2 2","Selling/General/Admin. Expenses, Total 25035 23373 20699 21162  Research & Development 882 1001 - -  Depreciation / Amortization 6054 5799 - -  Interest Expense (Income) - Net Operating -252 -163 - -  Unusual Expense (Income) - -893 554 912  Other Operating Expenses, Total -6684 -6637 2 2","Selling/General/Admin. Expenses, Total 25035 23373 20699 21162  Research & Development 882 1001 - -  Depreciation / Amortization 6054 5799 - -  Interest Expense (Income) - Net Operating -252 -163 - -  Unusual Expense (Income) - -893 554 912  Other Operating Expenses, Total -6684 -6637 2 2","Selling/General/Admin. Expenses, Total 25035 23373 20699 21162  Research & Development 882 1001 - -  Depreciation / Amortization 6054 5799 - -  Interest Expense (Income) - Net Operating -252 -163 - -  Unusual Expense (Income) - -893 554 912  Other Operating Expenses, Total -6684 -6637 2 2"
"Selling/General/Admin. Expenses, Total",25035,23373,20699,21162
Research & Development,882,1001,-,-
Depreciation / Amortization,6054,5799,-,-
Interest Expense (Income) - Net Operating,-252,-163,-,-
Unusual Expense (Income),-,-893,554,912
"Other Operating Expenses, Total",-6684,-6637,2,2
Operating Income,1101,3631,3077,3936
"Interest Income (Expense), Net Non-Operating",-,-371,1210,-706
Gain (Loss) on Sale of Assets,726,3194,18,11
"Other, Net",-13471,-5224,946,1437
Net Income Before Taxes,13846,5661,5251,4678
Provision for Income Taxes,6908,2056,2320,2077
Net Income After Taxes,6938,3605,2931,2601
Minority Interest,5402,8716,-165,-177
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,7911,3657,2766,2424
Total Extraordinary Items,-,-,-,-
Net Income,7911,3657,2766,2424
Total Adjustments to Net Income,-,-,-2,-2
Income Available to Common Excluding Extraordinary Items,7911,3657,2764,2422
Dilution Adjustment,-,-,-,-
Diluted Net Income,7911,3657,2764,2422
Diluted Weighted Average Shares,32.27,32.38,25.7,25.97
Diluted EPS Excluding Extraordinary Items,245.14,112.93,107.54,93.25
DPS - Common Stock Primary Issue,-,60,50,27.5
Diluted Normalized EPS,399.72,69.84,148.01,141.26
