Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,88778,81482,74874,78143
"Revenue 88778 81482 74874 78143  Other Revenue, Total - - - -","Revenue 88778 81482 74874 78143  Other Revenue, Total - - - -","Revenue 88778 81482 74874 78143  Other Revenue, Total - - - -","Revenue 88778 81482 74874 78143  Other Revenue, Total - - - -","Revenue 88778 81482 74874 78143  Other Revenue, Total - - - -"
Revenue,88778,81482,74874,78143
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",35135,30710,28341,30954
Gross Profit,53643,50772,46533,47189
Total Operating Expenses,44999,39907,60464,46147
"Selling/General/Admin. Expenses, Total 9864 8286 7919 8538  Research & Development - - - -  Depreciation / Amortization 4754 5090 2387 2641  Interest Expense (Income) - Net Operating -11 -12 - -  Unusual Expense (Income) - 139 21817 4013  Other Operating Expenses, Total -3818 -4167 - 1","Selling/General/Admin. Expenses, Total 9864 8286 7919 8538  Research & Development - - - -  Depreciation / Amortization 4754 5090 2387 2641  Interest Expense (Income) - Net Operating -11 -12 - -  Unusual Expense (Income) - 139 21817 4013  Other Operating Expenses, Total -3818 -4167 - 1","Selling/General/Admin. Expenses, Total 9864 8286 7919 8538  Research & Development - - - -  Depreciation / Amortization 4754 5090 2387 2641  Interest Expense (Income) - Net Operating -11 -12 - -  Unusual Expense (Income) - 139 21817 4013  Other Operating Expenses, Total -3818 -4167 - 1","Selling/General/Admin. Expenses, Total 9864 8286 7919 8538  Research & Development - - - -  Depreciation / Amortization 4754 5090 2387 2641  Interest Expense (Income) - Net Operating -11 -12 - -  Unusual Expense (Income) - 139 21817 4013  Other Operating Expenses, Total -3818 -4167 - 1","Selling/General/Admin. Expenses, Total 9864 8286 7919 8538  Research & Development - - - -  Depreciation / Amortization 4754 5090 2387 2641  Interest Expense (Income) - Net Operating -11 -12 - -  Unusual Expense (Income) - 139 21817 4013  Other Operating Expenses, Total -3818 -4167 - 1"
"Selling/General/Admin. Expenses, Total",9864,8286,7919,8538
Research & Development,-,-,-,-
Depreciation / Amortization,4754,5090,2387,2641
Interest Expense (Income) - Net Operating,-11,-12,-,-
Unusual Expense (Income),-,139,21817,4013
"Other Operating Expenses, Total",-3818,-4167,-,1
Operating Income,43779,41575,14410,31996
"Interest Income (Expense), Net Non-Operating",-,-7,-7,4
Gain (Loss) on Sale of Assets,68,1560,42,38
"Other, Net",-789,-3858,775,698
Net Income Before Taxes,44500,43873,15220,32736
Provision for Income Taxes,13784,13246,10962,11914
Net Income After Taxes,30716,30627,4258,20822
Minority Interest,2699,2136,-235,-187
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,30008,29745,4023,20635
Total Extraordinary Items,-,-,-,-
Net Income,30008,29745,4023,20635
Total Adjustments to Net Income,-,-,-1,-1
Income Available to Common Excluding Extraordinary Items,30008,29745,4022,20634
Dilution Adjustment,1.63,1.15,-,-
Diluted Net Income,30006.37,29743.85,4022,20634
Diluted Weighted Average Shares,245.01,248.74,249.76,250.78
Diluted EPS Excluding Extraordinary Items,122.47,119.58,16.1,82.28
DPS - Common Stock Primary Issue,67.5,66.2,55.5,55.4
Diluted Normalized EPS,110.6,102.92,79.74,100.27
