Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,57530,63549,58519,77894
"Revenue 57530 63549 58519 77894  Other Revenue, Total - - - -","Revenue 57530 63549 58519 77894  Other Revenue, Total - - - -","Revenue 57530 63549 58519 77894  Other Revenue, Total - - - -","Revenue 57530 63549 58519 77894  Other Revenue, Total - - - -","Revenue 57530 63549 58519 77894  Other Revenue, Total - - - -"
Revenue,57530,63549,58519,77894
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",48429,56913,52888,68607
Gross Profit,9101,6636,5631,9287
Total Operating Expenses,56270,70770,62033,79183
"Selling/General/Admin. Expenses, Total 7841 13273 7756 8849  Research & Development - 1892 196 201  Depreciation / Amortization 1576 1956 490 519  Interest Expense (Income) - Net Operating -294 -297 - -  Unusual Expense (Income) - 3546 704 1007  Other Operating Expenses, Total -1282 -2967 -1 -","Selling/General/Admin. Expenses, Total 7841 13273 7756 8849  Research & Development - 1892 196 201  Depreciation / Amortization 1576 1956 490 519  Interest Expense (Income) - Net Operating -294 -297 - -  Unusual Expense (Income) - 3546 704 1007  Other Operating Expenses, Total -1282 -2967 -1 -","Selling/General/Admin. Expenses, Total 7841 13273 7756 8849  Research & Development - 1892 196 201  Depreciation / Amortization 1576 1956 490 519  Interest Expense (Income) - Net Operating -294 -297 - -  Unusual Expense (Income) - 3546 704 1007  Other Operating Expenses, Total -1282 -2967 -1 -","Selling/General/Admin. Expenses, Total 7841 13273 7756 8849  Research & Development - 1892 196 201  Depreciation / Amortization 1576 1956 490 519  Interest Expense (Income) - Net Operating -294 -297 - -  Unusual Expense (Income) - 3546 704 1007  Other Operating Expenses, Total -1282 -2967 -1 -","Selling/General/Admin. Expenses, Total 7841 13273 7756 8849  Research & Development - 1892 196 201  Depreciation / Amortization 1576 1956 490 519  Interest Expense (Income) - Net Operating -294 -297 - -  Unusual Expense (Income) - 3546 704 1007  Other Operating Expenses, Total -1282 -2967 -1 -"
"Selling/General/Admin. Expenses, Total",7841,13273,7756,8849
Research & Development,-,1892,196,201
Depreciation / Amortization,1576,1956,490,519
Interest Expense (Income) - Net Operating,-294,-297,-,-
Unusual Expense (Income),-,3546,704,1007
"Other Operating Expenses, Total",-1282,-2967,-1,-
Operating Income,1260,-7221,-3514,-1289
"Interest Income (Expense), Net Non-Operating",-,375,125,-209
Gain (Loss) on Sale of Assets,992,1458,108,221
"Other, Net",-2232,338,764,47
Net Income Before Taxes,2500,-9017,-2517,-1230
Provision for Income Taxes,49,572,3231,89
Net Income After Taxes,2451,-9589,-5748,-1319
Minority Interest,1216,1102,10,-9
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,2403,-9575,-5738,-1328
Total Extraordinary Items,-,-,-,-
Net Income,2403,-9575,-5738,-1328
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,2403,-9575,-5738,-1329
Dilution Adjustment,-,-,-,-
Diluted Net Income,2403,-9575,-5738,-1329
Diluted Weighted Average Shares,11.72,11.72,11.72,11.72
Diluted EPS Excluding Extraordinary Items,205.08,-817.17,-489.7,-113.42
DPS - Common Stock Primary Issue,30,10,10,30
Diluted Normalized EPS,95.33,-368.4,-456.63,-66.15
