Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,80015,46592,57378,66596
"Revenue 80015 46592 57378 66596  Other Revenue, Total - - - -","Revenue 80015 46592 57378 66596  Other Revenue, Total - - - -","Revenue 80015 46592 57378 66596  Other Revenue, Total - - - -","Revenue 80015 46592 57378 66596  Other Revenue, Total - - - -","Revenue 80015 46592 57378 66596  Other Revenue, Total - - - -"
Revenue,80015,46592,57378,66596
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",34710,30184,47398,55204
Gross Profit,45305,16408,9980,11392
Total Operating Expenses,44225,38175,59728,64491
"Selling/General/Admin. Expenses, Total 8520 7135 7150 7729  Research & Development - - - -  Depreciation / Amortization 1788 942 883 920  Interest Expense (Income) - Net Operating -141 -157 - -  Unusual Expense (Income) - 1425 4296 636  Other Operating Expenses, Total -652 71 1 2","Selling/General/Admin. Expenses, Total 8520 7135 7150 7729  Research & Development - - - -  Depreciation / Amortization 1788 942 883 920  Interest Expense (Income) - Net Operating -141 -157 - -  Unusual Expense (Income) - 1425 4296 636  Other Operating Expenses, Total -652 71 1 2","Selling/General/Admin. Expenses, Total 8520 7135 7150 7729  Research & Development - - - -  Depreciation / Amortization 1788 942 883 920  Interest Expense (Income) - Net Operating -141 -157 - -  Unusual Expense (Income) - 1425 4296 636  Other Operating Expenses, Total -652 71 1 2","Selling/General/Admin. Expenses, Total 8520 7135 7150 7729  Research & Development - - - -  Depreciation / Amortization 1788 942 883 920  Interest Expense (Income) - Net Operating -141 -157 - -  Unusual Expense (Income) - 1425 4296 636  Other Operating Expenses, Total -652 71 1 2","Selling/General/Admin. Expenses, Total 8520 7135 7150 7729  Research & Development - - - -  Depreciation / Amortization 1788 942 883 920  Interest Expense (Income) - Net Operating -141 -157 - -  Unusual Expense (Income) - 1425 4296 636  Other Operating Expenses, Total -652 71 1 2"
"Selling/General/Admin. Expenses, Total",8520,7135,7150,7729
Research & Development,-,-,-,-
Depreciation / Amortization,1788,942,883,920
Interest Expense (Income) - Net Operating,-141,-157,-,-
Unusual Expense (Income),-,1425,4296,636
"Other Operating Expenses, Total",-652,71,1,2
Operating Income,35790,8417,-2350,2105
"Interest Income (Expense), Net Non-Operating",-,-20,29,346
Gain (Loss) on Sale of Assets,76,1031,-,600
"Other, Net",1590,-719,354,-92
Net Income Before Taxes,34124,8105,-1967,2959
Provision for Income Taxes,11163,2694,1052,667
Net Income After Taxes,22961,5411,-3019,2292
Minority Interest,823,102,-15,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,22977,5396,-3034,2292
Total Extraordinary Items,-,-,-,-
Net Income,22977,5396,-3034,2292
Total Adjustments to Net Income,-,-,-1,-
Income Available to Common Excluding Extraordinary Items,22977,5396,-3035,2292
Dilution Adjustment,-,-,-,-
Diluted Net Income,22977,5396,-3035,2292
Diluted Weighted Average Shares,13,13.01,13.01,13
Diluted EPS Excluding Extraordinary Items,1767.98,414.8,-233.35,176.24
DPS - Common Stock Primary Issue,80,80,50,50
Diluted Normalized EPS,1729.33,411.74,32.55,233.52
