Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,39372,40006,37544,38358
"Revenue 39372 40006 37544 38358  Other Revenue, Total - - - -","Revenue 39372 40006 37544 38358  Other Revenue, Total - - - -","Revenue 39372 40006 37544 38358  Other Revenue, Total - - - -","Revenue 39372 40006 37544 38358  Other Revenue, Total - - - -","Revenue 39372 40006 37544 38358  Other Revenue, Total - - - -"
Revenue,39372,40006,37544,38358
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",29548,31301,30096,30232
Gross Profit,9824,8705,7448,8126
Total Operating Expenses,36356,37163,36248,36463
"Selling/General/Admin. Expenses, Total 6494 5714 5394 5972  Research & Development 124 - - -  Depreciation / Amortization 1527 295 253 232  Interest Expense (Income) - Net Operating -27 - - -  Unusual Expense (Income) - -147 503 26  Other Operating Expenses, Total -1310 - 2 1","Selling/General/Admin. Expenses, Total 6494 5714 5394 5972  Research & Development 124 - - -  Depreciation / Amortization 1527 295 253 232  Interest Expense (Income) - Net Operating -27 - - -  Unusual Expense (Income) - -147 503 26  Other Operating Expenses, Total -1310 - 2 1","Selling/General/Admin. Expenses, Total 6494 5714 5394 5972  Research & Development 124 - - -  Depreciation / Amortization 1527 295 253 232  Interest Expense (Income) - Net Operating -27 - - -  Unusual Expense (Income) - -147 503 26  Other Operating Expenses, Total -1310 - 2 1","Selling/General/Admin. Expenses, Total 6494 5714 5394 5972  Research & Development 124 - - -  Depreciation / Amortization 1527 295 253 232  Interest Expense (Income) - Net Operating -27 - - -  Unusual Expense (Income) - -147 503 26  Other Operating Expenses, Total -1310 - 2 1","Selling/General/Admin. Expenses, Total 6494 5714 5394 5972  Research & Development 124 - - -  Depreciation / Amortization 1527 295 253 232  Interest Expense (Income) - Net Operating -27 - - -  Unusual Expense (Income) - -147 503 26  Other Operating Expenses, Total -1310 - 2 1"
"Selling/General/Admin. Expenses, Total",6494,5714,5394,5972
Research & Development,124,-,-,-
Depreciation / Amortization,1527,295,253,232
Interest Expense (Income) - Net Operating,-27,-,-,-
Unusual Expense (Income),-,-147,503,26
"Other Operating Expenses, Total",-1310,-,2,1
Operating Income,3016,2843,1296,1895
"Interest Income (Expense), Net Non-Operating",-,231,-63,576
Gain (Loss) on Sale of Assets,-20,-20,-26,64
"Other, Net",-718,97,89,50
Net Income Before Taxes,3754,3151,1296,2585
Provision for Income Taxes,1029,752,413,526
Net Income After Taxes,2725,2399,883,2059
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,2725,2399,883,2059
Total Extraordinary Items,-,-,-,-
Net Income,2725,2399,883,2059
Total Adjustments to Net Income,-,-1,-1,-1
Income Available to Common Excluding Extraordinary Items,2725,2398,882,2058
Dilution Adjustment,-,-,-,-
Diluted Net Income,2725,2398,882,2058
Diluted Weighted Average Shares,11.85,12.36,12.4,12.61
Diluted EPS Excluding Extraordinary Items,229.9,194,71.13,163.27
DPS - Common Stock Primary Issue,-,120,70,95
Diluted Normalized EPS,199.32,186.17,100.2,160.87
